species,block_id,mean_psi,median_psi,occupied_grid_equivalent,centroid_lat,centroid_lon,centroid_elev,block_start,block_end,block_label
Chroicocephalus ridibundus,2,0.3654595218314428,0.22650939887517385,486.42662355765566,38.79705810783258,106.80820263386335,1460.0072312210223,2005,2009,2005-2009
Chroicocephalus ridibundus,3,0.4363269930689227,0.3175754498608032,580.7512277747197,38.127201246378746,106.71858646195629,1717.2384520590197,2010,2014,2010-2014
Chroicocephalus ridibundus,4,0.5349081595334076,0.4401570190530968,711.9627603389833,37.52884553526352,106.6327312882921,1937.1405559392658,2015,2019,2015-2019
Chroicocephalus ridibundus,5,0.6513201442274985,0.5860048352043833,866.9071119667726,37.02330927124018,106.56868521390204,2084.287202172266,2020,2024,2020-2024
Circus cyaneus,1,0.4113245676824019,0.2887788352045559,547.4729995852622,37.94635676411472,106.25684116825838,2135.064169885199,2000,2004,2000-2004
Circus cyaneus,2,0.4585528908223068,0.3160302406851959,610.33389768451,38.14427311111399,106.42767783592352,1943.6547598262812,2005,2009,2005-2009
Circus cyaneus,3,0.5187652216367253,0.38342516646419467,690.4765099984965,37.89028385392451,106.49999310299638,1931.5133968556413,2010,2014,2010-2014
Circus cyaneus,4,0.6241662881785259,0.520274533436028,830.7653295656033,37.311352603857486,106.48730743822685,1965.9493051816223,2015,2019,2015-2019
Circus cyaneus,5,0.7506245213017254,0.7027569683453688,999.0812378526136,36.628740898750415,106.39936332911758,1979.1249998983183,2020,2024,2020-2024
Columba livia,1,0.831932542719382,0.8134785105497684,1107.3022143594876,36.38483875361223,106.37451431747154,1814.924455642756,2000,2004,2000-2004
Columba livia,2,0.862822372678203,0.8041604911575279,1148.4165780346812,36.75917767555868,106.50855617821755,2076.9868273345082,2005,2009,2005-2009
Columba livia,3,0.8292025596054501,0.7728275345878143,1103.6686068348463,36.77150062176293,106.52245319656055,2088.004614081412,2010,2014,2010-2014
Columba livia,4,0.7387414039065086,0.6851824018387597,983.2648085995905,36.83511110939968,106.56379791412368,2127.835015372054,2015,2019,2015-2019
Columba livia,5,0.5543493255714519,0.5027338015286621,737.8389523355889,37.06885097620218,106.68658032885541,2240.4807591907806,2020,2024,2020-2024
Columba rupestris,1,0.373598924051362,0.34449247388653254,497.2601679123625,36.26590901131059,105.7528073171581,1827.2934552620852,2000,2004,2000-2004
Columba rupestris,2,0.34487459767730855,0.33750568479423726,459.02808950848674,36.04891694390582,105.85345008527818,2055.745456586412,2005,2009,2005-2009
Columba rupestris,3,0.343201567417089,0.34118151515146045,456.80128623213506,36.02783343362034,105.9555339910754,2110.519145380235,2010,2014,2010-2014
Columba rupestris,4,0.3790647733491317,0.3712994697013047,504.5352133276817,36.19445744814677,106.11149706332031,1995.4757794017653,2015,2019,2015-2019
Columba rupestris,5,0.49053115421215143,0.4699701660786534,652.896966256367,36.41759976896079,106.30757520919201,1817.4778713945864,2020,2024,2020-2024
Copsychus saularis,1,0.5039151637480199,0.5874621265873892,670.7110829486301,34.28341604762965,105.09737142891575,988.4108918891179,2000,2004,2000-2004
Copsychus saularis,2,0.35231764552937855,0.5792887041254102,468.9347861996047,31.46676641245681,105.11246283659179,1771.0794784494726,2005,2009,2005-2009
Copsychus saularis,3,0.34666731120551975,0.5728311480471601,461.41419121454703,31.39572144895125,105.08708317890643,1729.7722589135942,2010,2014,2010-2014
Copsychus saularis,4,0.3430666029342268,0.5677178362513157,456.6216485054476,31.369544081223687,105.07665681834048,1653.7347370352704,2015,2019,2015-2019
Copsychus saularis,5,0.3505376539729053,0.5636975315305359,466.5656174379266,31.63660428398123,105.07306480471823,1027.947015487758,2020,2024,2020-2024
Corvus corone,1,0.36489375503029325,0.2447933240234688,485.67358794532714,39.207194176735,107.65507943671022,2545.4472331202883,2000,2004,2000-2004
Corvus corone,2,0.3867173864918574,0.25636301224726676,514.7208414206717,39.15891073112317,107.51345950638868,2367.76811215817,2005,2009,2005-2009
Corvus corone,3,0.4409677841321179,0.298503636295819,586.9281206798463,38.90753248624361,107.29830345529986,2142.991605005029,2010,2014,2010-2014
Corvus corone,4,0.5392423865815741,0.4040479530411227,717.7316165400512,38.25700098030902,107.02491366283944,1981.340924233001,2015,2019,2015-2019
Corvus corone,5,0.6846995586571092,0.596785631008075,911.3351125726012,37.302719039867675,106.75848622544049,1940.5702296560878,2020,2024,2020-2024
Corvus macrorhynchos,1,0.4629416099682879,0.5407835685200351,616.1752828678041,35.06572603208719,106.43197725883839,2553.306720473107,2000,2004,2000-2004
Corvus macrorhynchos,2,0.40228811364894485,0.4860278397525746,535.4454792667466,34.60475738468969,106.1045801419122,2486.7703491897323,2005,2009,2005-2009
Corvus macrorhynchos,3,0.4143007312648275,0.4928108595784073,551.4342733134902,34.70918828916414,106.04357587883023,2356.084133178645,2010,2014,2010-2014
Corvus macrorhynchos,4,0.5047203440569059,0.5724166407234799,671.7827779397543,35.15818628780307,106.12510096991076,2232.1667781164683,2015,2019,2015-2019
Corvus macrorhynchos,5,0.6824828047349067,0.7316194963956033,908.3846131021737,35.683388177835106,106.25995538226456,2144.626610315771,2020,2024,2020-2024
Cuculus canorus,1,0.6629101303409591,0.5890565540560695,882.3333834837811,37.15871552504578,106.64456737985245,1754.217690179967,2000,2004,2000-2004
Cuculus canorus,2,0.7060283980731337,0.5735689095634653,939.7237978353725,37.65274216919696,106.6961366823461,2013.4650955690925,2005,2009,2005-2009
Cuculus canorus,3,0.7377559884014204,0.610918653654929,981.953220562308,37.56999096789646,106.71434921849387,2052.2016611904655,2010,2014,2010-2014
Cuculus canorus,4,0.8070920668282884,0.7161219476776823,1074.2395409484811,37.139626158135584,106.62637836119518,2076.751144171074,2015,2019,2015-2019
Cuculus canorus,5,0.8987769557014411,0.8636497725494043,1196.272128038611,36.590981111974635,106.49749737333443,2089.553922064007,2020,2024,2020-2024
Cuculus micropterus,1,0.5189337758612816,0.48130294469787355,690.7008556713542,36.958733565238994,106.30559415794497,2190.54978254096,2000,2004,2000-2004
Cuculus micropterus,2,0.4255657367165215,0.4920250441031584,566.4279955696942,34.528789176742094,105.32969230845622,1355.478037109517,2005,2009,2005-2009
Cuculus micropterus,3,0.48317630120970134,0.5484893571191357,643.1076569101134,34.801918186060476,105.50338222327171,1623.4479808577223,2010,2014,2010-2014
Cuculus micropterus,4,0.5832748402251254,0.6558466262191731,776.3388123396304,34.98845448576059,105.70413533323206,1855.2511438095505,2015,2019,2015-2019
Cuculus micropterus,5,0.7141674055787481,0.7949974500873312,950.5568168252979,35.169891658915525,105.88822871739812,2010.8827446335774,2020,2024,2020-2024
Cyanopica cyanus,1,0.5360151196795339,0.533247095242783,713.4361242934609,36.20333963847582,106.33208305654857,1998.2592713245515,2000,2004,2000-2004
Cyanopica cyanus,2,0.5324145749062302,0.5297565812723904,708.6437992002069,36.197944726145096,106.32682965238516,1995.0310214264662,2005,2009,2005-2009
Cyanopica cyanus,3,0.5267694873751518,0.5242744230689284,701.1301876963274,36.18954490432417,106.31855846975537,1989.9181257485939,2010,2014,2010-2014
Cyanopica cyanus,4,0.5179821376767304,0.515717630938967,689.4342252477376,36.176613960327266,106.30559521105292,1981.8338950743125,2015,2019,2015-2019
Cyanopica cyanus,5,0.5044525930176198,0.5024885023049421,671.42640130643,36.157065553401324,106.28541795730773,1969.0800416408374,2020,2024,2020-2024
Delichon dasypus,1,0.713172405965694,0.8679488958235755,949.2324723403476,34.225119233432125,105.55953170372482,696.7777664553606,2000,2004,2000-2004
Delichon dasypus,2,0.47913585381980994,0.7102978853406103,637.7298214341716,32.65354853059569,105.6014643972945,1375.7759362160148,2005,2009,2005-2009
Delichon dasypus,3,0.4379309085390336,0.6422729032761405,582.8860392654578,32.79446945680554,105.64950634381529,1525.76747184394,2010,2014,2010-2014
Delichon dasypus,4,0.4354763853340827,0.6200810230050677,579.619068879661,33.12924244785641,105.74412315204883,1647.725273559903,2015,2019,2015-2019
Delichon dasypus,5,0.4591090829653114,0.626181022449662,611.0741894268358,33.58540329474836,105.86866267111868,1724.8349264131073,2020,2024,2020-2024
Dendrocopos major,1,0.4295414189842146,0.37969757581436336,571.7196286679888,36.43197482853697,106.21838369499363,2102.510827586246,2000,2004,2000-2004
Dendrocopos major,2,0.4192192068143035,0.3790457212953991,557.9807642698529,36.37654137124365,106.16760883224933,1990.6041866193339,2005,2009,2005-2009
Dendrocopos major,3,0.45905851550720883,0.4224564252867242,611.0068841400824,36.37682642276288,106.22732348697133,1896.9931201232087,2010,2014,2010-2014
Dendrocopos major,4,0.5280807164082069,0.498369261942836,702.875433539316,36.34143207248399,106.25465384547148,1884.8373119246262,2015,2019,2015-2019
Dendrocopos major,5,0.6199355173436348,0.59646353911828,825.134173584397,36.320348630537396,106.3157650265704,1893.5483919382257,2020,2024,2020-2024
Dicrurus hottentottus,1,0.43805884814622453,0.4931942297377837,583.0563268826417,34.81285471525444,105.42683382291008,1156.970070161445,2000,2004,2000-2004
Dicrurus hottentottus,2,0.5035449817179996,0.5151711029110589,670.2183706666427,35.7721106516688,106.09499472593798,1024.8221738208726,2005,2009,2005-2009
Dicrurus hottentottus,3,0.48703935988116726,0.5515289408740851,648.2493880018341,35.02460919006696,106.04462883611707,1292.7229931648217,2010,2014,2010-2014
Dicrurus hottentottus,4,0.5364776558048142,0.603150767067054,714.0517598762156,35.17656763396304,106.22291621004437,1179.9460260056271,2015,2019,2015-2019
Dicrurus hottentottus,5,0.524414006628204,0.6488709042056889,697.9950428221256,34.39629314261953,106.05008624405652,1456.1739104748185,2020,2024,2020-2024
Dicrurus leucophaeus,1,0.4695687569375453,0.5285031901601047,624.9960154838755,36.2795010167571,107.16907967190038,3021.8442963760517,2000,2004,2000-2004
Dicrurus leucophaeus,2,0.31172821882059487,0.5196755410618312,414.9102592502091,31.26103656432901,105.04348388842793,1383.5703696016922,2005,2009,2005-2009
Dicrurus leucophaeus,3,0.3055509542655474,0.5094689745970652,406.68832012744076,31.25358049984538,105.03154950570787,1482.730465741715,2010,2014,2010-2014
Dicrurus leucophaeus,4,0.3046458174624166,0.5022113778644103,405.4835830424718,31.395275894267687,105.06815015662995,1907.2432201870454,2015,2019,2015-2019
Dicrurus leucophaeus,5,0.38299953969699907,0.5581238892509417,509.77238733671345,32.851201180636025,105.48960824953039,2456.804903837822,2020,2024,2020-2024
Dicrurus macrocercus,1,0.6515270730694582,0.8016761846793615,867.1825342554268,34.9081952813222,106.14098533078973,3097.841850586525,2000,2004,2000-2004
Dicrurus macrocercus,2,0.565844913232074,0.8209314033696004,753.1395795119091,32.60668073814617,105.18941318059524,1219.9649916314,2005,2009,2005-2009
Dicrurus macrocercus,3,0.5533781281009736,0.8209314767515322,736.5462885023862,32.30218824578146,104.95685062351305,1318.5040020863503,2010,2014,2010-2014
Dicrurus macrocercus,4,0.5509577273891263,0.8209314767501095,733.324735154936,32.24660270435272,104.9656705637431,1293.948315721909,2015,2019,2015-2019
Dicrurus macrocercus,5,0.5331672594644921,0.793730552029418,709.6456223472367,32.25122627093897,104.99622393201587,1226.3545987000716,2020,2024,2020-2024
Egretta garzetta,1,0.5331326462760437,0.5912384261031471,709.5995521934034,35.93039667124875,106.43367668743862,2904.736480814978,2000,2004,2000-2004
Egretta garzetta,2,0.42911428632004517,0.599229068699738,571.1511150919808,33.041498076416616,105.26220763733151,1926.8566085624523,2005,2009,2005-2009
Egretta garzetta,3,0.4708352910117432,0.6255918102333834,626.6817723366305,33.586786470337465,105.40120240557407,1996.1319773643695,2010,2014,2010-2014
Egretta garzetta,4,0.5225368957682982,0.6696969119858638,695.4966082675968,33.920202797869926,105.50311011181398,1951.984186480363,2015,2019,2015-2019
Egretta garzetta,5,0.5911198265219977,0.7288118061049256,786.780489100768,34.280931348695326,105.62082781034259,1931.6104423494746,2020,2024,2020-2024
Elanus caeruleus,1,0.3842010535927155,0.33582460872936526,511.3716023318956,36.931066578125716,106.53253078901484,670.3685826025663,2000,2004,2000-2004
Elanus caeruleus,2,0.21571546260525035,0.33983074573474464,287.1172807275936,32.102859962104894,105.73098663485892,2232.852141519788,2005,2009,2005-2009
Elanus caeruleus,3,0.23031299620959747,0.35166796902464476,306.54659795497037,32.45275636564349,105.79344717027254,2096.5997127857177,2010,2014,2010-2014
Elanus caeruleus,4,0.26987485039930253,0.38539285661926576,359.20342588147025,33.16964144392468,105.91870564280345,2059.3875552521376,2015,2019,2015-2019
Elanus caeruleus,5,0.37278430969425225,0.4724005726580605,496.1759162030476,34.33537146094137,106.10296715847237,2028.540814456942,2020,2024,2020-2024
Emberiza cioides,1,0.35914107072288726,0.31429610061923097,478.016765132163,36.506425343208875,105.97325817128545,1837.038892131647,2000,2004,2000-2004
Emberiza cioides,2,0.371611497057713,0.3150387051693581,494.61490258380513,36.805953747502606,106.23182104102622,1684.944996534784,2005,2009,2005-2009
Emberiza cioides,3,0.3865691070789696,0.32902671078940027,514.5234815220915,36.837728057877385,106.25249596487672,1658.716507165132,2010,2014,2010-2014
Emberiza cioides,4,0.4278946212416671,0.3737552028373572,569.527740872658,36.782968340548074,106.30247876314911,1700.4124003239738,2015,2019,2015-2019
Emberiza cioides,5,0.5085200281447242,0.469078960709286,676.8401574606451,36.55064181831079,106.3057722504273,1805.4190482487716,2020,2024,2020-2024
Emberiza elegans,1,0.29731232818814807,0.2303380996852952,395.7227088184262,38.189964683358006,106.90239364874243,3022.8091168782994,2000,2004,2000-2004
Emberiza elegans,2,0.33532838744116505,0.3315610261795549,446.3220836841812,35.992446275849076,106.20849961866263,2380.1544403832536,2005,2009,2005-2009
Emberiza elegans,3,0.396909745680401,0.4114706771229188,528.2868715006042,35.60536539318331,106.069438430225,2117.3445492915575,2010,2014,2010-2014
Emberiza elegans,4,0.44562092533376296,0.4737794923705019,593.1214516192359,35.393961497557726,105.97750635695101,1973.4857801992791,2015,2019,2015-2019
Emberiza elegans,5,0.48205607144191764,0.5213245051312465,641.6166310891922,35.23945307018088,105.88726179787048,1881.7379546555758,2020,2024,2020-2024
Emberiza godlewskii,1,0.3137831314229043,0.3199926139431222,417.6453479238763,36.07463462706833,106.35992754475672,2052.9624833933262,2000,2004,2000-2004
Emberiza godlewskii,2,0.26832279051735036,0.2980732144035737,357.13763417860343,35.21275093317802,105.88392964413131,2220.7735115308656,2005,2009,2005-2009
Emberiza godlewskii,3,0.24870294847266944,0.28264574265623343,331.0236244171263,34.91948735719594,105.74421938328697,2147.693968171278,2010,2014,2010-2014
Emberiza godlewskii,4,0.24879739775332724,0.2814919454204692,331.14933640967115,34.92790889012036,105.73837293504509,2064.000347461536,2015,2019,2015-2019
Emberiza godlewskii,5,0.2786506121245515,0.30749338362493195,370.8839647377879,35.175880664621936,105.8467927053433,2017.4066754413163,2020,2024,2020-2024
Emberiza pusilla,1,0.8381784381185194,0.9011148228865136,1115.615501135732,35.44005752194283,105.97534533094154,1838.8187950194729,2000,2004,2000-2004
Emberiza pusilla,2,0.8103471272094742,0.8761055892544669,1078.5720263158262,35.416631185949385,105.99171903062415,1866.3441853465474,2005,2009,2005-2009
Emberiza pusilla,3,0.7892782396697192,0.856912750581951,1050.5293370003972,35.3992162148051,106.00424863901617,1887.6364342778265,2010,2014,2010-2014
Emberiza pusilla,4,0.7731974838823983,0.8421137690912908,1029.125851047458,35.386123761858556,106.01390660114721,1904.1605481402175,2015,2019,2015-2019
Emberiza pusilla,5,0.7608471278399579,0.8306601461043227,1012.6875271550166,35.37619089370572,106.02138539756001,1917.0170526694062,2020,2024,2020-2024
Emberiza spodocephala,1,0.4478466085579816,0.40833498609082575,596.0838359906817,36.914400167654655,106.67143362462213,857.99482021379,2000,2004,2000-2004
Emberiza spodocephala,2,0.45086538262651144,0.4433594021149322,600.1018242758788,36.46869120296714,106.68465494876982,1474.5822511575739,2005,2009,2005-2009
Emberiza spodocephala,3,0.5255224833953619,0.5283833332326278,699.4704253992448,36.29511134402339,106.60391441131202,1759.0229351037924,2010,2014,2010-2014
Emberiza spodocephala,4,0.6154450074561808,0.6257740538271123,819.1573049241506,36.19953460897761,106.5412511382041,1904.6680776880141,2015,2019,2015-2019
Emberiza spodocephala,5,0.7019728107369952,0.7182316748212065,934.3258110909669,36.14419288563027,106.50068059643549,1988.6760043756547,2020,2024,2020-2024
Eophona migratoria,1,0.4074860634268228,0.42770485751345866,542.363950421097,36.563054918449254,106.70374413833778,3146.946528584277,2000,2004,2000-2004
Eophona migratoria,2,0.3328304658983137,0.455275690586293,442.9973501106544,33.311235327559885,105.45280921764713,2144.208302989508,2005,2009,2005-2009
Eophona migratoria,3,0.36988312308300253,0.4891589891811182,492.3144368234821,33.64475582735801,105.46843580783377,2051.56285483565,2010,2014,2010-2014
Eophona migratoria,4,0.4092181869375817,0.5289325329336652,544.6694068139151,33.82103328715646,105.48115041328913,1956.8286662630421,2015,2019,2015-2019
Eophona migratoria,5,0.45401701109482506,0.5738745909161279,604.2966417672222,34.003796131265176,105.51029856138881,1914.0401886732789,2020,2024,2020-2024
Eudynamys scolopaceus,1,0.5844700762454098,0.7485969042093945,777.9296714826596,33.52463030234095,105.08171003735822,995.6085464514814,2000,2004,2000-2004
Eudynamys scolopaceus,2,0.43985744232794033,0.7137704297919695,585.4502557384894,31.548718658081533,105.08257458051575,1313.2115772500397,2005,2009,2005-2009
Eudynamys scolopaceus,3,0.45167500127882454,0.7195605702246564,601.1794267021058,31.76372765783744,105.13351225549843,1487.7924006665994,2010,2014,2010-2014
Eudynamys scolopaceus,4,0.47111500368127496,0.7300134962878756,627.0540698997695,32.092787086943424,105.22791325023654,1659.4068003260961,2015,2019,2015-2019
Eudynamys scolopaceus,5,0.5067678243504133,0.7482879934812728,674.507974210404,32.63052243426932,105.35566337958622,1749.6157901589334,2020,2024,2020-2024
Falco amurensis,1,0.22603206031139686,0.11120645761748764,300.84867227446705,39.632998668714215,106.87089636008035,1144.7607028412222,2000,2004,2000-2004
Falco amurensis,2,0.2464826674684107,0.14253052549538617,328.0684304004447,38.974764723454726,106.6697526661313,1251.448528174478,2005,2009,2005-2009
Falco amurensis,3,0.2948105167449428,0.20369164886985525,392.3927977875059,38.20769049002853,106.527924804207,1449.8241695909717,2010,2014,2010-2014
Falco amurensis,4,0.3801805139000371,0.3064974024845829,506.0202640009487,37.46801644157358,106.44738944308311,1701.3729677579959,2015,2019,2015-2019
Falco amurensis,5,0.5021846832599434,0.4529229249819846,668.4078134189787,36.865916528698136,106.40717740218474,1924.447618490581,2020,2024,2020-2024
Falco peregrinus,1,0.6342515670540372,0.7512484337885694,844.1888357489144,34.262226512742124,105.16530207500608,1273.4320838561716,2000,2004,2000-2004
Falco peregrinus,2,0.5635623123270597,0.6206453337517519,750.1014377073161,34.97963097523274,105.39982024121885,1314.606740938244,2005,2009,2005-2009
Falco peregrinus,3,0.5934693025513107,0.6381100219175605,789.9076416957903,35.241480084639726,105.54372855094715,1480.72437826985,2010,2014,2010-2014
Falco peregrinus,4,0.6806460717829674,0.7288132571359559,905.9399215431202,35.39741756329143,105.72643378308753,1702.5193517874925,2015,2019,2015-2019
Falco peregrinus,5,0.782825692623537,0.8424015894337901,1041.9409968818948,35.45804046696838,105.8726675551432,1866.0437637964774,2020,2024,2020-2024
Falco subbuteo,1,0.624469060274506,0.5610453575394407,831.1683192253796,36.88217778535749,106.43905648411163,1514.4942631484512,2000,2004,2000-2004
Falco subbuteo,2,0.683222615357102,0.5231374358950809,909.3693010403478,37.98152482278038,106.78119552116273,2043.6123691301868,2005,2009,2005-2009
Falco subbuteo,3,0.6594484547883438,0.5063544839414986,877.7258933233209,37.96841205990523,106.77928755642665,2002.246499220196,2010,2014,2010-2014
Falco subbuteo,4,0.6871050078115541,0.5591717584533523,914.5367653971543,37.63608416035838,106.69247310574923,2020.520179456985,2015,2019,2015-2019
Falco subbuteo,5,0.7826464274635859,0.7296095760485279,1041.7023949540628,36.75376102395229,106.47058266400775,2032.078671419488,2020,2024,2020-2024
Falco tinnunculus,1,0.695173517326031,0.6565327418676973,925.27595156098,36.589720785141665,106.45124880888145,1610.363938941005,2000,2004,2000-2004
Falco tinnunculus,2,0.7564464693753826,0.6463165546414686,1006.8302507386037,37.31937834187479,106.64084416430501,2012.802900882808,2005,2009,2005-2009
Falco tinnunculus,3,0.7942088357644926,0.7100730274925359,1057.091960402527,37.03865070326172,106.58023033086913,2015.7168981427626,2010,2014,2010-2014
Falco tinnunculus,4,0.8660788820720029,0.8194708422923989,1152.750992037847,36.66315191828378,106.49076055774833,2051.8796621284428,2015,2019,2015-2019
Falco tinnunculus,5,0.930243849452308,0.920820544161532,1238.1545636210465,36.343341978939485,106.41488042849069,2070.8656195597537,2020,2024,2020-2024
Ficedula albicilla,1,0.973137949864247,1,1295.2466112693132,36.020750501728365,106.3331100210698,2111.5018325132164,2000,2004,2000-2004
Ficedula albicilla,2,0.7448405807834395,0.7793988479920935,991.3828130227399,35.867016256103675,106.38066666523642,2126.010557724671,2005,2009,2005-2009
Ficedula albicilla,3,0.6700291475507546,0.6779088741276083,891.8087953900659,35.97152329853355,106.12431441901636,1922.8070338573234,2010,2014,2010-2014
Ficedula albicilla,4,0.648507661460373,0.6471403773807941,863.163697403748,36.14778956431028,106.3496966988471,1857.533280866139,2015,2019,2015-2019
Ficedula albicilla,5,0.7958591226184347,0.8090755202442026,1059.2884922051176,36.03583818341216,106.26889797757136,1886.6471795409107,2020,2024,2020-2024
Fringilla montifringilla,1,0.9121468778683943,0.999999987237623,1214.0674944428163,35.70973823503785,106.42554651874599,1910.62423630591,2000,2004,2000-2004
Fringilla montifringilla,2,0.4160976684846342,0.39231374281418074,553.8259967530373,35.93512108704704,105.72462135084778,1050.8906405021905,2005,2009,2005-2009
Fringilla montifringilla,3,0.527448721578974,0.4770521661345621,702.0342484215984,36.5654710946613,106.09270203497478,1597.6171422375908,2010,2014,2010-2014
Fringilla montifringilla,4,0.6558576136426796,0.6123099513936856,872.946483758439,36.51724755940473,106.22412519588666,1859.2967969227952,2015,2019,2015-2019
Fringilla montifringilla,5,0.7793083376001945,0.7441886438883782,1037.2593973458565,36.49229720823285,106.33135675701304,2022.29963293131,2020,2024,2020-2024
Fulica atra,1,0.7860657544819785,0.8093878963872276,1046.2535192154967,36.167747520105486,106.52140981469996,2310.042692581873,2000,2004,2000-2004
Fulica atra,2,0.8462259943298917,0.8234509291337013,1126.3267984531155,36.48737148526289,106.50313944838996,2047.5608993610876,2005,2009,2005-2009
Fulica atra,3,0.8463476752763646,0.8234805649125345,1126.4887557928516,36.48797140760019,106.50312431034075,2047.1151606405026,2010,2014,2010-2014
Fulica atra,4,0.846347931720396,0.8234806273743848,1126.4890971198377,36.48797267176829,106.50312427853163,2047.114221540766,2015,2019,2015-2019
Fulica atra,5,0.8463479322608679,0.823480627505997,1126.4890978392043,36.4879726744329,106.50312427846424,2047.114219561371,2020,2024,2020-2024
Gallinago gallinago,1,0.501616815067339,0.4602235981316433,667.6519808546093,36.86967937623785,106.44934970512844,1948.883296854047,2000,2004,2000-2004
Gallinago gallinago,2,0.4885265025116184,0.46697666267373367,650.2287748429552,36.61234020007329,106.3350996869389,2118.658415367647,2005,2009,2005-2009
Gallinago gallinago,3,0.524712912782481,0.49841339943856866,698.392886913498,36.622480898284266,106.38946906685254,2033.000673788781,2010,2014,2010-2014
Gallinago gallinago,4,0.6062856560943376,0.5805601966503242,806.9662082615812,36.56722163034279,106.4064728673106,1965.3957167562398,2015,2019,2015-2019
Gallinago gallinago,5,0.7336027910171042,0.7230089521283898,976.425314843734,36.377038001396215,106.43142951679954,1975.1683157327934,2020,2024,2020-2024
Gallinula chloropus,1,0.7865941972763514,0.8313226254050653,1046.9568765748152,35.75502864191631,106.21283354567421,2323.8510554101167,2000,2004,2000-2004
Gallinula chloropus,2,0.7883786366663535,0.8167502891286403,1049.331965402931,35.82530869401804,106.23878420254249,2124.5853695811134,2005,2009,2005-2009
Gallinula chloropus,3,0.7705917962999662,0.8055774332356168,1025.6576808752527,35.71765369140562,106.18318585839395,2103.833126523056,2010,2014,2010-2014
Gallinula chloropus,4,0.7575198433155302,0.7969848452740065,1008.2589114529522,35.64042212090039,106.14318795545782,2086.7804740350907,2015,2019,2015-2019
Gallinula chloropus,5,0.747768663752897,0.7903609052558375,995.2800914551175,35.58394505270444,106.11364902355366,2073.1233088827676,2020,2024,2020-2024
Garrulus glandarius,1,0.37239471981095534,0.40335390792152065,495.65737206839265,35.54820719329662,106.47172132675685,2467.932063925161,2000,2004,2000-2004
Garrulus glandarius,2,0.35849283256895226,0.39811726783924867,477.153960149284,35.41229430876925,106.40568197313941,2211.8367942343193,2005,2009,2005-2009
Garrulus glandarius,3,0.37649944325534085,0.41873716855937154,501.1207589728447,35.451312685350814,106.38980390993716,2126.706181511146,2010,2014,2010-2014
Garrulus glandarius,4,0.42022330802977437,0.4646242547033316,559.3172229876293,35.53886744750713,106.39264439152164,2150.434976824482,2015,2019,2015-2019
Garrulus glandarius,5,0.4857245760505196,0.5340600645175209,646.4994107232537,35.61079322041308,106.39164720415212,2214.8720234247266,2020,2024,2020-2024
Gyps himalayensis,1,0.19739569392107417,0.18907677584181365,262.7336686089493,35.66467280957438,105.32306749958492,1323.8969302273897,2000,2004,2000-2004
Gyps himalayensis,2,0.16616981627274516,0.19167014557569775,221.17202545902498,34.807239208174174,105.680090836296,2033.8517709017813,2005,2009,2005-2009
Gyps himalayensis,3,0.17092336877599115,0.20330657587240197,227.4990038408455,34.71758604401338,105.87810058935537,2331.575283391381,2010,2014,2010-2014
Gyps himalayensis,4,0.19317797169868006,0.2287421446008825,257.1198803309457,34.8561447497514,106.02662088197577,2443.9073126643057,2015,2019,2015-2019
Gyps himalayensis,5,0.23711713315092173,0.2755068499192225,315.6029042238782,35.09356640105002,106.16022045135769,2469.6304984677176,2020,2024,2020-2024
Himantopus himantopus,1,0.33402625586106044,0.12715789297846922,444.58894655106235,40.714782372678414,107.09328064289859,1343.1787440477697,2000,2004,2000-2004
Himantopus himantopus,2,0.35337788878218257,0.1992532007707949,470.34596996907493,39.06203269494053,106.52798711468857,1513.0796777333323,2005,2009,2005-2009
Himantopus himantopus,3,0.43129743775481344,0.30483845620116234,574.0568896516515,38.105080919675494,106.41124635276746,1748.7554425968083,2010,2014,2010-2014
Himantopus himantopus,4,0.5402063639823543,0.4418792453148283,719.0146704605052,37.41313228473005,106.38080292924546,1949.0401816093315,2015,2019,2015-2019
Himantopus himantopus,5,0.661923083116641,0.596897915928161,881.0196236282313,36.89076847780209,106.36548405614619,2084.604496628947,2020,2024,2020-2024
Hirundo rustica,1,0.7259529914573601,0.7119826929167301,966.243431629764,36.42167453513411,106.53673414364727,1927.5116653039331,2000,2004,2000-2004
Hirundo rustica,2,0.8160857242665137,0.743074669196952,1086.2100989987357,36.97031114811556,106.63354371680428,2013.397681479979,2005,2009,2005-2009
Hirundo rustica,3,0.8489413861462094,0.7936024219822668,1129.9409849606416,36.794428171773085,106.5881165137829,2040.3759518320512,2010,2014,2010-2014
Hirundo rustica,4,0.8858857722543996,0.8497467061731419,1179.113962870624,36.61640490913544,106.54385679851117,2060.497312521013,2015,2019,2015-2019
Hirundo rustica,5,0.9189848584509988,0.9010645960208012,1223.1688465982834,36.459372176046685,106.50593204789759,2073.6441339877733,2020,2024,2020-2024
Horornis fortipes,1,0.5805097622248107,0.6787524499580917,772.6584935212289,34.42081003145338,105.45024399045572,716.8905732785817,2000,2004,2000-2004
Horornis fortipes,2,0.38296934568574265,0.5958443316698491,509.73219910772764,32.16376058388123,105.58422077831263,1410.6678345497744,2005,2009,2005-2009
Horornis fortipes,3,0.3546571319022377,0.5587273533988387,472.0486425618894,32.04697454982551,105.52878376101788,1661.1444802354383,2010,2014,2010-2014
