species,occupancy_trend,occupancy_equivalent_trend,latitudinal_shift,elevational_shift,mean_occupancy,log_body_mass,log_body_length,clutch_size,log_egg_volume,longevity_y,maturity_y,avonet_hwi,log_elev_range,log_range_size
Prinia inornata,-0.023354609332578387,-31.084985021667404,-0.8278820657794349,-132.91667029351493,0.38888156950171643,2.302585092994046,4.894101477840304,5,6.90697797696118,9.87456874098124,1.180621291135662,14.2,6.68586094706836,15.817424431605275
Pterorhinus sannio,-0.0065691016546717265,-8.743474302366312,-0.6479004507778416,436.1552118992995,0.2528535369115339,4.9663185232731255,5.628798672000599,3.5,9.47625404469117,14.585199801587304,1.225005959171255,31.86497857142857,7.115582126184454,15.74043303525856
Pycnonotus sinensis,-0.005015932385080911,-6.676206004537489,-0.4275617285708075,-102.32005560712214,0.499619251145645,3.56953269648137,5.267858159063328,4,8.123811108647802,14.60153863636364,1.492636450799181,20.8,6.2166061010848646,14.964270422434984
Pycnonotus xanthorrhous,0.008985982933539902,11.960343284542809,-0.17543982540357955,306.81996264098717,0.24501734078923368,3.5409593240373143,5.272999558563747,3.5,8.010525245848648,12.277375595238096,1.2054041860869358,15.8,7.170888478512505,14.36998362474892
Pyrrhocorax pyrrhocorax,0.009604825525935829,12.784022775024992,0.1590725317206516,-63.78589263536823,0.30943465683930593,5.853638230200579,6.030685260261263,4.5,9.728793631225695,20.3,1.998631074606434,39,8.699681400989514,16.37903748347976
Recurvirostra avosetta,0.06494478087187162,86.44150334046198,-0.536986342403235,99.69980519494005,0.2585564596458218,5.698769932832657,6.081076705797669,4,10.4076736835707,27.8,1.998631074606434,49.7,8.006700845440367,16.656748240143543
Saxicola stejnegeri,0.07835596842006881,104.2917939671036,-0.4754939918156454,-7.0871002388424635,0.4681223753348186,5.867995876474539,6.005682294814617,3.5047865736615744,10.009184883045,19.407551785714286,1.791615658886706,36.55492224025974,8.006700845440367,15.911632698051918
Sinosuthora webbiana,0.004426964532679397,5.892289792996823,-0.5501251445618058,-97.11865510873442,0.47384097655535157,2.4849066497880004,4.799914262780603,4.5,7.178220427124632,11.146892063492068,1.1203320256441385,13.9,7.576274286147557,15.285022118108646
Spatula clypeata,0.06945192992899932,92.44051873550254,-0.41908312386914287,111.01885979984972,0.5348108222958801,6.311734809152915,6.184148890937483,10,10.714243975873572,22.008214880952387,1.5151848592505666,58,8.294299608857235,17.11389562787089
Spilopelia chinensis,-0.030284361261803193,-40.30848483945944,-0.05648932870799001,53.01255348393702,0.6389350291494258,5.075173815233827,5.750580971082425,2,9.51686181618012,16.484078679653678,1.4514155384884326,30.3,6.90875477931522,15.813137219266396
Spizixos semitorques,-0.0176902141836521,-23.545675078443498,-0.7154257884745279,407.0514702571332,0.29186172685701084,3.7727609380946383,5.262690188904886,3.5,8.473838826484291,13.881992460317456,1.3928116651011906,14.8,5.707110264748875,14.660561263961663
Spodiopsar cineraceus,-0.017360295277884085,-23.106553014863735,-0.13923059239806457,-34.5301405486565,0.7353522459402989,4.448516375942715,5.3612921657094255,6,8.77088532759688,12.697691269841275,0.9781092342709368,36,7.170888478512505,15.49226706292888
Spodiopsar sericeus,0.025606177055280604,34.08182166057587,-0.9329863635286687,-132.4423741615709,0.32814084379926534,4.310799125385514,5.37989735354046,6.3,8.707794641755198,14.57975694444445,1.3995123158839766,32.6,6.2166061010848646,14.322631758820354
Sterna hirundo,0.05282650442855104,70.31207739440198,-0.4656107295497424,222.7681310008749,0.45483752740946415,4.718498871295094,5.863631175598097,3,10.103901124035655,33,2.9979466119096507,67.3,8.294299608857235,17.224956179179355
Streptopelia decaocto,0.06317220358572109,84.08220297259301,-0.45543699980884816,-320.0717154896176,0.39979805816262254,5.225746673713202,5.7477993600729755,2,9.36929435459517,17.9,0.999315537303217,35.4,7.783640596221253,16.773847927600425
Streptopelia orientalis,0.061994499881125084,82.51467934177452,0.06902468912682236,88.08348344915657,0.765676681091885,5.521460917862246,5.800606659291741,2,9.529319783082597,17.663544642857147,1.2181580619927628,32.8,8.294299608857235,16.644382253631456
Tachybaptus ruficollis,0.08497571567028138,113.10267755714294,-0.05349629171421349,24.224511388018716,0.5429897456504447,5.3867860145356445,5.598421958998375,5.5,9.798023930451906,17.5,0.999315537303217,32.2,8.294299608857235,17.41664789743757
Tadorna ferruginea,0.08985782769615201,119.60076866357372,-0.03703330641309235,-49.578600610818704,0.47483066377213345,7.192182058713246,6.386879319362645,9,11.261070018937035,24.21583174603174,1.938334241505699,48.5,8.476579508530941,16.728035787776605
Tadorna tadorna,-2.2462543281840812e-12,-2.99036582762179e-9,8.67092018076355e-14,-1.1038920115787501e-10,0.49999999999512534,7.026426808699636,6.375876246018314,9,11.438812723574365,24.8,1.998631074606434,51.8,7.783640596221253,16.05994676005199
Tarsiger cyanurus,-0.02615727993147975,-34.81533958879829,-0.027176002001883897,23.937868059363247,0.7747229149997699,2.6741486494265287,4.927253685157205,5.5,7.565842478525461,12.69846114612512,0.9969291744076104,24.5,8.006700845440367,16.27196392005428
Tringa erythropus,0.06204794999278677,82.58582144039895,-0.12767054123770039,195.42927777330155,0.28976146994368507,4.908971640319756,5.675040005790547,4,10.320991238633791,8.6,0.999315537303217,50.8,8.229777750081887,15.128170198006408
Tringa glareola,0.024828600227380374,33.046866902637575,-0.10199287235195627,115.96655495361644,0.5373683928225251,4.143134726391533,5.363636832668679,4,9.728793631225695,11.7,0.999315537303217,48.4,6.90875477931522,16.64752031034748
Tringa nebularia,0.06189870736111461,82.38717949764064,-0.171168568744601,172.84875614641166,0.4242431323935083,5.480638923341991,5.771441123130016,4,10.300389433983804,24.4,0.999315537303217,52.1,7.0909098220799835,16.311532497565956
Tringa ochropus,0.011379847204592357,15.146576629319028,0.08699641012498036,44.187804226097064,0.7747401047286279,4.418840607796598,5.43153621033426,3.5,9.866771699599468,11.5,0.999315537303217,45.8,8.006700845440367,16.538813155629093
Tringa totanus,0.05012093939980191,66.71097034113784,-0.5972431318291456,-10.389666979451784,0.3522412662040323,4.852030263919617,5.607638614103299,4,10.149986627814036,26.9,0.999315537303217,47.2,8.03947991910045,16.796598029472833
Turdus eunomus,0.032193985140892785,42.850194222525246,-0.008284292552197986,80.38256104273505,0.4947848895613333,4.356708826689592,5.424950017481403,5.5,8.38290598895369,15.2396006302521,1.0292761779820274,33.1,8.006700845440367,15.294111041222152
Turdus mandarinus,-0.03115603457391279,-41.46868201787096,-0.5447063237047773,-314.5190024835831,0.5169586686629464,4.564348191467836,5.5053315359323625,5,8.961480480829215,16.76995578898225,1.0411041116651985,25.2,8.294299608857235,14.733001229622642
Turdus naumanni,0.08375045421897402,111.47185456545535,-0.21966364385857268,-28.346705096390757,0.40883738618726045,4.306494572061445,5.447105359506034,4,8.817204277755327,15.516058674985144,1.0423129760003451,32.8,6.90875477931522,14.521439576676325
Upupa epops,0.03619428376951433,48.17459169722667,-0.12144333474326936,88.63156759731649,0.7868163196004573,4.219507705176107,5.66988092298052,7,8.547931879842508,11.1,0.999315537303217,21.4,8.38958706681109,17.663137676135488
Urocissa erythroryncha,0.10882703789755895,144.84878744165377,-1.107130703297584,-85.03850009501575,0.21165105663753053,5.170483995038151,6.35088571671474,4.5,9.128139940172678,16.957413492063488,1.427070787566679,19.3,7.313886831633462,15.311104092784948
Vanellus cinereus,0.10560577396716363,140.56128515029837,-0.50416660281027,225.88822015065696,0.3586102443106554,5.577841251298354,5.817111159963204,4,10.52486754747037,19.60900351731602,1.565411492454613,45.2,7.170888478512505,13.217120913620223
Vanellus vanellus,0.061313201507829485,81.60787120691644,-0.7592631115644763,197.79126546312358,0.4555743680250957,5.409411414053624,5.771441123130016,4,10.025611875597432,24.5,1.998631074606434,40.2,7.170888478512505,16.73839021453795
Zosterops simplex,-0.02997707807080974,-39.899490912251224,-0.5931863724037958,-221.18240623142512,0.523489197504396,2.5087859235779435,4.8522297672963886,4,7.697203807113985,12.040188852813849,1.0319811256695226,23.8,7.85979918056211,15.15231847294169
