term,community_det_mean,community_det_median,community_det_l95,community_det_u95
(Intercept),-2.703484537249226,-2.6948740081256872,-2.8777945159137053,-2.5332859924735716
log_events,0.9920881586110677,0.9923369932834784,0.9343910675468763,1.0472186305384656
log_observers,0.10679717567158592,0.10389160579856524,0.05217973246763945,0.17122610112048808
duration_min,-7.353397644690308e-4,-4.668240160212989e-4,-0.014968802969846057,0.010059912376622508
