species,block_id,block_label,detection_prob_mean,detection_prob_median,detection_prob_l95,detection_prob_u95
Urocissa erythroryncha,4,2015-2019,0.20856129088975897,0.20960073252861428,0.18441812114633996,0.23263723508169606
Urocissa erythroryncha,5,2020-2024,0.3147397715499587,0.31643653709315034,0.2905346287038097,0.34177535476529197
Gallinago gallinago,1,2000-2004,0.039483079009391735,0.03956705867092244,0.03451224818727431,0.04603935656661105
Gallinago gallinago,2,2005-2009,0.03948083473600826,0.0395643808647406,0.03450918437748848,0.04603532796666992
Gallinago gallinago,3,2010-2014,0.03721597213271041,0.03750167514981982,0.03287109806726905,0.04328347598620812
Gallinago gallinago,4,2015-2019,0.06960986458178585,0.06957775922103547,0.06204521291147126,0.07841845420015121
Gallinago gallinago,5,2020-2024,0.12901484664076396,0.1287079782551585,0.11844125792151279,0.13937811664546787
Chlidonias hybrida,1,2000-2004,0.08771162539929428,0.08772543244929562,0.0781507047388318,0.09587243937342374
Chlidonias hybrida,2,2005-2009,0.08770701362699057,0.08772148727070314,0.07814464822887701,0.09587360412576142
Chlidonias hybrida,3,2010-2014,0.08802722124922834,0.08857938548021804,0.07901808408220713,0.09671435851415291
Chlidonias hybrida,4,2015-2019,0.13030502411901232,0.1309911994511902,0.11800396285982168,0.14141638513896806
Chlidonias hybrida,5,2020-2024,0.199900091222096,0.20098717068190833,0.18421289000922295,0.21401317634870587
Lonchura punctulata,1,2000-2004,0.1104171047051543,0.11025826553443686,0.09596588538165113,0.12390198049073764
Lonchura punctulata,2,2005-2009,0.11042881268403833,0.11026884280074911,0.09598203325694292,0.12391890580601464
Lonchura punctulata,3,2010-2014,0.11935128388807889,0.119810498791914,0.10439823066092532,0.13597401994209615
Lonchura punctulata,4,2015-2019,0.18162751710255742,0.18117864168173411,0.16506018174993478,0.20002991809582063
Lonchura punctulata,5,2020-2024,0.3042781054468811,0.30338834417177274,0.28429773499654415,0.32578042141428265
Apus nipalensis,1,2000-2004,0.13154220517787862,0.13168260058595133,0.11438454715440895,0.15376205420825492
Apus nipalensis,2,2005-2009,0.13154708976340418,0.13168946926012642,0.11439102104875645,0.15376456124381
Apus nipalensis,3,2010-2014,0.14185992087327937,0.1407494039964925,0.12541127072887434,0.16623809552878438
Apus nipalensis,4,2015-2019,0.1879029591551097,0.1881802260283948,0.16929568449683596,0.2108819558701307
Apus nipalensis,5,2020-2024,0.2756205264312143,0.27654704845029665,0.256710866491934,0.2964336648501511
Oriolus chinensis,1,2000-2004,0.04673599216294523,0.04628452051074049,0.04013107094122526,0.054122827815357946
Oriolus chinensis,2,2005-2009,0.0467369445244292,0.046284177975943516,0.04013152023520419,0.054123045824666274
Oriolus chinensis,3,2010-2014,0.04281949413284598,0.04270469818281098,0.037032576166341334,0.051115765202699365
Oriolus chinensis,4,2015-2019,0.0779185000788814,0.077463431901803,0.06910831200868128,0.088155218360388
Oriolus chinensis,5,2020-2024,0.1353707208181098,0.13540513581884905,0.12424796725372254,0.14977649693449185
Eudynamys scolopaceus,1,2000-2004,0.05855461809089227,0.05838845278630817,0.05048623104510476,0.06769803833672508
Eudynamys scolopaceus,2,2005-2009,0.05855682555952391,0.05838921847827731,0.05048896082540948,0.06770136045052645
Eudynamys scolopaceus,3,2010-2014,0.06277308582814597,0.0626719578972653,0.054867709027815584,0.07145924652277685
Eudynamys scolopaceus,4,2015-2019,0.09570020963268924,0.09554906064728425,0.08522122061415899,0.10802340420994627
Eudynamys scolopaceus,5,2020-2024,0.16438001682765147,0.1639632396130964,0.15165217414550483,0.17784648168028017
Spatula clypeata,1,2000-2004,0.06303345165045934,0.06306664996666794,0.056183859802242504,0.07026098785712427
Spatula clypeata,2,2005-2009,0.06303738784456869,0.06307088784386243,0.05619027228065607,0.07026239088110624
Spatula clypeata,3,2010-2014,0.06478666603301302,0.06458478662450226,0.05668436237520166,0.07232371618316691
Spatula clypeata,4,2015-2019,0.09848942796330903,0.09837357003058397,0.08962492135038075,0.10876416529769195
Spatula clypeata,5,2020-2024,0.16069257647904475,0.16048135799599572,0.14877752813286974,0.1752460558932968
Ixos mcclellandii,1,2000-2004,0.1384472484712606,0.13800777736187442,0.11993917591558959,0.15660680492704665
Ixos mcclellandii,2,2005-2009,0.13844736241104985,0.1380055443299713,0.11994295759464907,0.15660270118035152
Ixos mcclellandii,3,2010-2014,0.13829468626820673,0.13805716398801338,0.12112382818246002,0.15597906080048943
Ixos mcclellandii,4,2015-2019,0.2000398677002786,0.1989074886153897,0.1789152541118937,0.2221990961351474
Ixos mcclellandii,5,2020-2024,0.29378008436561154,0.29308253842544046,0.2706140680488575,0.3189349184168882
Falco amurensis,1,2000-2004,0.1486722850691495,0.14793973398120325,0.13654358175674666,0.16433290343436213
Falco amurensis,2,2005-2009,0.1486623902209614,0.14792535396375256,0.1365532744230929,0.16431211034962
Falco amurensis,3,2010-2014,0.14547552349308032,0.14519744776042298,0.1311818712772327,0.16426663941355157
Falco amurensis,4,2015-2019,0.19258797437838954,0.19221549941197985,0.179261972000351,0.20847332903041424
Falco amurensis,5,2020-2024,0.2540979275312232,0.25357039986800306,0.23854893917914846,0.27205728987623984
Amaurornis phoenicurus,1,2000-2004,0.08154869655775837,0.08142070701737701,0.07091848274917716,0.09235800479699431
Amaurornis phoenicurus,2,2005-2009,0.08155156345601978,0.08142412370527324,0.07091904366979947,0.09235741812896003
Amaurornis phoenicurus,3,2010-2014,0.08383245996355128,0.0828349024254936,0.07217914706086012,0.09521525627172307
Amaurornis phoenicurus,4,2015-2019,0.12592146015939618,0.1257926702007423,0.11165937236392755,0.13953591750592362
Amaurornis phoenicurus,5,2020-2024,0.20146310404894055,0.2006235398661269,0.1843543939214453,0.2191364018775243
Anthus richardi,1,2000-2004,0.05353862970893589,0.053432488773952715,0.04845666660873759,0.06026072218472324
Anthus richardi,2,2005-2009,0.053536843155502056,0.05343303819698589,0.048453246867438425,0.06025492255604874
Anthus richardi,3,2010-2014,0.05212573435767808,0.051818278288052896,0.04572386504646925,0.05771069814165716
Anthus richardi,4,2015-2019,0.08414686393993383,0.08393981636287474,0.07742110676155592,0.09345097878352991
Anthus richardi,5,2020-2024,0.13800271933884123,0.13782969017492097,0.12947409105263924,0.1504321571480093
Periparus ater,1,2000-2004,0.11477198487818126,0.11431885825117277,0.09919385860540073,0.13101850826541836
Periparus ater,2,2005-2009,0.11477395774178405,0.11432049699475302,0.09919308225805293,0.13102052286385601
Periparus ater,3,2010-2014,0.12040214354728293,0.12006111702481123,0.10689556994874912,0.13785029122991163
Periparus ater,4,2015-2019,0.16150853464730328,0.16068764785520778,0.14443429617741302,0.18169664981387726
Periparus ater,5,2020-2024,0.2341026508401257,0.23487760225277188,0.21673041361678197,0.25761305943061397
Mareca penelope,1,2000-2004,0.050527265989734615,0.05046671480999486,0.04279324913297044,0.05827136991774561
Mareca penelope,2,2005-2009,0.050526887763026045,0.05046600455278669,0.04279213292449731,0.05827222917742048
Mareca penelope,3,2010-2014,0.056490753766220564,0.05644581484443468,0.04809626233837634,0.0663788633524714
Mareca penelope,4,2015-2019,0.08287897472997487,0.08272324715925175,0.07101623893734078,0.09433917043578394
Mareca penelope,5,2020-2024,0.14413962983409906,0.14491660286805091,0.12742701887042407,0.15943047162378365
Turdus eunomus,1,2000-2004,0.04205323596313987,0.04204493863404241,0.03755936184699137,0.04756711116579485
Turdus eunomus,2,2005-2009,0.04205336937509245,0.042045477532205916,0.03756058910080321,0.04757143139161271
Turdus eunomus,3,2010-2014,0.03818011109853289,0.03807441584151462,0.033624806668512905,0.04424237124431618
Turdus eunomus,4,2015-2019,0.07101330779801981,0.07136126679992524,0.06463358714214178,0.07930453083329977
Turdus eunomus,5,2020-2024,0.12522593738903748,0.12583771699000235,0.11489940042825281,0.13828039384475768
Circus cyaneus,1,2000-2004,0.04882345767785807,0.04917803892792297,0.04239600453267931,0.05422662193324363
Circus cyaneus,2,2005-2009,0.04882301018156085,0.04917822531018598,0.042394993469201864,0.054225169303982156
Circus cyaneus,3,2010-2014,0.05315784392406497,0.05328531392114304,0.047067633840455946,0.059352155391984567
Circus cyaneus,4,2015-2019,0.07773201464309454,0.07802823194850375,0.06954232226146832,0.0849789818426556
Circus cyaneus,5,2020-2024,0.13091349839111147,0.13066576930617452,0.12046836526052841,0.1430901899451973
Cuculus micropterus,1,2000-2004,0.039213504461855585,0.03937572062735553,0.033467932250394114,0.046063393068799474
Cuculus micropterus,2,2005-2009,0.03921600072365107,0.03937954476301155,0.03347158374071927,0.04606513736442295
Cuculus micropterus,3,2010-2014,0.036233589679338894,0.0363114917514725,0.031056633150922813,0.042018260672511354
Cuculus micropterus,4,2015-2019,0.06555823803147155,0.06558922975326346,0.057555606582577704,0.07545677858749264
Cuculus micropterus,5,2020-2024,0.1148054212630284,0.11457616684384606,0.1042235858459908,0.1286946566195382
Aythya fuligula,1,2000-2004,0.0494609787154835,0.048741827992096566,0.04287171518576767,0.05802208382352126
Aythya fuligula,2,2005-2009,0.04946407333421718,0.04874639259853554,0.04287551105218926,0.05802605844771601
Aythya fuligula,3,2010-2014,0.053970198967879766,0.05403737397528288,0.04724026799230926,0.06358476969071576
Aythya fuligula,4,2015-2019,0.08146242042563817,0.08078058859419471,0.07293031251702257,0.0935837130921644
Aythya fuligula,5,2020-2024,0.14197309129006155,0.14089294444292533,0.13022377606035007,0.16102469678140996
Apus apus,1,2000-2004,0.14068939287994453,0.1415699340254449,0.12794003730999817,0.15466833884180417
Apus apus,2,2005-2009,0.14068325361826395,0.14156789729846928,0.12793139576938695,0.15466750065939106
Apus apus,3,2010-2014,0.15605832317285756,0.15634984969105223,0.14093450504982155,0.16652670925138446
Apus apus,4,2015-2019,0.19513991911520448,0.19602869739481263,0.18043127028875544,0.20907866148900658
Apus apus,5,2020-2024,0.27857754905314663,0.2799294827749196,0.26142902753517006,0.29094838159986713
Acrocephalus orientalis,1,2000-2004,0.06519782483429967,0.0647627602960522,0.056271107729925565,0.07891384481985596
Acrocephalus orientalis,2,2005-2009,0.06519813548055538,0.06476330042015557,0.05627108576049206,0.07891610540106522
Acrocephalus orientalis,3,2010-2014,0.057830006817939206,0.057204320183033106,0.05067862260459945,0.07143898852213303
Acrocephalus orientalis,4,2015-2019,0.10120631416527026,0.10015010640956981,0.08930824574024476,0.11862097011721298
Acrocephalus orientalis,5,2020-2024,0.16159467794507493,0.15982253222839524,0.14515792076265477,0.18360702672092827
Ficedula albicilla,1,2000-2004,0.02863853316376108,0.028591973215523075,0.02424215710930295,0.03331040852286601
Ficedula albicilla,2,2005-2009,0.028639110686443845,0.028591836807357513,0.024242393473599487,0.03331037118244946
Ficedula albicilla,3,2010-2014,0.025048917256893972,0.02507749923647317,0.020617099761399995,0.028540829148059773
Ficedula albicilla,4,2015-2019,0.04991611231715615,0.049969203123452224,0.043232720934054086,0.05628072182297767
Ficedula albicilla,5,2020-2024,0.09143119270643102,0.09147551809609589,0.08149804191461402,0.10049928232042785
Anas acuta,1,2000-2004,0.059803293671413696,0.0594221946732041,0.05164622162593043,0.06895112072190897
Anas acuta,2,2005-2009,0.059806436499834345,0.05942546990259703,0.05165299696739083,0.06895334171239612
Anas acuta,3,2010-2014,0.06327616859850069,0.06318168033316296,0.05518789800962831,0.07504741628907272
Anas acuta,4,2015-2019,0.0933544177106836,0.09296239907347921,0.0816455664416954,0.10610385436121368
Anas acuta,5,2020-2024,0.15283545367461282,0.15268615090067478,0.13742367712456882,0.17101812009009074
Emberiza cioides,1,2000-2004,0.10752174331418726,0.1066764562356069,0.09663848453940817,0.11985730459102702
Emberiza cioides,2,2005-2009,0.10752748390222844,0.10668466540368271,0.09663735055428713,0.11986158718068257
Emberiza cioides,3,2010-2014,0.10090164178179502,0.1000170624266445,0.08964275567998037,0.11358067567785327
Emberiza cioides,4,2015-2019,0.14731128512625377,0.1475067273209547,0.13501796415901823,0.1630318772284492
Emberiza cioides,5,2020-2024,0.20607693844978858,0.206047792143526,0.192066091335146,0.22614195391659844
Pernis ptilorhynchus,1,2000-2004,0.03460994388439129,0.03424588154726169,0.030197099372966066,0.03952530512598453
Pernis ptilorhynchus,2,2005-2009,0.03461111387297434,0.03424709420086351,0.030197853795478555,0.03952562081415992
Pernis ptilorhynchus,3,2010-2014,0.03482191705842109,0.034262647639165394,0.03025511831205042,0.04094541875365636
Pernis ptilorhynchus,4,2015-2019,0.05785313795190973,0.057402209372783744,0.051662270299459176,0.06618563981047768
Pernis ptilorhynchus,5,2020-2024,0.10245737748686615,0.10105486390243143,0.09310136688259815,0.11480002094717436
Ixobrychus sinensis,1,2000-2004,0.045091730860766725,0.044662523929826815,0.03918858477195314,0.052629080616521114
Ixobrychus sinensis,2,2005-2009,0.04509214434061783,0.04466436986026693,0.03918691341291537,0.05262775703945236
Ixobrychus sinensis,3,2010-2014,0.04079585938647164,0.040627495725880425,0.0357329130676355,0.04742002534270588
Ixobrychus sinensis,4,2015-2019,0.07678459779650795,0.07644964159004007,0.06878196958515846,0.08750018498135115
Ixobrychus sinensis,5,2020-2024,0.13627474326892955,0.13607323988607628,0.12505788335700121,0.14979611937766124
Alauda gulgula,1,2000-2004,0.09793843854018627,0.09747106974466568,0.08435850551240195,0.11326738154690646
Alauda gulgula,2,2005-2009,0.09794083200356087,0.09747329347814965,0.0843635049939985,0.11326988184513641
Alauda gulgula,3,2010-2014,0.11451464510339819,0.11490148044705056,0.0986579941570618,0.13214040015655215
Alauda gulgula,4,2015-2019,0.1413272791157322,0.14115920309715263,0.12541788968875067,0.15897853641696238
Alauda gulgula,5,2020-2024,0.2131381558946845,0.21195007790937642,0.19615150685131116,0.23369413539910694
Aegithalos glaucogularis,1,2000-2004,0.11741683387587347,0.1159758029576785,0.10206135878310213,0.13514303703650996
Aegithalos glaucogularis,2,2005-2009,0.11741778299254714,0.11597298418311733,0.10206670811737897,0.13516125402983456
Aegithalos glaucogularis,3,2010-2014,0.11461815658289218,0.11535707512230192,0.10153891261245376,0.13062169425911446
Aegithalos glaucogularis,4,2015-2019,0.17364729050625136,0.17375737569170974,0.15455523805618804,0.19445047175247046
Aegithalos glaucogularis,5,2020-2024,0.2618116976005979,0.2644922360829191,0.23920051279592808,0.28647437633876627
Abroscopus albogularis,1,2000-2004,0.10996384431643971,0.10962562491982789,0.09254173608350487,0.12774487505091162
Abroscopus albogularis,2,2005-2009,0.1099673371712283,0.10962885418094945,0.09254819595618494,0.12775538857101512
Abroscopus albogularis,3,2010-2014,0.1146978579622631,0.11477106379292776,0.09333426135396825,0.13197727602606218
Abroscopus albogularis,4,2015-2019,0.16838440840861374,0.16726917071140648,0.1468308760333605,0.18748608112090903
Abroscopus albogularis,5,2020-2024,0.2643665781876599,0.2630618398654788,0.23870649936572763,0.2897612218249092
Monticola solitarius,1,2000-2004,0.0739492544372195,0.07383601661861841,0.06409493047829014,0.0851205327229756
Monticola solitarius,2,2005-2009,0.07394930084267029,0.07383688932166868,0.0640936034288191,0.08512143439254553
Monticola solitarius,3,2010-2014,0.07175270543596128,0.07103730371700737,0.06259048780538043,0.0825186974389799
Monticola solitarius,4,2015-2019,0.1089074769692678,0.10858035802472313,0.09731580895278294,0.12259246543619484
Monticola solitarius,5,2020-2024,0.16584353361847212,0.1639278942923464,0.15172856187253717,0.18363620198661207
Recurvirostra avosetta,1,2000-2004,0.12247605361251877,0.12296589477896079,0.10706784206232767,0.13577263000615247
Recurvirostra avosetta,2,2005-2009,0.12247776525610163,0.12296972637933962,0.10706673088455039,0.13577164499049588
Recurvirostra avosetta,3,2010-2014,0.13309246277916426,0.13513032090015453,0.11687846585053678,0.14580078487183418
Recurvirostra avosetta,4,2015-2019,0.17404137068857325,0.17525283748954032,0.15603144575199082,0.1911232309309169
Recurvirostra avosetta,5,2020-2024,0.2549119133884943,0.25562343368365154,0.23464792938147677,0.2751799425567446
Alauda arvensis,1,2000-2004,0.07354665081901514,0.07371941976919497,0.06335106270436029,0.08212366473445677
Alauda arvensis,2,2005-2009,0.07354791176385085,0.07371695932769884,0.06335532009061963,0.0821256984187564
Alauda arvensis,3,2010-2014,0.08680414729641597,0.08728940667750137,0.07400724066548352,0.09757275512545582
Alauda arvensis,4,2015-2019,0.10897364154329123,0.10894732438228716,0.09498452681955484,0.11914726372784619
Alauda arvensis,5,2020-2024,0.1701980705541776,0.1704829482614868,0.15321312069715592,0.1842211354856341
Accipiter trivirgatus,1,2000-2004,0.045121240042737154,0.04517798607489846,0.03771176999416284,0.05117290748738675
Accipiter trivirgatus,2,2005-2009,0.045122650711342055,0.04517897141463319,0.03771162646276413,0.05117588311680474
Accipiter trivirgatus,3,2010-2014,0.0493579614645348,0.04966505766205904,0.04260254851851317,0.05727711001596337
Accipiter trivirgatus,4,2015-2019,0.08032045296381757,0.08047973414356793,0.06948126080085322,0.0877823218097818
Accipiter trivirgatus,5,2020-2024,0.15179594491005505,0.1510385384617273,0.1355661556101316,0.16500145860913623
Lanius tephronotus,1,2000-2004,0.23505104556689185,0.23461271329731992,0.20496084391437155,0.26858096412092747
Lanius tephronotus,2,2005-2009,0.23504467884980484,0.2346082454937349,0.2049529107991818,0.26857920818467446
Lanius tephronotus,3,2010-2014,0.25387961437344586,0.25482186290076325,0.23284045361491273,0.2808785387792802
Lanius tephronotus,4,2015-2019,0.30807923418678684,0.3061631237523278,0.27740345461150506,0.3379041236827893
Lanius tephronotus,5,2020-2024,0.4084084525550845,0.40861189532584397,0.3800625869194561,0.4376706013613138
Anthus spinoletta,1,2000-2004,0.03943804383231493,0.03966203319517717,0.035173881761655826,0.043791479772650195
Anthus spinoletta,2,2005-2009,0.039437231337061486,0.03966133879497869,0.035173143488711436,0.04379094304671238
Anthus spinoletta,3,2010-2014,0.04238313148995629,0.042496256927913034,0.037429019348068374,0.04687010340432746
Anthus spinoletta,4,2015-2019,0.06338231718567029,0.0633540982668434,0.057824038164978143,0.07001356348822621
Anthus spinoletta,5,2020-2024,0.10816491835484995,0.10752818789423238,0.09981365187900956,0.119135310680288
Aythya nyroca,1,2000-2004,0.06691206306288519,0.06714469749647584,0.055444091511623134,0.07532785199461875
Aythya nyroca,2,2005-2009,0.06691514615097204,0.06714616481819402,0.055448453953140645,0.07532792232825634
Aythya nyroca,3,2010-2014,0.07581517463145626,0.07562488693400635,0.06571226847883982,0.08628773423041167
Aythya nyroca,4,2015-2019,0.10322561820187559,0.10376162176859444,0.08968729980785953,0.11403486170082049
Aythya nyroca,5,2020-2024,0.16761947282929546,0.16718030854302302,0.15193977601372918,0.1810957270088736
Phoenicurus ochruros,1,2000-2004,0.2613725254930286,0.26242012930579117,0.23573100127308996,0.2812318229765668
Phoenicurus ochruros,2,2005-2009,0.2613902939377852,0.26243026646844014,0.2357479572103135,0.28123911352386516
Phoenicurus ochruros,3,2010-2014,0.31103409550057715,0.31347815956770964,0.28321327148188213,0.33387983465447096
Phoenicurus ochruros,4,2015-2019,0.31240689344973377,0.3132597453301006,0.2884984531060004,0.333498186427879
Phoenicurus ochruros,5,2020-2024,0.38348046140287234,0.38325407549198565,0.36022236951451575,0.4051199946490983
Dicrurus hottentottus,1,2000-2004,0.045529110593314444,0.04621923541775665,0.03780220193380177,0.05283702376490215
Dicrurus hottentottus,2,2005-2009,0.04553073674648059,0.04622120939503148,0.03780513278573323,0.05283769928273212
Dicrurus hottentottus,3,2010-2014,0.04516595198106713,0.045220355504904566,0.03751471867226643,0.051829701878024416
Dicrurus hottentottus,4,2015-2019,0.07440109870906564,0.07520960607375396,0.06411517805993225,0.0850687499018717
Dicrurus hottentottus,5,2020-2024,0.12773416717998598,0.12893035146295792,0.1134195811300622,0.14272664721612646
Tringa erythropus,1,2000-2004,0.0873855352552774,0.08659216217407244,0.0770557401291566,0.09966761939813887
Tringa erythropus,2,2005-2009,0.08738458086536992,0.08658857535100063,0.07705281508813198,0.09966408363032882
Tringa erythropus,3,2010-2014,0.0924383620949163,0.09331216070405099,0.08059886690381851,0.1038530362105574
Tringa erythropus,4,2015-2019,0.12961266988203918,0.12921414792705646,0.11677274233486201,0.14415488657807932
Tringa erythropus,5,2020-2024,0.1995421856614092,0.20022422376113685,0.18420276225467,0.21775134527470463
Leiothrix lutea,1,2000-2004,0.12607381334634266,0.1266446311134935,0.10612069452984363,0.14694626895401092
Leiothrix lutea,2,2005-2009,0.1260898405158854,0.1266577329113676,0.10612848444245886,0.14695881078555711
Leiothrix lutea,3,2010-2014,0.1305977537570794,0.13080508206955346,0.1122052623768827,0.14865544617341048
Leiothrix lutea,4,2015-2019,0.1809136263523741,0.18097242878186443,0.15685827737511532,0.20526231533969574
Leiothrix lutea,5,2020-2024,0.2658574826590394,0.26460767774531635,0.23956487501095916,0.2931840504939832
Elanus caeruleus,1,2000-2004,0.11151192613654644,0.10960692636011901,0.09409232571287018,0.1334102262201485
Elanus caeruleus,2,2005-2009,0.11150700285397529,0.10960219545246697,0.09408223540539067,0.13338846881497282
Elanus caeruleus,3,2010-2014,0.12374733960672131,0.12341649106303515,0.10654899735736642,0.1437172294608262
Elanus caeruleus,4,2015-2019,0.16776325326482996,0.16524758728650848,0.14656617826291043,0.1958256567135365
Elanus caeruleus,5,2020-2024,0.2606536944533636,0.25971374569753686,0.2384142266689298,0.2909479504562569
Mareca falcata,1,2000-2004,0.04874561176006139,0.04868982590029168,0.04230532018453976,0.05630224623587946
Mareca falcata,2,2005-2009,0.04874585255142841,0.048689637050019136,0.04230763238759344,0.0563011027781956
Mareca falcata,3,2010-2014,0.05160867384850574,0.05102905314361915,0.044794506530542975,0.059939860334898364
Mareca falcata,4,2015-2019,0.08127396242645951,0.0814189448885018,0.07255145880461734,0.09211320807304921
Mareca falcata,5,2020-2024,0.14307371800202348,0.14339648230339253,0.129379051328549,0.15715275048703492
Emberiza godlewskii,1,2000-2004,0.18844554166381766,0.1890920535653681,0.16134446145343062,0.21498744100653944
Emberiza godlewskii,2,2005-2009,0.18845010144304744,0.18909711703636062,0.16134414122153948,0.21499712617988342
Emberiza godlewskii,3,2010-2014,0.19513436101969422,0.19601470264556087,0.17105127719917165,0.2200950562338189
Emberiza godlewskii,4,2015-2019,0.26072652915146177,0.26097607371653486,0.2308327118985123,0.2856381168800796
Emberiza godlewskii,5,2020-2024,0.36445338242153913,0.36496666626632523,0.33538353475218174,0.38780903237414965
Gyps himalayensis,1,2000-2004,0.347743862963906,0.34832071682307375,0.3135172706073866,0.3813692627718422
Gyps himalayensis,2,2005-2009,0.3477305875045662,0.3483071121933807,0.31349323039099686,0.38137991629530366
Gyps himalayensis,3,2010-2014,0.36571700335529245,0.3675506077279551,0.3346805560298058,0.3961161026707494
Gyps himalayensis,4,2015-2019,0.42801816612521787,0.42945199360899233,0.3946324175086706,0.4560491936882033
Gyps himalayensis,5,2020-2024,0.5272662449435646,0.5291789183491867,0.4927372177106715,0.557318117728916
Tadorna tadorna,1,2000-2004,0.1083430497081031,0.10779336280532742,0.09503973138998595,0.12375362116039375
Tadorna tadorna,2,2005-2009,0.10834792946952873,0.10779956560417896,0.09504621093626009,0.12376655826581058
Tadorna tadorna,3,2010-2014,0.11301995542710888,0.11237277392712353,0.1018871086032846,0.1281006737222214
Tadorna tadorna,4,2015-2019,0.15406420801550946,0.15391838215697934,0.13871820393494932,0.1724107063859341
Tadorna tadorna,5,2020-2024,0.2258233156892876,0.22514816473310034,0.2097544323202183,0.24652415470794206
Turdus naumanni,1,2000-2004,0.04342772095969517,0.043919067095747485,0.03787202463366232,0.048263661667167675
Turdus naumanni,2,2005-2009,0.043424072975141274,0.04391542576800725,0.03786792551425577,0.04826265555446736
Turdus naumanni,3,2010-2014,0.039748040196035374,0.03988373093876994,0.03432741559762637,0.04488294941061651
Turdus naumanni,4,2015-2019,0.07221151395910654,0.07277237278086623,0.0641764431911194,0.07908046875144997
Turdus naumanni,5,2020-2024,0.12537995174964392,0.12685043497081966,0.11468308970912051,0.1344553871606504
Parus monticolus,1,2000-2004,0.29759181985712563,0.2973926150823576,0.25742895335602384,0.3337794571167372
Parus monticolus,2,2005-2009,0.2975907331690281,0.29738787382981025,0.25743702610488284,0.3337662334535546
Parus monticolus,3,2010-2014,0.3031657841005971,0.30398578558217004,0.266145499704309,0.3366088605091699
Parus monticolus,4,2015-2019,0.38569697409585835,0.38682751407643146,0.3504266533039441,0.4127311441326775
Parus monticolus,5,2020-2024,0.49768633308823484,0.4973842949144874,0.4665467091685523,0.5197080494972233
Dicrurus leucophaeus,1,2000-2004,0.0679599912512087,0.06795108969686457,0.059094180568754234,0.07820141586879047
Dicrurus leucophaeus,2,2005-2009,0.06796072782080198,0.06795583124980847,0.05909771668164391,0.07820806111978988
Dicrurus leucophaeus,3,2010-2014,0.06822734877486634,0.06815901853792551,0.05844755236140982,0.07763092673619308
Dicrurus leucophaeus,4,2015-2019,0.1049285976668926,0.10558445656051782,0.09311466007665056,0.11842411381339678
Dicrurus leucophaeus,5,2020-2024,0.16847127476501683,0.16881544856097802,0.15352770763594548,0.18335266911510034
Platalea leucorodia,1,2000-2004,0.1202401108056256,0.12006608883786161,0.1049742404091641,0.14105616950763777
Platalea leucorodia,2,2005-2009,0.12024690665020657,0.1200737540465107,0.10498187672208881,0.14105292158694654
Platalea leucorodia,3,2010-2014,0.12588663479514745,0.1248709846048535,0.11135372668567554,0.14525751687913993
Platalea leucorodia,4,2015-2019,0.16976797181386588,0.16922103620306544,0.1506861119433981,0.19244119471279453
Platalea leucorodia,5,2020-2024,0.24643757648389789,0.24490537198533252,0.2265470212478453,0.27120706507763054
Riparia riparia,1,2000-2004,0.05048303524231948,0.050560831280789295,0.044632639581910875,0.05864722937358243
Riparia riparia,2,2005-2009,0.05048038208960455,0.050559780525661076,0.04463158348419071,0.05864621988699556
Riparia riparia,3,2010-2014,0.0587407418569017,0.05822258984344421,0.05055055652613567,0.06837633589011706
Riparia riparia,4,2015-2019,0.07511322327672389,0.07511476441919088,0.0674291252993286,0.086028916799944
Riparia riparia,5,2020-2024,0.11864186328292763,0.11832252213540888,0.1084346452319168,0.1324186787674718
Enicurus leschenaulti,1,2000-2004,0.11719084726293362,0.11719758383349371,0.10134051399309865,0.13379770022136178
Enicurus leschenaulti,2,2005-2009,0.11719108752986522,0.11719822494743554,0.10133857955661887,0.133797467561676
Enicurus leschenaulti,3,2010-2014,0.12309303340236118,0.12299084863795831,0.10572125002526118,0.14238735444701328
Enicurus leschenaulti,4,2015-2019,0.16986457804363478,0.1694128037806673,0.15146931432436442,0.18798247049161204
Enicurus leschenaulti,5,2020-2024,0.25308045294555614,0.25390977465926035,0.22990906268359212,0.2750146073299353
Anser anser,1,2000-2004,0.09095441941421603,0.0905646886363657,0.07782867558605604,0.10729985543360211
Anser anser,2,2005-2009,0.09095284591382141,0.09056054823031151,0.07782321059613148,0.10729877577548716
Anser anser,3,2010-2014,0.1141287430198492,0.11391607494457964,0.09769702139485299,0.13335037390046367
Anser anser,4,2015-2019,0.12763123141491137,0.127450046203829,0.1114083618593449,0.14705911277690972
Anser anser,5,2020-2024,0.18894903487447953,0.18968588633155892,0.17088620124046477,0.210933240397911
Bambusicola thoracicus,1,2000-2004,0.14945357028276282,0.1470922482088235,0.1289128422492365,0.17190241195929162
Bambusicola thoracicus,2,2005-2009,0.1494732856595478,0.14711564047102277,0.12893113418183755,0.1719238088065082
Bambusicola thoracicus,3,2010-2014,0.1506254472355762,0.1503979447752512,0.1325962019991379,0.17067301599085297
Bambusicola thoracicus,4,2015-2019,0.219948426367031,0.21813884889423277,0.19758122107384365,0.24636517217892417
Bambusicola thoracicus,5,2020-2024,0.3272297624701322,0.327284503461732,0.29911569214466677,0.35329365352278447
Hemixos castanonotus,1,2000-2004,0.1706315678244141,0.17051980813279988,0.14801448861587516,0.19369207234246485
Hemixos castanonotus,2,2005-2009,0.17064990290064458,0.17052963166309995,0.14803761663126544,0.19371069393442414
