term,estimate,std.error,z_statistic,p_value,component,species
col(Int),-6.4902892968194354,NA,NA,NA,colonization,Aegithalos concinnus
col(block_index),-12.24703680997773,NA,NA,NA,colonization,Aegithalos concinnus
col(built_rep),-2.1195426914758566,NA,NA,NA,colonization,Aegithalos concinnus
col(npp_rep),0.3998432494128862,NA,NA,NA,colonization,Aegithalos concinnus
ext(Int),0.049545848651089235,NA,NA,NA,extinction,Aegithalos concinnus
ext(block_index),-2.3206445918830427,NA,NA,NA,extinction,Aegithalos concinnus
ext(built_rep),3.3315106386999918,NA,NA,NA,extinction,Aegithalos concinnus
ext(bio4),-6.163586857048703,NA,NA,NA,extinction,Aegithalos concinnus
p(Int),-2.4025562595141277,NA,NA,NA,other,Aegithalos concinnus
p(log_events),0.8332915007490262,NA,NA,NA,other,Aegithalos concinnus
p(log_observers),0.1356279092206638,NA,NA,NA,other,Aegithalos concinnus
p(duration_min),1.0874714458559404e-7,NA,NA,NA,other,Aegithalos concinnus
psi(Int),3.3457348249671557,NA,NA,NA,initial_occupancy,Tarsiger cyanurus
psi(bio4),1.9334672959239039,NA,NA,NA,initial_occupancy,Tarsiger cyanurus
psi(elev_sd),0.13371097771098311,NA,NA,NA,initial_occupancy,Tarsiger cyanurus
psi(texture_shannon),-0.6017596009001833,NA,NA,NA,initial_occupancy,Tarsiger cyanurus
psi(npp_mean),1.6777831041055085,NA,NA,NA,initial_occupancy,Tarsiger cyanurus
psi(landcover_built),-0.5299826844344265,NA,NA,NA,initial_occupancy,Tarsiger cyanurus
col(Int),-8.761684235703681,NA,NA,NA,colonization,Tarsiger cyanurus
col(block_index),-12.524272339539973,NA,NA,NA,colonization,Tarsiger cyanurus
col(built_rep),-2.5014062554996177,NA,NA,NA,colonization,Tarsiger cyanurus
col(npp_rep),0.1873566038850452,NA,NA,NA,colonization,Tarsiger cyanurus
ext(Int),7.174244423185343,NA,NA,NA,extinction,Tarsiger cyanurus
ext(block_index),-8.990804381458663,NA,NA,NA,extinction,Tarsiger cyanurus
ext(built_rep),0.33340081509950487,NA,NA,NA,extinction,Tarsiger cyanurus
ext(bio4),0.15841514430857073,NA,NA,NA,extinction,Tarsiger cyanurus
p(Int),-3.949034756762188,NA,NA,NA,other,Tarsiger cyanurus
p(log_events),1.2902044578705754,NA,NA,NA,other,Tarsiger cyanurus
p(log_observers),-0.1576258393805996,NA,NA,NA,other,Tarsiger cyanurus
p(duration_min),4.098744958110936e-7,NA,NA,NA,other,Tarsiger cyanurus
psi(Int),3.689719861708868,NA,NA,NA,initial_occupancy,Columba livia
psi(bio4),1.2015883836722794,NA,NA,NA,initial_occupancy,Columba livia
psi(elev_sd),1.0114977201247548,NA,NA,NA,initial_occupancy,Columba livia
psi(texture_shannon),-0.9650738578488208,NA,NA,NA,initial_occupancy,Columba livia
psi(npp_mean),-0.6124314321753112,NA,NA,NA,initial_occupancy,Columba livia
psi(landcover_built),7.823773242278552,NA,NA,NA,initial_occupancy,Columba livia
col(Int),-4.193429655825756,NA,NA,NA,colonization,Columba livia
col(block_index),0.539246617360942,NA,NA,NA,colonization,Columba livia
col(built_rep),17.307247861432543,NA,NA,NA,colonization,Columba livia
col(npp_rep),-19.355860205526234,NA,NA,NA,colonization,Columba livia
ext(Int),-5.181033926214899,NA,NA,NA,extinction,Columba livia
ext(block_index),1.1007067687608383,NA,NA,NA,extinction,Columba livia
ext(built_rep),-0.0027260160232594954,NA,NA,NA,extinction,Columba livia
ext(bio4),0.06329656992012203,NA,NA,NA,extinction,Columba livia
p(Int),-2.501281991276766,NA,NA,NA,other,Columba livia
p(log_events),0.6750725649719632,NA,NA,NA,other,Columba livia
p(log_observers),0.014792193368154731,NA,NA,NA,other,Columba livia
p(duration_min),1.658406147213282e-7,NA,NA,NA,other,Columba livia
psi(Int),0.6860241138401306,NA,NA,NA,initial_occupancy,Charadrius dubius
psi(bio4),0.2843549581026304,NA,NA,NA,initial_occupancy,Charadrius dubius
psi(elev_sd),0.8493481723374986,NA,NA,NA,initial_occupancy,Charadrius dubius
psi(texture_shannon),-0.6629606213710577,NA,NA,NA,initial_occupancy,Charadrius dubius
psi(npp_mean),-2.0089865193145457,NA,NA,NA,initial_occupancy,Charadrius dubius
psi(landcover_built),3.7239853744936724,NA,NA,NA,initial_occupancy,Charadrius dubius
col(Int),0.87438922833374,NA,NA,NA,colonization,Charadrius dubius
col(block_index),0.7545480276239904,NA,NA,NA,colonization,Charadrius dubius
col(built_rep),-3.6336282219523985,NA,NA,NA,colonization,Charadrius dubius
col(npp_rep),27.24286365038729,NA,NA,NA,colonization,Charadrius dubius
ext(Int),-3.514072653854528,NA,NA,NA,extinction,Charadrius dubius
ext(block_index),-0.0668416150299175,NA,NA,NA,extinction,Charadrius dubius
ext(built_rep),0.19484688464904554,NA,NA,NA,extinction,Charadrius dubius
ext(bio4),0.19466987144118564,NA,NA,NA,extinction,Charadrius dubius
p(Int),-3.486715345887471,NA,NA,NA,other,Charadrius dubius
p(log_events),1.099004992056663,NA,NA,NA,other,Charadrius dubius
p(log_observers),-0.037891004346883264,NA,NA,NA,other,Charadrius dubius
p(duration_min),-1.6575439199777398e-7,NA,NA,NA,other,Charadrius dubius
psi(Int),0.8997854086897586,NA,NA,NA,initial_occupancy,Accipiter nisus
psi(bio4),0.7367108784197517,NA,NA,NA,initial_occupancy,Accipiter nisus
psi(elev_sd),0.17530666734051414,NA,NA,NA,initial_occupancy,Accipiter nisus
psi(texture_shannon),1.7681212791303575,NA,NA,NA,initial_occupancy,Accipiter nisus
psi(npp_mean),0.39047462458892956,NA,NA,NA,initial_occupancy,Accipiter nisus
psi(landcover_built),2.01038577201942,NA,NA,NA,initial_occupancy,Accipiter nisus
col(Int),-8.108418138120129,NA,NA,NA,colonization,Accipiter nisus
col(block_index),1.364352211347415,NA,NA,NA,colonization,Accipiter nisus
col(built_rep),-3.1330984703286253,NA,NA,NA,colonization,Accipiter nisus
col(npp_rep),-11.638477767310867,NA,NA,NA,colonization,Accipiter nisus
ext(Int),-2.0876375801456297,NA,NA,NA,extinction,Accipiter nisus
ext(block_index),-0.7451689545209624,NA,NA,NA,extinction,Accipiter nisus
ext(built_rep),-1.6332395423973507,NA,NA,NA,extinction,Accipiter nisus
ext(bio4),-0.8758168826302707,NA,NA,NA,extinction,Accipiter nisus
p(Int),-3.839796469167629,NA,NA,NA,other,Accipiter nisus
p(log_events),0.9080288288123998,NA,NA,NA,other,Accipiter nisus
p(log_observers),0.2354350374960295,NA,NA,NA,other,Accipiter nisus
p(duration_min),3.5016734783953827e-7,NA,NA,NA,other,Accipiter nisus
psi(Int),0.28577845760947,NA,NA,NA,initial_occupancy,Anas carolinensis
psi(bio4),3.685230782408595,NA,NA,NA,initial_occupancy,Anas carolinensis
psi(elev_sd),0.18665162652207648,NA,NA,NA,initial_occupancy,Anas carolinensis
psi(texture_shannon),-0.6689388430329737,NA,NA,NA,initial_occupancy,Anas carolinensis
psi(npp_mean),-3.2567978000474533,NA,NA,NA,initial_occupancy,Anas carolinensis
psi(landcover_built),2.6750516630856436,NA,NA,NA,initial_occupancy,Anas carolinensis
col(Int),-4.441952458488606,NA,NA,NA,colonization,Anas carolinensis
col(block_index),1.1198777894438923,NA,NA,NA,colonization,Anas carolinensis
col(built_rep),-0.015318405811300222,NA,NA,NA,colonization,Anas carolinensis
col(npp_rep),0.29937362955294045,NA,NA,NA,colonization,Anas carolinensis
ext(Int),-2.657444530398283,NA,NA,NA,extinction,Anas carolinensis
ext(block_index),-0.05280261189090207,NA,NA,NA,extinction,Anas carolinensis
ext(built_rep),0.7580062722191098,NA,NA,NA,extinction,Anas carolinensis
ext(bio4),0.26706516719791756,NA,NA,NA,extinction,Anas carolinensis
p(Int),-3.5612079073959912,NA,NA,NA,other,Anas carolinensis
p(log_events),1.0967153277610189,NA,NA,NA,other,Anas carolinensis
p(log_observers),0.02285298531436099,NA,NA,NA,other,Anas carolinensis
p(duration_min),1.9467633404994607e-7,NA,NA,NA,other,Anas carolinensis
psi(Int),194.29021149832192,NA,NA,NA,initial_occupancy,Himantopus himantopus
psi(bio4),313.37679379962447,NA,NA,NA,initial_occupancy,Himantopus himantopus
psi(elev_sd),235.8821960736111,NA,NA,NA,initial_occupancy,Himantopus himantopus
psi(texture_shannon),-321.86951009719735,NA,NA,NA,initial_occupancy,Himantopus himantopus
psi(npp_mean),383.5480401451187,NA,NA,NA,initial_occupancy,Himantopus himantopus
psi(landcover_built),-36.84480626299054,NA,NA,NA,initial_occupancy,Himantopus himantopus
col(Int),-2.599073763326132,NA,NA,NA,colonization,Himantopus himantopus
col(block_index),0.3967894537010734,NA,NA,NA,colonization,Himantopus himantopus
col(built_rep),-0.13645394913124037,NA,NA,NA,colonization,Himantopus himantopus
col(npp_rep),-1.055060338835177,NA,NA,NA,colonization,Himantopus himantopus
ext(Int),-0.3709046951621026,NA,NA,NA,extinction,Himantopus himantopus
ext(block_index),-0.6667569649513051,NA,NA,NA,extinction,Himantopus himantopus
ext(built_rep),-0.2618645010712938,NA,NA,NA,extinction,Himantopus himantopus
ext(bio4),-0.5638148545691875,NA,NA,NA,extinction,Himantopus himantopus
p(Int),-2.566427940240132,NA,NA,NA,other,Himantopus himantopus
p(log_events),0.7368281087783174,NA,NA,NA,other,Himantopus himantopus
p(log_observers),0.1381410251158308,NA,NA,NA,other,Himantopus himantopus
p(duration_min),-6.046176113498752e-8,NA,NA,NA,other,Himantopus himantopus
psi(Int),205.69993188712277,NA,NA,NA,initial_occupancy,Spizixos semitorques
psi(bio4),-103.66391219997,NA,NA,NA,initial_occupancy,Spizixos semitorques
psi(elev_sd),-13.347268034579889,NA,NA,NA,initial_occupancy,Spizixos semitorques
psi(texture_shannon),13.169947618625923,NA,NA,NA,initial_occupancy,Spizixos semitorques
psi(npp_mean),12.255078292895933,NA,NA,NA,initial_occupancy,Spizixos semitorques
psi(landcover_built),913.8284813079952,NA,NA,NA,initial_occupancy,Spizixos semitorques
col(Int),-5.432984990369755,NA,NA,NA,colonization,Spizixos semitorques
col(block_index),0.6611032203045452,NA,NA,NA,colonization,Spizixos semitorques
col(built_rep),-0.7190441933260862,NA,NA,NA,colonization,Spizixos semitorques
col(npp_rep),0.10876771317330901,NA,NA,NA,colonization,Spizixos semitorques
ext(Int),230.90869528765424,NA,NA,NA,extinction,Spizixos semitorques
ext(block_index),0.62598846965858,NA,NA,NA,extinction,Spizixos semitorques
ext(built_rep),1032.4681146105145,NA,NA,NA,extinction,Spizixos semitorques
ext(bio4),-94.92372160531724,NA,NA,NA,extinction,Spizixos semitorques
p(Int),-1.5067767785861386,NA,NA,NA,other,Spizixos semitorques
p(log_events),0.6411860483813899,NA,NA,NA,other,Spizixos semitorques
p(log_observers),0.10784335765187705,NA,NA,NA,other,Spizixos semitorques
p(duration_min),3.7689458000251106e-7,NA,NA,NA,other,Spizixos semitorques
psi(Int),-0.8297090158768793,NA,NA,NA,initial_occupancy,Prinia inornata
psi(bio4),-22.40055399419224,NA,NA,NA,initial_occupancy,Prinia inornata
psi(elev_sd),-2.167191388493321,NA,NA,NA,initial_occupancy,Prinia inornata
psi(texture_shannon),-11.791225618356643,NA,NA,NA,initial_occupancy,Prinia inornata
psi(npp_mean),3.7948333776994128,NA,NA,NA,initial_occupancy,Prinia inornata
psi(landcover_built),-2.1360334136229895,NA,NA,NA,initial_occupancy,Prinia inornata
col(Int),-6.0599246333645915,NA,NA,NA,colonization,Prinia inornata
col(block_index),0.7323182649955379,NA,NA,NA,colonization,Prinia inornata
col(built_rep),0.1447226644564652,NA,NA,NA,colonization,Prinia inornata
col(npp_rep),-0.3437099562021108,NA,NA,NA,colonization,Prinia inornata
ext(Int),-12.342155027497878,NA,NA,NA,extinction,Prinia inornata
ext(block_index),0.49057805488364187,NA,NA,NA,extinction,Prinia inornata
ext(built_rep),20.619106967533096,NA,NA,NA,extinction,Prinia inornata
ext(bio4),-76.17585382367587,NA,NA,NA,extinction,Prinia inornata
p(Int),-2.911607436395216,NA,NA,NA,other,Prinia inornata
p(log_events),0.897336862819665,NA,NA,NA,other,Prinia inornata
p(log_observers),0.2956286818952275,NA,NA,NA,other,Prinia inornata
p(duration_min),3.1875180290163464e-7,NA,NA,NA,other,Prinia inornata
psi(Int),1.90344613729687,NA,NA,NA,initial_occupancy,Phylloscopus fuscatus
psi(bio4),5.27261977845739,NA,NA,NA,initial_occupancy,Phylloscopus fuscatus
psi(elev_sd),-4.096644708313495,NA,NA,NA,initial_occupancy,Phylloscopus fuscatus
psi(texture_shannon),-1.9167076488592871,NA,NA,NA,initial_occupancy,Phylloscopus fuscatus
psi(npp_mean),1.5961106370427671,NA,NA,NA,initial_occupancy,Phylloscopus fuscatus
psi(landcover_built),-1.237627963778856,NA,NA,NA,initial_occupancy,Phylloscopus fuscatus
col(Int),-2.689702492475465,NA,NA,NA,colonization,Phylloscopus fuscatus
col(block_index),0.3315799646362587,NA,NA,NA,colonization,Phylloscopus fuscatus
col(built_rep),-0.7973622627500678,NA,NA,NA,colonization,Phylloscopus fuscatus
col(npp_rep),0.19628385911614202,NA,NA,NA,colonization,Phylloscopus fuscatus
ext(Int),4.718344630850254,NA,NA,NA,extinction,Phylloscopus fuscatus
ext(block_index),-6.5753707480453025,NA,NA,NA,extinction,Phylloscopus fuscatus
ext(built_rep),-0.17019694123180873,NA,NA,NA,extinction,Phylloscopus fuscatus
ext(bio4),0.793967296073071,NA,NA,NA,extinction,Phylloscopus fuscatus
p(Int),-4.232794383949654,NA,NA,NA,other,Phylloscopus fuscatus
p(log_events),1.2990815400233395,NA,NA,NA,other,Phylloscopus fuscatus
p(log_observers),-0.09324744326801468,NA,NA,NA,other,Phylloscopus fuscatus
p(duration_min),1.5444542615693015e-7,NA,NA,NA,other,Phylloscopus fuscatus
psi(Int),0.10213618710107335,NA,NA,NA,initial_occupancy,Emberiza spodocephala
psi(bio4),-2.061449579202625,NA,NA,NA,initial_occupancy,Emberiza spodocephala
psi(elev_sd),-1.779811966852855,NA,NA,NA,initial_occupancy,Emberiza spodocephala
psi(texture_shannon),-0.11256635277621167,NA,NA,NA,initial_occupancy,Emberiza spodocephala
psi(npp_mean),3.9561552984264066,NA,NA,NA,initial_occupancy,Emberiza spodocephala
psi(landcover_built),0.6091891747034408,NA,NA,NA,initial_occupancy,Emberiza spodocephala
col(Int),-1.2975544720291001,NA,NA,NA,colonization,Emberiza spodocephala
col(block_index),0.06378627214900694,NA,NA,NA,colonization,Emberiza spodocephala
col(built_rep),-1.3482301946053596,NA,NA,NA,colonization,Emberiza spodocephala
col(npp_rep),0.46931100127674286,NA,NA,NA,colonization,Emberiza spodocephala
ext(Int),-0.01478576053003293,NA,NA,NA,extinction,Emberiza spodocephala
ext(block_index),-0.818691013321476,NA,NA,NA,extinction,Emberiza spodocephala
ext(built_rep),-0.08978168959670273,NA,NA,NA,extinction,Emberiza spodocephala
ext(bio4),0.18650154399087576,NA,NA,NA,extinction,Emberiza spodocephala
p(Int),-3.4009854882122266,NA,NA,NA,other,Emberiza spodocephala
p(log_events),1.1409055663782581,NA,NA,NA,other,Emberiza spodocephala
p(log_observers),-0.13507321197388625,NA,NA,NA,other,Emberiza spodocephala
p(duration_min),-1.458221069046609e-7,NA,NA,NA,other,Emberiza spodocephala
psi(Int),1.0032415432457358,NA,NA,NA,initial_occupancy,Sterna hirundo
psi(bio4),0.24556358746671275,NA,NA,NA,initial_occupancy,Sterna hirundo
psi(elev_sd),0.7725209936673305,NA,NA,NA,initial_occupancy,Sterna hirundo
psi(texture_shannon),-1.2008980030964889,NA,NA,NA,initial_occupancy,Sterna hirundo
psi(npp_mean),0.57277927616533,NA,NA,NA,initial_occupancy,Sterna hirundo
psi(landcover_built),6.781886181773069,NA,NA,NA,initial_occupancy,Sterna hirundo
col(Int),-5.327882641498739,NA,NA,NA,colonization,Sterna hirundo
col(block_index),0.9208386050499002,NA,NA,NA,colonization,Sterna hirundo
col(built_rep),-2.5050654579493337,NA,NA,NA,colonization,Sterna hirundo
col(npp_rep),-0.8980692930202213,NA,NA,NA,colonization,Sterna hirundo
ext(Int),-1.422847970888646,NA,NA,NA,extinction,Sterna hirundo
ext(block_index),-0.5007265967850667,NA,NA,NA,extinction,Sterna hirundo
ext(built_rep),0.12014137754826477,NA,NA,NA,extinction,Sterna hirundo
ext(bio4),-0.169886634071439,NA,NA,NA,extinction,Sterna hirundo
p(Int),-2.106633781833441,NA,NA,NA,other,Sterna hirundo
p(log_events),0.4666301647102629,NA,NA,NA,other,Sterna hirundo
p(log_observers),0.29050128597118874,NA,NA,NA,other,Sterna hirundo
p(duration_min),1.4049377367205906e-7,NA,NA,NA,other,Sterna hirundo
psi(Int),-2.1529545605704084e-12,NA,NA,NA,initial_occupancy,Picus canus
psi(bio4),3.8614981031085396e-13,NA,NA,NA,initial_occupancy,Picus canus
psi(elev_sd),3.289503166324148e-13,NA,NA,NA,initial_occupancy,Picus canus
psi(texture_shannon),-1.0270606600626701e-13,NA,NA,NA,initial_occupancy,Picus canus
psi(npp_mean),2.7413182885783195e-13,NA,NA,NA,initial_occupancy,Picus canus
psi(landcover_built),3.2508189154046987e-13,NA,NA,NA,initial_occupancy,Picus canus
col(Int),-1.3903652693729553e-11,NA,NA,NA,colonization,Picus canus
col(block_index),-3.889251938895295e-11,NA,NA,NA,colonization,Picus canus
col(built_rep),-2.276094460286236e-13,NA,NA,NA,colonization,Picus canus
col(npp_rep),1.0709673600650487e-14,NA,NA,NA,colonization,Picus canus
ext(Int),1.049343240578386e-12,NA,NA,NA,extinction,Picus canus
ext(block_index),-1.2309279671584552e-12,NA,NA,NA,extinction,Picus canus
ext(built_rep),1.7571004316600408e-12,NA,NA,NA,extinction,Picus canus
ext(bio4),-1.0442076124898886e-13,NA,NA,NA,extinction,Picus canus
p(Int),-1.9429010499535524e-11,NA,NA,NA,other,Picus canus
p(log_events),4.1666532466861414e-11,NA,NA,NA,other,Picus canus
p(log_observers),2.5816423678471828e-11,NA,NA,NA,other,Picus canus
p(duration_min),-1.1050299057972705e-9,NA,NA,NA,other,Picus canus
psi(Int),-0.6555424740653041,NA,NA,NA,initial_occupancy,Spodiopsar sericeus
psi(bio4),-1.5105995569044819,NA,NA,NA,initial_occupancy,Spodiopsar sericeus
psi(elev_sd),0.4317487974675763,NA,NA,NA,initial_occupancy,Spodiopsar sericeus
psi(texture_shannon),-2.1817303284568172,NA,NA,NA,initial_occupancy,Spodiopsar sericeus
psi(npp_mean),-0.3789458341979775,NA,NA,NA,initial_occupancy,Spodiopsar sericeus
psi(landcover_built),0.877460746531288,NA,NA,NA,initial_occupancy,Spodiopsar sericeus
col(Int),-2.1970682236978583,NA,NA,NA,colonization,Spodiopsar sericeus
col(block_index),-0.06561596502746632,NA,NA,NA,colonization,Spodiopsar sericeus
col(built_rep),-1.185979506646639,NA,NA,NA,colonization,Spodiopsar sericeus
col(npp_rep),-0.08828773829672364,NA,NA,NA,colonization,Spodiopsar sericeus
ext(Int),-29.358967992334016,NA,NA,NA,extinction,Spodiopsar sericeus
ext(block_index),0.992056167721501,NA,NA,NA,extinction,Spodiopsar sericeus
ext(built_rep),87.54277195792866,NA,NA,NA,extinction,Spodiopsar sericeus
ext(bio4),-330.2469351348195,NA,NA,NA,extinction,Spodiopsar sericeus
p(Int),-2.849573780394074,NA,NA,NA,other,Spodiopsar sericeus
p(log_events),0.9456254739582451,NA,NA,NA,other,Spodiopsar sericeus
p(log_observers),0.06517693886041091,NA,NA,NA,other,Spodiopsar sericeus
p(duration_min),3.053356029368028e-7,NA,NA,NA,other,Spodiopsar sericeus
psi(Int),-0.7071683200569375,NA,NA,NA,initial_occupancy,Saxicola stejnegeri
psi(bio4),-0.20762893005450558,NA,NA,NA,initial_occupancy,Saxicola stejnegeri
psi(elev_sd),0.03205142411038993,NA,NA,NA,initial_occupancy,Saxicola stejnegeri
psi(texture_shannon),-0.8641276902160849,NA,NA,NA,initial_occupancy,Saxicola stejnegeri
psi(npp_mean),0.3815388834138972,NA,NA,NA,initial_occupancy,Saxicola stejnegeri
psi(landcover_built),0.1591818420972881,NA,NA,NA,initial_occupancy,Saxicola stejnegeri
col(Int),-2.109489539516478,NA,NA,NA,colonization,Saxicola stejnegeri
col(block_index),0.2364985462155619,NA,NA,NA,colonization,Saxicola stejnegeri
col(built_rep),-0.31395254611052503,NA,NA,NA,colonization,Saxicola stejnegeri
col(npp_rep),0.034211702347883816,NA,NA,NA,colonization,Saxicola stejnegeri
ext(Int),-2.7156445207208653,NA,NA,NA,extinction,Saxicola stejnegeri
ext(block_index),-0.5320491588269788,NA,NA,NA,extinction,Saxicola stejnegeri
ext(built_rep),-0.15755489391210623,NA,NA,NA,extinction,Saxicola stejnegeri
ext(bio4),-2.310499697313954,NA,NA,NA,extinction,Saxicola stejnegeri
p(Int),-3.3678635638559564,NA,NA,NA,other,Saxicola stejnegeri
p(log_events),1.1531322948902067,NA,NA,NA,other,Saxicola stejnegeri
p(log_observers),-0.17630031727669904,NA,NA,NA,other,Saxicola stejnegeri
p(duration_min),2.1477306309471303e-7,NA,NA,NA,other,Saxicola stejnegeri
psi(Int),-0.3976235526484164,NA,NA,NA,initial_occupancy,Buteo hemilasius
psi(bio4),0.33661555049978886,NA,NA,NA,initial_occupancy,Buteo hemilasius
psi(elev_sd),0.07242951700802916,NA,NA,NA,initial_occupancy,Buteo hemilasius
psi(texture_shannon),-0.3105109355096748,NA,NA,NA,initial_occupancy,Buteo hemilasius
