grid_cell,block_id,block_label,centroid_lon,centroid_lat,detection_prob_comm_mean,detection_prob_comm_median,detection_prob_comm_l95,detection_prob_comm_u95,log_events_ref,log_observers_ref,duration_min_ref
276,5,2020-2024,126.17024356538282,51.702582948461824,0.09415893142657113,0.09330606968498567,0.06702940093116924,0.1259289895982932,0.8958797346140275,0.6931471805599453,90
277,5,2020-2024,126.70987310416244,51.494570334539254,0.18510207053102576,0.07133764464813391,7.628442181383958e-4,0.8486744307468645,0.6931471805599453,0.6931471805599453,1200
341,5,2020-2024,120.05288481088691,51.1289574617765,0.2130368704071852,0.20740061791615994,0.09707308629796631,0.37863998573186297,1.8444397270569683,1.732867951399863,246.5
342,5,2020-2024,120.82340571407563,51.1620009602833,0.14514230352729085,0.14101025231867292,0.0725029670372595,0.24660835018762564,1.354025100551105,1.354025100551105,202.5
343,3,2010-2014,121.72172099819515,51.1620009602833,0.08066418086995945,0.0794241801112486,0.05134818944227062,0.11538702979271058,0.6931471805599453,0.6931471805599453,120
343,4,2015-2019,121.72172099819515,51.1620009602833,0.08645822336846111,0.07828510891049537,0.02742775702611936,0.194283452164545,0.6931471805599453,0.6931471805599453,300
343,5,2020-2024,121.72172099819515,51.1620009602833,0.20383438631586237,0.20026056415732302,0.11991437759011499,0.3099015920643988,1.8187930798631928,1.5890269151739729,169.11111111111111
344,5,2020-2024,122.62003628231469,51.1620009602833,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
345,5,2020-2024,123.51835156643419,51.1620009602833,0.08645822336846111,0.07828510891049537,0.02742775702611936,0.194283452164545,0.6931471805599453,0.6931471805599453,300
347,5,2020-2024,125.31498213467323,51.1620009602833,0.12508449368957036,0.11686843504385917,0.044403737851307,0.2613082120510018,1.1512925464970227,1.0397207708399179,285.125
412,5,2020-2024,119.34348521922756,50.476663395402674,0.13008411170620368,0.12964397470421413,0.09286441356903392,0.17580784904326244,1.2424533248940002,1.2424533248940002,97
413,5,2020-2024,119.92545525326737,50.594981556312646,0.17348081550043076,0.17345922032603206,0.11533702739387007,0.2465999073344451,1.5890269151739727,1.5890269151739727,126.71428571428571
414,3,2010-2014,120.82340571407563,50.59520423372765,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
414,5,2020-2024,120.82340571407563,50.59520423372765,0.44772795726849446,0.06311022068709896,2.0170921161310587e-17,0.9999999999999124,1.4978661367769954,1.4978661367769954,9210.464285714284
415,3,2010-2014,121.72172099819515,50.59520423372765,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
415,4,2015-2019,121.72172099819515,50.59520423372765,0.11027055723532693,0.11029346594573236,0.0937669464962948,0.12813942004609538,1.0986122886681098,0.6931471805599453,30
415,5,2020-2024,121.72172099819515,50.59520423372765,0.13529716386842103,0.12600989272542795,0.04583857187650832,0.288728161804436,1.2424533248940002,1.0986122886681098,300
416,1,2000-2004,122.62003628231469,50.59520423372765,NA,NA,NA,NA,1.0986122886681098,0.6931471805599453,NA
416,5,2020-2024,122.62003628231469,50.59520423372765,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
417,5,2020-2024,123.51835156643419,50.59520423372765,0.08040630164076219,0.08033214644587716,0.06303523420246096,0.10004928093486849,0.6931471805599453,0.6931471805599453,60
418,4,2015-2019,124.41666685055372,50.59520423372765,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
418,5,2020-2024,124.41666685055372,50.59520423372765,0.14339081997459324,0.12619773634214299,0.03180695562890302,0.36476784461417744,1.2424533248940002,1.1512925464970227,397
483,2,2005-2009,118.46972250206176,49.791925528401364,NA,NA,NA,NA,1.0986122886681098,0.6931471805599453,NA
483,4,2015-2019,118.46972250206176,49.791925528401364,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
484,4,2015-2019,119.13284538063802,49.9216220029174,NA,NA,NA,NA,1.3862943611198906,1.0986122886681098,NA
484,5,2020-2024,119.13284538063802,49.9216220029174,0.3620322148753721,0.3653861893128515,0.2520949180981707,0.49302813377364657,2.6390573296152584,2.4849066497880004,145.89285714285714
485,1,2000-2004,119.9250904299561,50.021499450700304,NA,NA,NA,NA,1.3862943611198906,0.6931471805599453,NA
485,2,2005-2009,119.9250904299561,50.021499450700304,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
485,4,2015-2019,119.9250904299561,50.021499450700304,0.11432542816467216,0.07486574116969338,0.007451477617039551,0.4343009408935076,0.6931471805599453,0.6931471805599453,630
485,5,2020-2024,119.9250904299561,50.021499450700304,0.08142036476784675,0.07925014493435875,0.043953697898693654,0.13056533483049207,0.6931471805599453,0.6931471805599453,165.05718475073314
486,5,2020-2024,120.82340571407563,50.021499450700304,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
487,4,2015-2019,121.72172099819515,50.021499450700304,NA,NA,NA,NA,2.0794415416798357,0.6931471805599453,NA
487,5,2020-2024,121.72172099819515,50.021499450700304,0.08043515898164054,0.0793364620123122,0.05655442847570672,0.10794747038831573,0.6931471805599453,0.6931471805599453,91.83333333333334
488,4,2015-2019,122.62003628231469,50.021499450700304,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
493,3,2010-2014,127.07175202779695,50.015963241049114,0.2539018928007205,0.06478544966846667,4.6903777364582916e-5,0.9839608221616827,0.6931471805599453,0.6931471805599453,1896
493,5,2020-2024,127.07175202779695,50.015963241049114,0.12995073217652442,0.12636607314419446,0.07243402582309563,0.20450799288470226,1.2424533248940002,1.1512925464970227,168
554,3,2010-2014,117.19879746264533,49.400794096827376,0.10679911227720928,0.09393461986217982,0.026487353478544456,0.2663661853858968,0.8958797346140275,0.8958797346140275,360
554,4,2015-2019,117.19879746264533,49.400794096827376,0.11084373445203055,0.11039721741237978,0.09975455115864344,0.12483705515791371,1.0986122886681098,0.6931471805599453,0
554,5,2020-2024,117.19879746264533,49.400794096827376,0.29323534002771456,0.2877162938349409,0.11527595254283535,0.5439847614070549,2.3269801750787615,1.8920948169591307,314.4
555,4,2015-2019,118.16546798198165,49.407414090645936,0.17825297641424576,0.10127644765324467,0.0040665371923152595,0.7162249121634815,1.0986122886681098,0.6931471805599453,870
555,5,2020-2024,118.16546798198165,49.407414090645936,0.199765703357782,0.20046797102725955,0.15334274642019696,0.2519072178434255,1.7776740307447068,1.7005986908310775,75
556,3,2010-2014,119.0267751458366,49.440860638347424,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
556,5,2020-2024,119.0267751458366,49.440860638347424,0.3212700469140471,0.3167085989975849,0.1164243399392164,0.6045291437201795,2.470821211304652,1.9944920232821373,346.3333333333333
557,1,2000-2004,119.9250904299561,49.440860638347424,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
557,2,2005-2009,119.9250904299561,49.440860638347424,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
557,3,2010-2014,119.9250904299561,49.440860638347424,NA,NA,NA,NA,1.0986122886681098,0.6931471805599453,NA
557,4,2015-2019,119.9250904299561,49.440860638347424,0.19775530221082488,0.18747188796223896,0.06803134286985951,0.40669454478068545,1.791759469228055,1.0986122886681098,315
557,5,2020-2024,119.9250904299561,49.440860638347424,0.42646156425644927,0.35815764372648634,0.002309631475915673,0.9900307817674238,2.833213344056216,2.1972245773362196,1440
558,4,2015-2019,120.82340571407563,49.440860638347424,NA,NA,NA,NA,1.8444397270569683,0.8958797346140275,NA
558,5,2020-2024,120.82340571407563,49.440860638347424,0.1794738887362096,0.1740237557411491,0.08324554617702065,0.3182045160953549,1.6094379124341003,1.6094379124341003,232.25
559,3,2010-2014,121.72172099819515,49.440860638347424,NA,NA,NA,NA,2.6364997792818734,1.868834809141684,NA
559,4,2015-2019,121.72172099819515,49.440860638347424,0.49646971060152756,0.4434256100654616,9.920119629843827e-7,0.9999963059682322,3.5553480614894135,2.3978952727983707,3540
559,5,2020-2024,121.72172099819515,49.440860638347424,0.6225062605084647,0.7085586513010519,0.0699183152035562,0.98529546833108,4.343805421853684,3.044522437723423,929.1153846153845
560,4,2015-2019,122.62003628231469,49.440860638347424,NA,NA,NA,NA,2.021525633917275,0.8958797346140275,NA
560,5,2020-2024,122.62003628231469,49.440860638347424,0.24434440425766618,0.13296010211970788,0.0021589705360689493,0.892391126072259,1.3862943611198906,1.3862943611198906,1114.5
561,5,2020-2024,123.51835156643419,49.440860638347424,0.25956380858657835,0.10828978601277314,4.5266899400001943e-4,0.9576116754405607,1.2424533248940002,0.8958797346140275,1456.6666666666665
563,4,2015-2019,125.31498213467326,49.440860638347424,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
563,5,2020-2024,125.31498213467326,49.440860638347424,0.11497049806291938,0.1147903499919156,0.08562016853844238,0.15046409715942377,1.0986122886681098,1.0986122886681098,81.58333333333334
564,4,2015-2019,126.21329741879276,49.440860638347424,NA,NA,NA,NA,1.3862943611198906,0.6931471805599453,NA
566,5,2020-2024,127.9870705312759,49.362860946853445,0.14711398777574328,0.14744775730536383,0.12100726799336965,0.17493257603215212,1.3862943611198906,1.3862943611198906,41.333333333333336
567,5,2020-2024,128.8311491841014,49.30378025244225,0.14683906537091912,0.1466208490452532,0.10255653384074045,0.2019057655005016,1.3862943611198906,1.3862943611198906,106.66666666666666
568,5,2020-2024,129.4888550168273,49.242159287071196,0.17220943034927774,0.17285686221321855,0.13208165894925133,0.21825992398055993,1.6094379124341003,1.3862943611198906,74.75
592,2,2005-2009,86.92038426779793,48.81714642002576,0.11520212324189126,0.11426373810206839,0.07583733423152329,0.16330492452562237,1.0986122886681098,1.0986122886681098,118
592,3,2010-2014,86.92038426779793,48.81714642002576,NA,NA,NA,NA,1.4451858789480823,1.2424533248940002,NA
592,4,2015-2019,86.92038426779793,48.81714642002576,0.2822287587433396,0.18504255196739994,0.0047340384442832945,0.8985469270885423,1.791759469228055,1.791759469228055,1020
592,5,2020-2024,86.92038426779793,48.81714642002576,0.5024441860760385,0.5226029980175866,0.15017478123919276,0.8603491978490205,3.341054298724904,2.9907071056272403,496.07936507936506
593,3,2010-2014,87.51750421515183,48.81971384764546,0.08645822336846111,0.07828510891049537,0.02742775702611936,0.194283452164545,0.6931471805599453,0.6931471805599453,300
593,4,2015-2019,87.51750421515183,48.81971384764546,0.17056168217606105,0.10793691638956962,0.007061063310810073,0.6398363503452875,1.1512925464970227,0.8958797346140275,750
593,5,2020-2024,87.51750421515183,48.81971384764546,0.31020032477418563,0.30666092316872645,0.18000348116146866,0.4685312365071977,2.445174564110877,1.9033312448851598,199.07142857142856
625,5,2020-2024,116.39460587608608,48.83263639573477,0.11502405319813132,0.11546121225421203,0.09077990121159978,0.14220668693904218,1.0986122886681098,1.0986122886681098,60
626,2,2005-2009,117.23014457759756,48.85326434139967,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
626,3,2010-2014,117.23014457759756,48.85326434139967,NA,NA,NA,NA,1.1512925464970227,1.0397207708399179,NA
626,4,2015-2019,117.23014457759756,48.85326434139967,0.2964688384382086,0.15035695596252907,7.123724209964626e-4,0.9690704478231775,1.6094379124341003,1.3862943611198906,1440
626,5,2020-2024,117.23014457759756,48.85326434139967,0.2024811161094164,0.20371060345494374,0.14344162439460995,0.2767030972122565,1.844439727056968,1.3862943611198906,110
627,3,2010-2014,118.12845986171706,48.85326434139967,0.0803957208056947,0.07991688210815558,0.05888681329754662,0.10494998277229037,0.6931471805599453,0.6931471805599453,80
627,4,2015-2019,118.12845986171706,48.85326434139967,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
627,5,2020-2024,118.12845986171706,48.85326434139967,0.08040630164076219,0.08033214644587716,0.06303523420246096,0.10004928093486849,0.6931471805599453,0.6931471805599453,60
628,4,2015-2019,119.0267751458366,48.85326434139967,NA,NA,NA,NA,1.4451858789480823,0.8958797346140275,NA
628,5,2020-2024,119.0267751458366,48.85326434139967,0.1468102842959189,0.14715269350113658,0.11325244988483603,0.18570205794403682,1.3862943611198906,1.3862943611198906,70
629,4,2015-2019,119.9250904299561,48.85326434139967,0.4386843329260689,0.036215341496572434,1.2415064113003456e-17,0.9999999999998216,0.8958797346140275,0.8958797346140275,9180
629,5,2020-2024,119.9250904299561,48.85326434139967,0.21428300022467742,0.2026729232789149,0.06290556694304762,0.46629483384963544,1.791759469228055,1.791759469228055,360
630,5,2020-2024,120.82340571407563,48.85326434139967,0.26571913243028034,0.17449704489879256,0.005545526683331342,0.8685017119099724,1.7482537807332403,1.4451858789480825,959.1
631,5,2020-2024,121.72172099819515,48.85326434139967,0.11752248947541226,0.11339958949098547,0.055535829284927875,0.20737584326687417,1.0986122886681098,1.0986122886681098,210
632,4,2015-2019,122.62003628231469,48.85326434139967,NA,NA,NA,NA,1.6094379124341003,1.0986122886681098,NA
632,5,2020-2024,122.62003628231469,48.85326434139967,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
634,5,2020-2024,124.41666685055372,48.85326434139967,0.08040630164076219,0.08033214644587716,0.06303523420246096,0.10004928093486849,0.6931471805599453,0.6931471805599453,60
635,4,2015-2019,125.31498213467323,48.85326434139967,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
635,5,2020-2024,125.31498213467323,48.85326434139967,0.13006471942263267,0.13047523012896164,0.09980845063508269,0.16633552707450072,1.2424533248940002,1.2424533248940002,72
636,3,2010-2014,126.21329741879276,48.85326434139967,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
636,4,2015-2019,126.21329741879276,48.85326434139967,NA,NA,NA,NA,1.791759469228055,0.6931471805599453,NA
636,5,2020-2024,126.21329741879276,48.85326434139967,0.14757127386943866,0.1447462724886362,0.08752310114087304,0.22346899738768297,1.3862943611198906,1.3862943611198906,155
637,4,2015-2019,127.11161270291227,48.85326434139967,NA,NA,NA,NA,2.3978952727983707,0.6931471805599453,NA
640,5,2020-2024,129.74978890357295,48.8156476885638,0.19888064373374487,0.19426451007938902,0.09624014948030278,0.3418725129697824,1.7776740307447068,1.5222612188617115,224.66666666666669
663,2,2005-2009,85.91403161482862,48.1666332575863,NA,NA,NA,NA,1.0986122886681098,0.6931471805599453,NA
663,4,2015-2019,85.91403161482862,48.1666332575863,0.1006942077331649,0.09177798716866103,0.03248571391980831,0.22296476262799902,0.8958797346140275,0.6931471805599453,300
663,5,2020-2024,85.91403161482862,48.1666332575863,0.2612252734323668,0.26265458226494187,0.1937330200678505,0.3413376917695354,2.2154083994216567,1.5222612188617115,100.4857142857143
664,2,2005-2009,86.70494138203597,48.24542684123918,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
664,3,2010-2014,86.70494138203597,48.24542684123918,0.16766820279682917,0.1015720321844869,0.0056522749689349805,0.6539129851189737,1.0986122886681098,0.6931471805599453,787.5
664,4,2015-2019,86.70494138203597,48.24542684123918,0.414784395587621,0.1765737932301149,1.3217441920989692e-6,0.99993637388243,2.0794415416798357,1.6094379124341003,3120
664,5,2020-2024,86.70494138203597,48.24542684123918,0.8092725059822449,0.8236140935716116,0.6864986924789928,0.9072956131347977,4.894879393603892,3.800950979937583,201.0385115794952
665,2,2005-2009,87.5854653835774,48.25850293624259,NA,NA,NA,NA,1.354025100551105,0.8958797346140275,NA
665,3,2010-2014,87.5854653835774,48.25850293624259,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
665,4,2015-2019,87.5854653835774,48.25850293624259,0.18843895270181546,0.16900576076496288,0.04068144285027239,0.46645473902265067,1.6094379124341003,1.354025100551105,420
665,5,2020-2024,87.5854653835774,48.25850293624259,0.4549259712345858,0.4655382319278827,0.13771211258640495,0.8122258213435181,3.0868930519509683,2.8650498914867875,461.8125
666,3,2010-2014,88.37023631929351,48.17729154222778,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
666,4,2015-2019,88.37023631929351,48.17729154222778,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
666,5,2020-2024,88.37023631929351,48.17729154222778,0.2452464928435264,0.24159495781412302,0.13297015114403382,0.3910856968554058,2.0471722811110507,1.9356005054539454,204.85714285714286
696,5,2020-2024,115.74076704484135,48.17980940524789,0.0837148517133282,0.07854255202180517,0.03385822143864105,0.16342354257307154,0.6931471805599453,0.6931471805599453,240
698,3,2010-2014,117.23014457759756,48.25868973324162,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
698,4,2015-2019,117.23014457759756,48.25868973324162,0.27178325394928454,0.22351616306495362,0.025361880410027664,0.7431490830283454,2.0794415416798357,1.3862943611198906,645
698,5,2020-2024,117.23014457759756,48.25868973324162,0.1717873511590761,0.17151236945893694,0.11371807912266542,0.24441199535507308,1.6094379124341003,1.354025100551105,126.375
699,1,2000-2004,118.13010294352483,48.27411166076685,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
699,4,2015-2019,118.13010294352483,48.27411166076685,NA,NA,NA,NA,1.6094379124341003,1.0986122886681098,NA
699,5,2020-2024,118.13010294352483,48.27411166076685,0.14709573172346524,0.14661946289628658,0.09503215437992223,0.21212663963689846,1.3862943611198906,1.3862943611198906,130
700,4,2015-2019,119.0267751458366,48.25868973324162,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
700,5,2020-2024,119.0267751458366,48.25868973324162,0.08040630164076219,0.08033214644587716,0.06303523420246096,0.10004928093486849,0.6931471805599453,0.6931471805599453,60
701,5,2020-2024,119.9250904299561,48.25868973324162,0.08040630164076219,0.08033214644587716,0.06303523420246096,0.10004928093486849,0.6931471805599453,0.6931471805599453,60
702,3,2010-2014,120.82340571407563,48.25868973324162,0.13683904891550708,0.10977981269011722,0.020206440952875833,0.4029223148793735,1.0986122886681098,1.0986122886681098,480
702,5,2020-2024,120.82340571407563,48.25868973324162,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
704,5,2020-2024,122.62003628231469,48.25868973324162,0.442640413628826,0.043418937706260624,5.05025848190717e-18,0.9999999999999457,1.1512925464970227,0.8958797346140275,9460.375
705,4,2015-2019,123.51835156643419,48.25868973324162,NA,NA,NA,NA,1.0986122886681098,1.0986122886681098,NA
705,5,2020-2024,123.51835156643419,48.25868973324162,0.14551095370495426,0.14646062356063438,0.1155925511680625,0.1801063226096076,1.4451858789480823,0.8958797346140275,60.3
706,5,2020-2024,124.41666685055372,48.25868973324162,0.10997414144884017,0.1106861293234177,0.08706110217129853,0.1357761556698287,1.0986122886681098,0.6931471805599453,60
708,4,2015-2019,126.21329741879276,48.25868973324162,NA,NA,NA,NA,1.3862943611198906,0.6931471805599453,NA
708,5,2020-2024,126.21329741879276,48.25868973324162,0.08040630164076219,0.08033214644587716,0.06303523420246096,0.10004928093486849,0.6931471805599453,0.6931471805599453,60
710,5,2020-2024,128.0099279870318,48.25868973324162,0.22868002461292877,0.20710494816732478,0.04717677174431908,0.5532313080241782,1.9459101490553132,1.0986122886681098,445.8333333333333
711,5,2020-2024,128.90824327115132,48.25868973324162,0.36958963614948276,0.2649652550326289,0.0020563831990369785,0.9791874795682097,2.312486406642136,2.178354413344796,1355.0875
712,3,2010-2014,129.80655855527084,48.25868973324162,0.08177550833508929,0.07924709081503394,0.04173421004223165,0.13663425527550296,0.6931471805599453,0.6931471805599453,180
712,4,2015-2019,129.80655855527084,48.25868973324162,0.4668692544369948,1.1630219882981874e-5,3.1645388594587256e-155,1,1.0986122886681098,1.0986122886681098,88380
712,5,2020-2024,129.80655855527084,48.25868973324162,0.19753485697754994,0.19834963297614544,0.1442827243385003,0.26427494321529665,1.791759469228055,1.4978661367769954,98.7
713,5,2020-2024,130.47762028155964,48.25677265003447,0.12030417397179922,0.1132279166951008,0.04517996362684879,0.24411315405817485,1.0986122886681098,1.0986122886681098,270
716,5,2020-2024,133.48180480723113,48.04970621356855,0.1580856176635073,0.08668271655751655,0.003656815246227916,0.666069124835556,0.8958797346140275,0.6931471805599453,852.5
717,4,2015-2019,134.26502508655216,48.1583027702985,NA,NA,NA,NA,1.791759469228055,0.6931471805599453,NA
717,5,2020-2024,134.26502508655216,48.1583027702985,0.13693400045377108,0.13403883560969723,0.08205267069312387,0.20518791249614848,1.3862943611198906,0.6931471805599453,146.16666666666669
718,5,2020-2024,134.86357339341086,48.35386964713098,0.08040630164076219,0.08033214644587716,0.06303523420246096,0.10004928093486849,0.6931471805599453,0.6931471805599453,60
735,4,2015-2019,85.9057616561927,47.66575732713293,0.2606763052131125,0.06403745943037449,3.349888815877311e-5,0.9879345934881306,0.6931471805599453,0.6931471805599453,1980
735,5,2020-2024,85.9057616561927,47.66575732713293,0.32841081344352424,0.32731553387127976,0.19916559322941102,0.48602849432627465,2.4849066497880004,2.3269801750787615,191.35
736,2,2005-2009,86.68742491753382,47.65711872820361,NA,NA,NA,NA,0.8958797346140275,0.8958797346140275,NA
736,3,2010-2014,86.68742491753382,47.65711872820361,NA,NA,NA,NA,1.7005986908310775,0.8958797346140275,NA
736,4,2015-2019,86.68742491753382,47.65711872820361,0.4171172703167557,0.4155405300084578,0.07521700216827762,0.844008510511691,2.9444389791664403,2.302585092994046,580
736,5,2020-2024,86.68742491753382,47.65711872820361,0.7279434178195787,0.7399026998400591,0.590540641652315,0.8507700357662482,4.333495778252316,3.7461015213093707,183.01590909090902
737,3,2010-2014,87.58574020165334,47.65711872820361,0.21506570821599552,0.15869843849763787,0.014863462188999003,0.6797349477795074,1.629048269010741,1.1512925464970227,675
737,4,2015-2019,87.58574020165334,47.65711872820361,0.3506385746800933,0.35038135962284767,0.17857851362573565,0.5642514992258185,2.6390573296152584,2.0794415416798357,255
737,5,2020-2024,87.58574020165334,47.65711872820361,0.6542566089221878,0.6628266300540993,0.5148837460395455,0.7874010772635252,3.964203013090267,3.352819547430001,166.73533333333333
738,1,2000-2004,88.48405548577286,47.65711872820361,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
738,2,2005-2009,88.48405548577286,47.65711872820361,NA,NA,NA,NA,1.0986122886681098,1.0986122886681098,NA
738,3,2010-2014,88.48405548577286,47.65711872820361,NA,NA,NA,NA,1.0986122886681098,0.6931471805599453,NA
738,4,2015-2019,88.48405548577286,47.65711872820361,0.35868752781784913,0.27463862560957636,0.005327299501075579,0.9552149190528229,2.3978952727983707,1.791759469228055,1122.25
738,5,2020-2024,88.48405548577286,47.65711872820361,0.7294930722744515,0.7605623522493841,0.47389062491705675,0.9207950554583828,4.485152476495878,3.760388207531399,364.591667986694
770,4,2015-2019,117.25333674409598,47.84932937050915,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
772,1,2000-2004,119.14461179231826,47.746832981076295,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
772,2,2005-2009,119.14461179231826,47.746832981076295,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
772,5,2020-2024,119.14461179231826,47.746832981076295,0.08039637936188354,0.080259215003758,0.06218427484785966,0.10101425917829099,0.6931471805599453,0.6931471805599453,64
773,5,2020-2024,119.9250904299561,47.65711872820361,0.20339800611928396,0.2041210365507697,0.14395257811639114,0.2782390570996039,1.791759469228055,1.791759469228055,111.6
774,5,2020-2024,120.82340571407563,47.65711872820361,0.13982566324160062,0.07400506049568599,0.0032231782038669088,0.616011536164479,0.6931471805599453,0.6931471805599453,840
775,5,2020-2024,121.72172099819515,47.65711872820361,0.09685148238186947,0.09721419828426033,0.08528282294625195,0.10908657811530416,0.8958797346140275,0.8958797346140275,12.5
776,5,2020-2024,122.62003628231469,47.65711872820361,0.12811003836672175,0.12867356103280464,0.10127271161573982,0.15756929060153854,1.2424533248940002,1.0986122886681098,60
777,2,2005-2009,123.51835156643419,47.65711872820361,NA,NA,NA,NA,0.6931471805599453,0.6931471805599453,NA
777,4,2015-2019,123.51835156643419,47.65711872820361,NA,NA,NA,NA,1.5890269151739727,1.2424533248940002,NA
777,5,2020-2024,123.51835156643419,47.65711872820361,0.20116996600731776,0.20186115246992342,0.1547815133885164,0.2571611503442078,1.9356005054539454,0.6931471805599453,78.68571428571428
