block_id,block_label,detection_prob_comm_mean,detection_prob_comm_median,detection_prob_comm_l95,detection_prob_comm_u95,log_events_ref,log_observers_ref,duration_min_ref
1,2000-2004,0.11526585456476092,0.10749689010378988,0.04246503716083989,0.23592886629259566,1.0986122886681098,0.6931471805599453,271.3333333333333
2,2005-2009,0.12587926850715173,0.1064329869120581,0.024225008259164408,0.342220600103106,1.0986122886681098,0.6931471805599453,420
3,2010-2014,0.12619516592664137,0.1126770637125902,0.03229943778322176,0.30694876247113473,1.0986122886681098,1.0986122886681098,360
4,2015-2019,0.18993909676049467,0.16199071902452625,0.031190552388190823,0.511238999815337,1.6094379124341003,1.0986122886681098,480
5,2020-2024,0.2617456702390968,0.25742732119447287,0.1355978201629923,0.4261539834460628,2.1972245773362196,1.6094379124341003,220.94444444444446
