term,community_det_mean,community_det_median,community_det_l95,community_det_u95
(Intercept),-3.108535433833643,-3.107995187796783,-3.212264192469325,-2.9894213661484095
log_events,0.8538068275724003,0.8511596270859358,0.8213265455229576,0.8981911017135433
log_observers,0.12490114140547177,0.1245346708259122,0.0949567009210849,0.15985194031642772
duration_min,-2.348525966133377e-4,-1.0656436577593075e-4,-0.004016270591573362,0.0034372955320755025
