grid_cell,block_label,source_short,n_events,n_observers,n_dates,mean_duration_min
2548,2020-2024,eBird_GBIF,1,1,1,NA
1486,2020-2024,eBird_GBIF,3,3,3,NA
1953,2020-2024,eBird_GBIF,1,1,1,NA
2213,2020-2024,eBird_GBIF,1,1,1,NA
1538,2020-2024,eBird_GBIF,4,1,4,NA
1640,2020-2024,China_Birdwatch,10,7,8,869.2857142857142
1838,2020-2024,eBird_GBIF,3,3,3,NA
1385,2020-2024,China_Birdwatch,1,1,1,60
2712,2000-2004,eBird_GBIF,3,2,3,NA
2638,2000-2004,eBird_GBIF,1,1,1,NA
1058,2000-2004,eBird_GBIF,1,1,1,NA
1494,2000-2004,eBird_GBIF,1,1,1,NA
2050,2005-2009,eBird_GBIF,1,1,1,NA
921,2010-2014,eBird_GBIF,1,1,1,NA
1551,2010-2014,eBird_GBIF,1,1,1,NA
415,2010-2014,eBird_GBIF,1,1,1,NA
556,2010-2014,eBird_GBIF,1,1,1,NA
1591,2010-2014,eBird_GBIF,2,2,2,NA
270,2010-2014,China_Birdwatch,1,1,1,2820
2027,2015-2019,eBird_GBIF,1,1,1,NA
1991,2015-2019,China_Birdwatch,5,1,5,113.18181818181819
1206,2015-2019,China_Birdwatch,2,1,2,336
1096,2015-2019,China_Birdwatch,1,1,1,180
1925,2015-2019,eBird_GBIF,3,3,3,NA
2132,2015-2019,eBird_GBIF,7,2,7,NA
3062,2015-2019,eBird_GBIF,1,1,1,NA
2133,2015-2019,China_Birdwatch,2,2,2,199.2
922,2020-2024,eBird_GBIF,1,1,1,NA
1620,2020-2024,eBird_GBIF,6,4,3,NA
918,2020-2024,eBird_GBIF,1,1,1,NA
1881,2020-2024,eBird_GBIF,4,4,2,NA
57,2020-2024,eBird_GBIF,1,1,1,NA
57,2020-2024,China_Birdwatch,3,3,3,78
1855,2020-2024,eBird_GBIF,2,2,2,NA
2914,2020-2024,China_Birdwatch,4,2,4,54.67857142857143
860,2020-2024,China_Birdwatch,1,1,1,60
2709,2010-2014,China_Birdwatch,3,1,3,439.09090909090907
1706,2010-2014,China_Birdwatch,1,1,1,660
2285,2010-2014,China_Birdwatch,2,2,2,393
1779,2020-2024,China_Birdwatch,1,1,1,60
2564,2000-2004,eBird_GBIF,2,2,2,NA
2565,2000-2004,eBird_GBIF,1,1,1,NA
2563,2000-2004,eBird_GBIF,7,4,2,NA
3060,2000-2004,eBird_GBIF,2,1,2,NA
2984,2005-2009,eBird_GBIF,1,1,1,NA
2786,2005-2009,eBird_GBIF,1,1,1,NA
2066,2005-2009,eBird_GBIF,1,1,1,NA
2483,2010-2014,China_Birdwatch,1,1,1,420
2285,2010-2014,eBird_GBIF,1,1,1,NA
3352,2010-2014,eBird_GBIF,2,1,2,NA
2857,2015-2019,eBird_GBIF,2,2,1,NA
1773,2015-2019,eBird_GBIF,4,3,4,NA
2550,2015-2019,eBird_GBIF,2,2,2,NA
2861,2015-2019,China_Birdwatch,3,3,3,7047.692307692308
2786,2015-2019,China_Birdwatch,1,1,1,0
1707,2005-2009,China_Birdwatch,1,1,1,360
1272,2015-2019,China_Birdwatch,1,1,1,210
2637,2000-2004,China_Birdwatch,2,1,2,375
1353,2010-2014,eBird_GBIF,7,3,7,NA
850,2000-2004,eBird_GBIF,1,1,1,NA
1706,2000-2004,China_Birdwatch,1,1,1,300
1234,2010-2014,eBird_GBIF,1,1,1,NA
1610,2000-2004,eBird_GBIF,1,1,1,NA
1057,2000-2004,eBird_GBIF,1,1,1,NA
1315,2005-2009,eBird_GBIF,1,1,1,NA
1383,2005-2009,eBird_GBIF,3,3,2,NA
1097,2010-2014,China_Birdwatch,1,1,1,180
1849,2015-2019,eBird_GBIF,1,1,1,NA
1833,2015-2019,China_Birdwatch,1,1,1,0
555,2015-2019,China_Birdwatch,2,2,2,522
2331,2015-2019,China_Birdwatch,4,4,4,2266.4
2129,2015-2019,China_Birdwatch,3,2,3,140.76923076923077
2187,2015-2019,eBird_GBIF,2,1,2,NA
1982,2015-2019,eBird_GBIF,4,2,2,NA
2187,2020-2024,eBird_GBIF,1,1,1,NA
2186,2020-2024,eBird_GBIF,13,7,7,NA
2112,2020-2024,eBird_GBIF,10,10,6,NA
1243,2020-2024,eBird_GBIF,2,2,2,NA
2250,2020-2024,eBird_GBIF,2,1,2,NA
2327,2020-2024,China_Birdwatch,4,1,4,60
3070,2000-2004,eBird_GBIF,1,1,1,NA
3281,2000-2004,eBird_GBIF,1,1,1,NA
2710,2010-2014,China_Birdwatch,1,1,1,540
3065,2015-2019,China_Birdwatch,3,3,2,46
2351,2015-2019,eBird_GBIF,1,1,1,NA
2412,2015-2019,China_Birdwatch,2,2,2,4169.302325581395
2783,2015-2019,eBird_GBIF,4,3,4,NA
921,2015-2019,China_Birdwatch,1,1,1,2234
1924,2010-2014,eBird_GBIF,1,1,1,NA
1639,2020-2024,eBird_GBIF,3,3,2,NA
1979,2000-2004,eBird_GBIF,3,3,3,NA
1899,2015-2019,China_Birdwatch,1,1,1,180
1520,2020-2024,eBird_GBIF,1,1,1,NA
2684,2000-2004,eBird_GBIF,1,1,1,NA
2402,2005-2009,eBird_GBIF,1,1,1,NA
2199,2010-2014,eBird_GBIF,1,1,1,NA
2616,2005-2009,eBird_GBIF,1,1,1,NA
2347,2015-2019,China_Birdwatch,1,1,1,0
2923,2020-2024,eBird_GBIF,3,2,3,NA
1984,2010-2014,eBird_GBIF,1,1,1,NA
1288,2020-2024,eBird_GBIF,3,3,3,NA
991,2020-2024,eBird_GBIF,3,2,3,NA
1100,2020-2024,China_Birdwatch,1,1,1,60
1383,2015-2019,China_Birdwatch,2,1,2,298.85714285714283
1201,2015-2019,China_Birdwatch,1,1,1,2880
2569,2015-2019,China_Birdwatch,2,2,2,272
2862,2005-2009,eBird_GBIF,1,1,1,NA
2695,2010-2014,eBird_GBIF,2,2,2,NA
698,2015-2019,China_Birdwatch,2,1,2,641.25
2683,2020-2024,China_Birdwatch,5,5,5,52277.73333333334
2254,2020-2024,China_Birdwatch,1,1,1,60
634,2020-2024,China_Birdwatch,1,1,1,60
270,2015-2019,China_Birdwatch,2,1,2,630
2481,2005-2009,eBird_GBIF,3,2,3,NA
2275,2010-2014,eBird_GBIF,2,2,1,NA
2044,2010-2014,eBird_GBIF,1,1,1,NA
2354,2015-2019,eBird_GBIF,2,2,2,NA
2481,2020-2024,eBird_GBIF,4,4,4,NA
1027,2005-2009,eBird_GBIF,1,1,1,NA
1586,2010-2014,China_Birdwatch,1,1,1,300
1680,2010-2014,eBird_GBIF,2,1,2,NA
1536,2015-2019,China_Birdwatch,1,1,1,0
1679,2015-2019,China_Birdwatch,1,1,1,0
1679,2015-2019,eBird_GBIF,1,1,1,NA
2313,2020-2024,eBird_GBIF,3,2,3,NA
1249,2020-2024,eBird_GBIF,2,2,2,NA
1393,2020-2024,eBird_GBIF,1,1,1,NA
1479,2020-2024,China_Birdwatch,2,2,2,93.6
1533,2020-2024,China_Birdwatch,3,2,2,1545.7142857142858
1678,2020-2024,China_Birdwatch,1,1,1,1560
1319,2020-2024,China_Birdwatch,4,4,4,240
272,2020-2024,China_Birdwatch,2,2,2,333.75
1097,2015-2019,China_Birdwatch,4,2,4,143.2258064516129
1090,2005-2009,China_Birdwatch,1,1,1,234
1672,2020-2024,eBird_GBIF,5,1,5,NA
2040,2000-2004,eBird_GBIF,1,1,1,NA
2326,2000-2004,eBird_GBIF,1,1,1,NA
2532,2005-2009,eBird_GBIF,1,1,1,NA
2117,2005-2009,eBird_GBIF,5,3,5,NA
1455,2005-2009,eBird_GBIF,3,2,3,NA
2046,2005-2009,eBird_GBIF,14,10,11,NA
2458,2010-2014,eBird_GBIF,3,2,3,NA
2111,2010-2014,eBird_GBIF,1,1,1,NA
1414,2010-2014,eBird_GBIF,1,1,1,NA
1091,2010-2014,China_Birdwatch,1,1,1,210
2045,2010-2014,eBird_GBIF,1,1,1,NA
2614,2010-2014,eBird_GBIF,7,5,7,NA
2118,2010-2014,eBird_GBIF,1,1,1,NA
2047,2015-2019,China_Birdwatch,1,1,1,0
1822,2015-2019,eBird_GBIF,1,1,1,NA
2326,2015-2019,eBird_GBIF,3,3,1,NA
2616,2015-2019,China_Birdwatch,1,1,1,540
1101,2015-2019,China_Birdwatch,1,1,1,120
2607,2015-2019,eBird_GBIF,1,1,1,NA
2532,2015-2019,eBird_GBIF,2,2,2,NA
2394,2015-2019,eBird_GBIF,1,1,1,NA
2046,2015-2019,China_Birdwatch,4,4,3,315.47058823529414
1341,2015-2019,eBird_GBIF,1,1,1,NA
2328,2015-2019,China_Birdwatch,1,1,1,294
2612,2015-2019,China_Birdwatch,1,1,1,120
2540,2015-2019,eBird_GBIF,1,1,1,NA
2752,2015-2019,China_Birdwatch,1,1,1,540
2685,2015-2019,eBird_GBIF,1,1,1,NA
1755,2015-2019,eBird_GBIF,1,1,1,NA
2183,2015-2019,eBird_GBIF,1,1,1,NA
2539,2020-2024,China_Birdwatch,2,1,2,30
2401,2020-2024,China_Birdwatch,1,1,1,1860
2189,2020-2024,eBird_GBIF,2,2,2,NA
1340,2020-2024,China_Birdwatch,2,2,2,210
2606,2020-2024,eBird_GBIF,1,1,1,NA
2681,2020-2024,eBird_GBIF,5,5,4,NA
2323,2020-2024,China_Birdwatch,1,1,1,60
2471,2020-2024,China_Birdwatch,1,1,1,180
2406,2020-2024,China_Birdwatch,7,7,7,127.33333333333334
1809,2020-2024,eBird_GBIF,4,4,2,NA
702,2020-2024,eBird_GBIF,1,1,1,NA
1879,2020-2024,China_Birdwatch,3,1,3,60
2111,2020-2024,China_Birdwatch,1,1,1,13078
1967,2020-2024,eBird_GBIF,5,4,3,NA
1126,2020-2024,China_Birdwatch,1,1,1,60
1269,2020-2024,China_Birdwatch,1,1,1,60
2400,2020-2024,China_Birdwatch,3,3,3,165
2606,2020-2024,China_Birdwatch,3,3,3,60
1829,2020-2024,China_Birdwatch,2,2,2,60
1285,2020-2024,China_Birdwatch,1,1,1,60
2188,2020-2024,China_Birdwatch,9,9,4,60
1924,2005-2009,eBird_GBIF,1,1,1,NA
3285,2010-2014,eBird_GBIF,1,1,1,NA
1361,2015-2019,China_Birdwatch,1,1,1,626400
1776,2015-2019,China_Birdwatch,2,1,2,100
2479,2020-2024,eBird_GBIF,2,2,2,NA
854,2020-2024,China_Birdwatch,1,1,1,60
1624,2020-2024,China_Birdwatch,2,1,2,60
2479,2020-2024,China_Birdwatch,10,5,8,308.2121212121212
1143,2015-2019,eBird_GBIF,1,1,1,NA
2827,2015-2019,eBird_GBIF,1,1,1,NA
2407,2020-2024,eBird_GBIF,4,3,4,NA
1831,2020-2024,eBird_GBIF,4,4,4,NA
1170,2000-2004,eBird_GBIF,5,4,5,NA
1314,2005-2009,eBird_GBIF,2,1,2,NA
808,2005-2009,eBird_GBIF,2,2,1,NA
1098,2010-2014,eBird_GBIF,3,3,2,NA
1091,2015-2019,eBird_GBIF,1,1,1,NA
1732,2020-2024,China_Birdwatch,2,2,2,111.33333333333333
1610,2020-2024,China_Birdwatch,5,5,5,226.6
1674,2020-2024,China_Birdwatch,6,5,5,565.9032258064516
1562,2010-2014,China_Birdwatch,2,1,2,672
1806,2010-2014,eBird_GBIF,1,1,1,NA
1027,2010-2014,eBird_GBIF,2,2,2,NA
2457,2015-2019,eBird_GBIF,1,1,1,NA
1168,2015-2019,eBird_GBIF,1,1,1,NA
1666,2020-2024,China_Birdwatch,3,3,3,49
2647,2000-2004,eBird_GBIF,3,2,3,NA
3221,2010-2014,China_Birdwatch,1,1,1,420
1568,2015-2019,China_Birdwatch,1,1,1,120
1637,2005-2009,China_Birdwatch,1,1,1,480
2565,2010-2014,China_Birdwatch,1,1,1,180
3285,2015-2019,China_Birdwatch,2,2,2,257.14285714285717
2279,2020-2024,eBird_GBIF,1,1,1,NA
1625,2010-2014,China_Birdwatch,2,1,2,0
2494,2015-2019,China_Birdwatch,1,1,1,30
1268,2020-2024,China_Birdwatch,4,4,4,78.46153846153847
2260,2000-2004,eBird_GBIF,1,1,1,NA
2264,2010-2014,China_Birdwatch,1,1,1,2880
1380,2000-2004,eBird_GBIF,1,1,1,NA
808,2010-2014,China_Birdwatch,3,1,3,697.5
1061,2015-2019,China_Birdwatch,2,1,2,724.1379310344828
1170,2005-2009,eBird_GBIF,4,3,4,NA
735,2015-2019,China_Birdwatch,1,1,1,1980
1025,2015-2019,China_Birdwatch,1,1,1,180
883,2015-2019,eBird_GBIF,1,1,1,NA
812,2015-2019,eBird_GBIF,1,1,1,NA
2456,2020-2024,eBird_GBIF,2,2,2,NA
1489,2015-2019,eBird_GBIF,4,3,3,NA
1488,2015-2019,eBird_GBIF,2,2,2,NA
2552,2010-2014,eBird_GBIF,11,5,8,NA
2550,2020-2024,eBird_GBIF,1,1,1,NA
2621,2020-2024,eBird_GBIF,2,2,2,NA
2410,2015-2019,China_Birdwatch,1,1,1,1920
2544,2010-2014,eBird_GBIF,2,2,2,NA
1978,2010-2014,eBird_GBIF,1,1,1,NA
2060,2015-2019,eBird_GBIF,3,2,3,NA
2622,2015-2019,eBird_GBIF,1,1,1,NA
1234,2015-2019,China_Birdwatch,2,2,2,22.8
1165,2015-2019,China_Birdwatch,2,2,2,1266.6666666666667
274,2020-2024,eBird_GBIF,1,1,1,NA
274,2020-2024,China_Birdwatch,1,1,1,5
2261,2020-2024,eBird_GBIF,4,4,1,NA
1878,2020-2024,China_Birdwatch,1,1,1,60
1913,2020-2024,China_Birdwatch,2,2,2,60
2623,2010-2014,eBird_GBIF,1,1,1,NA
2542,2015-2019,eBird_GBIF,4,2,2,NA
2551,2020-2024,eBird_GBIF,5,4,5,NA
1483,2020-2024,China_Birdwatch,3,3,3,420
1659,2015-2019,eBird_GBIF,1,1,1,NA
2254,2005-2009,eBird_GBIF,3,3,3,NA
2118,2015-2019,eBird_GBIF,2,2,2,NA
2041,2015-2019,eBird_GBIF,2,2,1,NA
1588,2015-2019,eBird_GBIF,1,1,1,NA
2547,2020-2024,eBird_GBIF,1,1,1,NA
2608,2020-2024,China_Birdwatch,2,2,2,82.5
1951,2020-2024,China_Birdwatch,1,1,1,60
2458,2020-2024,eBird_GBIF,3,3,3,NA
2464,2020-2024,eBird_GBIF,3,2,3,NA
2620,2020-2024,China_Birdwatch,9,8,8,215.74468085106386
2393,2020-2024,China_Birdwatch,2,2,2,56.529411764705884
2475,2000-2004,eBird_GBIF,2,1,2,NA
2047,2005-2009,eBird_GBIF,1,1,1,NA
2754,2020-2024,eBird_GBIF,10,8,2,NA
2400,2020-2024,eBird_GBIF,5,3,2,NA
2551,2010-2014,eBird_GBIF,2,1,2,NA
1846,2015-2019,China_Birdwatch,1,1,1,2040
1345,2020-2024,eBird_GBIF,1,1,1,NA
1569,2020-2024,eBird_GBIF,1,1,1,NA
1499,2020-2024,eBird_GBIF,1,1,1,NA
1571,2020-2024,China_Birdwatch,4,2,4,75
2843,2015-2019,China_Birdwatch,1,1,1,0
2402,2010-2014,eBird_GBIF,3,1,3,NA
2407,2015-2019,eBird_GBIF,5,4,5,NA
2474,2015-2019,eBird_GBIF,1,1,1,NA
1491,2000-2004,eBird_GBIF,1,1,1,NA
2341,2000-2004,eBird_GBIF,2,2,1,NA
3287,2000-2004,eBird_GBIF,1,1,1,NA
2920,2000-2004,eBird_GBIF,1,1,1,NA
1855,2000-2004,eBird_GBIF,1,1,1,NA
1211,2005-2009,eBird_GBIF,1,1,1,NA
2132,2005-2009,eBird_GBIF,6,1,6,NA
777,2005-2009,eBird_GBIF,1,1,1,NA
2206,2010-2014,eBird_GBIF,1,1,1,NA
2997,2015-2019,eBird_GBIF,2,2,2,NA
994,2015-2019,eBird_GBIF,2,2,2,NA
1995,2015-2019,eBird_GBIF,3,3,3,NA
1356,2015-2019,eBird_GBIF,1,1,1,NA
1502,2015-2019,eBird_GBIF,2,2,2,NA
2778,2015-2019,China_Birdwatch,2,2,2,204
2420,2015-2019,eBird_GBIF,1,1,1,NA
2420,2015-2019,China_Birdwatch,1,1,1,300
2276,2015-2019,China_Birdwatch,1,1,1,3360
2276,2015-2019,eBird_GBIF,1,1,1,NA
3126,2020-2024,eBird_GBIF,2,2,2,NA
1208,2020-2024,eBird_GBIF,1,1,1,NA
1069,2020-2024,eBird_GBIF,1,1,1,NA
1210,2020-2024,eBird_GBIF,1,1,1,NA
1066,2020-2024,eBird_GBIF,1,1,1,NA
1058,2020-2024,eBird_GBIF,1,1,1,NA
2214,2020-2024,China_Birdwatch,1,1,1,60
1502,2020-2024,China_Birdwatch,1,1,1,26
2914,2005-2009,eBird_GBIF,2,1,2,NA
3279,2000-2004,eBird_GBIF,1,1,1,NA
3571,2010-2014,eBird_GBIF,3,3,3,NA
1640,2005-2009,eBird_GBIF,1,1,1,NA
812,2015-2019,China_Birdwatch,1,1,1,300
2691,2020-2024,China_Birdwatch,2,2,2,460
2716,2000-2004,eBird_GBIF,1,1,1,NA
2841,2020-2024,eBird_GBIF,1,1,1,NA
1162,2005-2009,eBird_GBIF,1,1,1,NA
2826,2005-2009,eBird_GBIF,3,3,1,NA
2263,2010-2014,eBird_GBIF,2,2,1,NA
2700,2010-2014,eBird_GBIF,1,1,1,NA
2621,2015-2019,eBird_GBIF,1,1,1,NA
2913,2015-2019,eBird_GBIF,1,1,1,NA
2693,2015-2019,eBird_GBIF,1,1,1,NA
1019,2015-2019,eBird_GBIF,1,1,1,NA
1826,2015-2019,eBird_GBIF,1,1,1,NA
1824,2015-2019,eBird_GBIF,1,1,1,NA
1621,2020-2024,China_Birdwatch,1,1,1,74
1642,2010-2014,eBird_GBIF,1,1,1,NA
3571,2015-2019,China_Birdwatch,1,1,1,119
2765,2020-2024,China_Birdwatch,3,3,3,1358
1630,2010-2014,eBird_GBIF,1,1,1,NA
1629,2010-2014,China_Birdwatch,1,1,1,90
989,2015-2019,eBird_GBIF,1,1,1,NA
1698,2010-2014,eBird_GBIF,6,3,6,NA
698,2010-2014,eBird_GBIF,1,1,1,NA
1236,2015-2019,China_Birdwatch,1,1,1,0
2915,2005-2009,eBird_GBIF,1,1,1,NA
1316,2020-2024,eBird_GBIF,1,1,1,NA
1091,2020-2024,China_Birdwatch,1,1,1,129
1454,2020-2024,China_Birdwatch,1,1,1,60
2486,2005-2009,eBird_GBIF,1,1,1,NA
2049,2005-2009,eBird_GBIF,2,1,2,NA
1497,2005-2009,eBird_GBIF,5,2,5,NA
2777,2005-2009,eBird_GBIF,1,1,1,NA
2575,2010-2014,China_Birdwatch,2,1,2,225.65217391304347
2205,2010-2014,China_Birdwatch,1,1,1,120
2130,2010-2014,eBird_GBIF,1,1,1,NA
1845,2010-2014,China_Birdwatch,1,1,1,60
1772,2010-2014,eBird_GBIF,1,1,1,NA
2625,2010-2014,China_Birdwatch,1,1,1,4708396
2060,2010-2014,China_Birdwatch,1,1,1,1680
2791,2015-2019,China_Birdwatch,1,1,1,240
1281,2015-2019,eBird_GBIF,1,1,1,NA
2846,2015-2019,eBird_GBIF,4,4,4,NA
1699,2020-2024,eBird_GBIF,2,1,2,NA
1842,2020-2024,China_Birdwatch,2,2,2,60
1983,2020-2024,China_Birdwatch,2,1,2,75.9090909090909
1911,2020-2024,China_Birdwatch,1,1,1,15
1927,2010-2014,eBird_GBIF,1,1,1,NA
1928,2010-2014,eBird_GBIF,1,1,1,NA
1328,2010-2014,eBird_GBIF,1,1,1,NA
1712,2020-2024,eBird_GBIF,4,4,4,NA
1401,2020-2024,China_Birdwatch,1,1,1,120
2699,2015-2019,China_Birdwatch,1,1,1,360
2562,2015-2019,China_Birdwatch,1,1,1,60
2205,2015-2019,China_Birdwatch,2,2,2,687.2727272727273
2203,2020-2024,eBird_GBIF,1,1,1,NA
1075,2015-2019,China_Birdwatch,1,1,1,2880
1639,2015-2019,China_Birdwatch,2,2,2,120
1484,2020-2024,eBird_GBIF,3,3,3,NA
1630,2005-2009,eBird_GBIF,2,2,2,NA
1379,2010-2014,eBird_GBIF,2,2,1,NA
1588,2010-2014,eBird_GBIF,2,2,1,NA
1558,2015-2019,eBird_GBIF,2,2,2,NA
2128,2015-2019,eBird_GBIF,2,2,2,NA
1308,2015-2019,eBird_GBIF,1,1,1,NA
1987,2020-2024,eBird_GBIF,1,1,1,NA
2695,2000-2004,China_Birdwatch,1,1,1,360
2456,2000-2004,eBird_GBIF,2,1,2,NA
2472,2020-2024,eBird_GBIF,2,2,2,NA
2549,2020-2024,China_Birdwatch,3,3,2,150
2200,2010-2014,China_Birdwatch,2,2,2,952321.8333333334
2062,2010-2014,eBird_GBIF,1,1,1,NA
2753,2015-2019,China_Birdwatch,1,1,1,11940
1608,2015-2019,China_Birdwatch,1,1,1,240
2986,2000-2004,eBird_GBIF,1,1,1,NA
705,2015-2019,eBird_GBIF,2,2,1,NA
1631,2020-2024,eBird_GBIF,3,2,3,NA
2183,2020-2024,China_Birdwatch,1,1,1,60
1484,2010-2014,China_Birdwatch,1,1,1,30
2698,2010-2014,eBird_GBIF,2,2,1,NA
2624,2015-2019,eBird_GBIF,1,1,1,NA
1487,2015-2019,eBird_GBIF,3,3,2,NA
1413,2015-2019,eBird_GBIF,1,1,1,NA
2840,2015-2019,eBird_GBIF,2,2,2,NA
1627,2015-2019,eBird_GBIF,4,1,4,NA
778,2020-2024,eBird_GBIF,1,1,1,NA
2268,2000-2004,eBird_GBIF,2,2,2,NA
2407,2010-2014,eBird_GBIF,1,1,1,NA
2066,2000-2004,eBird_GBIF,1,1,1,NA
2125,2005-2009,eBird_GBIF,1,1,1,NA
2530,2005-2009,eBird_GBIF,2,2,2,NA
1706,2005-2009,eBird_GBIF,2,2,2,NA
2850,2010-2014,eBird_GBIF,1,1,1,NA
1100,2010-2014,eBird_GBIF,1,1,1,NA
1483,2010-2014,China_Birdwatch,1,1,1,90
812,2010-2014,eBird_GBIF,1,1,1,NA
1629,2010-2014,eBird_GBIF,2,2,2,NA
1454,2015-2019,eBird_GBIF,1,1,1,NA
2985,2015-2019,eBird_GBIF,4,3,4,NA
997,2015-2019,eBird_GBIF,7,2,7,NA
1769,2015-2019,eBird_GBIF,1,1,1,NA
1992,2015-2019,eBird_GBIF,1,1,1,NA
1098,2015-2019,China_Birdwatch,1,1,1,180
1661,2015-2019,eBird_GBIF,1,1,1,NA
1305,2015-2019,eBird_GBIF,1,1,1,NA
811,2015-2019,eBird_GBIF,1,1,1,NA
1103,2020-2024,China_Birdwatch,2,2,2,2165.777777777778
1642,2020-2024,eBird_GBIF,1,1,1,NA
1450,2020-2024,eBird_GBIF,1,1,1,NA
1734,2020-2024,eBird_GBIF,1,1,1,NA
1806,2020-2024,eBird_GBIF,1,1,1,NA
2984,2020-2024,eBird_GBIF,2,2,2,NA
1535,2020-2024,eBird_GBIF,1,1,1,NA
1450,2020-2024,China_Birdwatch,1,1,1,60
1382,2020-2024,China_Birdwatch,4,4,4,1506
1837,2005-2009,eBird_GBIF,1,1,1,NA
2408,2010-2014,eBird_GBIF,4,4,1,NA
1876,2010-2014,China_Birdwatch,1,1,1,37
1465,2010-2014,eBird_GBIF,2,2,1,NA
632,2015-2019,eBird_GBIF,2,2,1,NA
2476,2015-2019,China_Birdwatch,1,1,1,840
1629,2015-2019,China_Birdwatch,1,1,1,189
2487,2015-2019,eBird_GBIF,1,1,1,NA
2756,2015-2019,eBird_GBIF,2,2,1,NA
1559,2015-2019,eBird_GBIF,1,1,1,NA
2622,2020-2024,eBird_GBIF,1,1,1,NA
1558,2020-2024,eBird_GBIF,1,1,1,NA
1482,2020-2024,China_Birdwatch,1,1,1,120
2766,2020-2024,China_Birdwatch,7,7,6,43.47826086956522
2759,2020-2024,China_Birdwatch,1,1,1,60
2473,2020-2024,China_Birdwatch,2,2,2,128.57142857142858
2911,2005-2009,eBird_GBIF,1,1,1,NA
2559,2010-2014,eBird_GBIF,1,1,1,NA
3355,2010-2014,eBird_GBIF,1,1,1,NA
3497,2015-2019,China_Birdwatch,1,1,1,0
2568,2015-2019,China_Birdwatch,1,1,1,0
3137,2015-2019,eBird_GBIF,2,2,2,NA
2706,2015-2019,China_Birdwatch,1,1,1,60
2916,2020-2024,eBird_GBIF,2,2,2,NA
2551,2005-2009,eBird_GBIF,1,1,1,NA
2752,2000-2004,eBird_GBIF,4,4,4,NA
2540,2010-2014,eBird_GBIF,2,2,2,NA
2182,2010-2014,eBird_GBIF,1,1,1,NA
2474,2010-2014,China_Birdwatch,1,1,1,11520
2328,2015-2019,eBird_GBIF,1,1,1,NA
1676,2015-2019,eBird_GBIF,2,2,1,NA
1970,2015-2019,eBird_GBIF,3,3,1,NA
2024,2015-2019,eBird_GBIF,1,1,1,NA
632,2020-2024,eBird_GBIF,1,1,1,NA
2263,2020-2024,China_Birdwatch,1,1,1,103.71428571428571
1749,2020-2024,eBird_GBIF,1,1,1,NA
2404,2020-2024,eBird_GBIF,1,1,1,NA
1590,2020-2024,eBird_GBIF,2,1,2,NA
2198,2000-2004,eBird_GBIF,1,1,1,NA
2280,2010-2014,eBird_GBIF,1,1,1,NA
1312,2010-2014,China_Birdwatch,1,1,1,420
2480,2015-2019,eBird_GBIF,1,1,1,NA
1666,2015-2019,China_Birdwatch,1,1,1,645
1776,2015-2019,eBird_GBIF,3,3,2,NA
1491,2015-2019,eBird_GBIF,3,3,3,NA
1594,2015-2019,eBird_GBIF,2,2,2,NA
1346,2015-2019,China_Birdwatch,5,4,5,288.42105263157896
1950,2020-2024,China_Birdwatch,2,2,2,60
1839,2020-2024,eBird_GBIF,1,1,1,NA
1306,2020-2024,eBird_GBIF,2,2,2,NA
1738,2020-2024,eBird_GBIF,1,1,1,NA
1666,2020-2024,eBird_GBIF,1,1,1,NA
1594,2020-2024,eBird_GBIF,1,1,1,NA
1807,2020-2024,eBird_GBIF,1,1,1,NA
1523,2020-2024,China_Birdwatch,1,1,1,60
343,2010-2014,China_Birdwatch,1,1,1,120
1410,2015-2019,China_Birdwatch,1,1,1,0
1412,2020-2024,China_Birdwatch,1,1,1,60
991,2000-2004,eBird_GBIF,1,1,1,NA
2714,2020-2024,eBird_GBIF,1,1,1,NA
3062,2000-2004,eBird_GBIF,1,1,1,NA
2205,2005-2009,eBird_GBIF,2,2,2,NA
271,2010-2014,eBird_GBIF,1,1,1,NA
557,2010-2014,eBird_GBIF,2,1,2,NA
2753,2010-2014,eBird_GBIF,1,1,1,NA
2987,2015-2019,eBird_GBIF,2,2,2,NA
2401,2015-2019,eBird_GBIF,1,1,1,NA
2400,2015-2019,China_Birdwatch,1,1,1,718
2767,2015-2019,China_Birdwatch,2,2,2,313.6666666666667
2408,2020-2024,eBird_GBIF,3,3,3,NA
56,2020-2024,China_Birdwatch,1,1,1,60
129,2020-2024,China_Birdwatch,2,2,2,60
130,2020-2024,China_Birdwatch,1,1,1,60
3066,2010-2014,China_Birdwatch,1,1,1,5109
2494,2010-2014,China_Birdwatch,1,1,1,124
1659,2000-2004,eBird_GBIF,1,1,1,NA
2339,2015-2019,China_Birdwatch,2,2,2,372.5
2695,2005-2009,eBird_GBIF,2,1,2,NA
2550,2020-2024,China_Birdwatch,2,2,2,368.2
2399,2020-2024,China_Birdwatch,1,1,1,60
1609,2000-2004,eBird_GBIF,2,2,2,NA
955,2010-2014,eBird_GBIF,1,1,1,NA
2053,2015-2019,eBird_GBIF,1,1,1,NA
1523,2015-2019,eBird_GBIF,1,1,1,NA
2348,2015-2019,China_Birdwatch,1,1,1,60
1063,2020-2024,eBird_GBIF,2,2,2,NA
1249,2020-2024,China_Birdwatch,2,2,2,251.42857142857142
846,2020-2024,eBird_GBIF,1,1,1,NA
3217,2000-2004,eBird_GBIF,1,1,1,NA
2198,2005-2009,eBird_GBIF,1,1,1,NA
2629,2010-2014,eBird_GBIF,1,1,1,NA
