grid_cell,period_pair,metric,value_mean,value_l95,value_u95
56,2005-2009 vs 2000-2004,bray,0.02558172613175248,0.016938749861753644,0.03654362917772096
57,2005-2009 vs 2000-2004,bray,0.026630678917138238,0.016653704742862062,0.03755399579165982
128,2005-2009 vs 2000-2004,bray,0.0318921241068399,0.021287150481001427,0.04404857457933779
129,2005-2009 vs 2000-2004,bray,0.02721775395094457,0.01911358372896032,0.040686016920738186
130,2005-2009 vs 2000-2004,bray,0.026685160969652864,0.0171396315480152,0.04107019672900108
198,2005-2009 vs 2000-2004,bray,0.018324703348317914,0.011976726582059529,0.02473267183209879
199,2005-2009 vs 2000-2004,bray,0.01657810640371181,0.010051016017173122,0.023261430651370693
203,2005-2009 vs 2000-2004,bray,0.0187290935170473,0.012439169755315739,0.027048667660112827
270,2005-2009 vs 2000-2004,bray,0.01788324592345512,0.011996052304123914,0.023697842258025223
271,2005-2009 vs 2000-2004,bray,0.018478420767062236,0.01202837993482731,0.024084209735111817
272,2005-2009 vs 2000-2004,bray,0.018065411551128327,0.011865529075359477,0.02353712029926621
274,2005-2009 vs 2000-2004,bray,0.016080135665477883,0.0095343435615715191,0.02167352872011153
276,2005-2009 vs 2000-2004,bray,0.017127839775313028,0.009592451028778596,0.024805006084953726
341,2005-2009 vs 2000-2004,bray,0.03234447197661293,0.0192528356763956,0.045610770904984284
342,2005-2009 vs 2000-2004,bray,0.02485002788038625,0.014835437162468101,0.03602133910719786
343,2005-2009 vs 2000-2004,bray,0.024518628137853802,0.015817843510720516,0.037900477267610484
344,2005-2009 vs 2000-2004,bray,0.027160330014220902,0.01833749008898327,0.037164224842951274
345,2005-2009 vs 2000-2004,bray,0.024958990753275536,0.017514639174232367,0.032224245396077884
347,2005-2009 vs 2000-2004,bray,0.02703263845077247,0.01819669243347902,0.037911670714618276
412,2005-2009 vs 2000-2004,bray,0.03311619315256962,0.02163501848167468,0.045141329066777335
413,2005-2009 vs 2000-2004,bray,0.03203960809485695,0.020667319852118615,0.04387236481959184
414,2005-2009 vs 2000-2004,bray,0.030532449290654025,0.019900087122721198,0.04201773614893295
415,2005-2009 vs 2000-2004,bray,0.032602577463938034,0.022006281493898213,0.043967050688661156
416,2005-2009 vs 2000-2004,bray,0.033218628490589985,0.022157560540054702,0.044458605719352354
417,2005-2009 vs 2000-2004,bray,0.022429636321155418,0.0132627371764088,0.03631814994671121
418,2005-2009 vs 2000-2004,bray,0.02031854306098866,0.011907842983769788,0.032789768021215006
483,2005-2009 vs 2000-2004,bray,0.0345861011001122,0.025457105670641623,0.046356766780498666
484,2005-2009 vs 2000-2004,bray,0.028860466558571392,0.02179660050061071,0.03619752929660212
485,2005-2009 vs 2000-2004,bray,0.02820425781305587,0.021405292316018995,0.0359799862822737
486,2005-2009 vs 2000-2004,bray,0.03262061655171437,0.02426133349859072,0.043398888862220396
487,2005-2009 vs 2000-2004,bray,0.02765271493930501,0.021235880587320406,0.03603588666876607
488,2005-2009 vs 2000-2004,bray,0.02700446176676035,0.02111887828624196,0.03545106709102154
554,2005-2009 vs 2000-2004,bray,0.03471034206459507,0.02571933478513224,0.045592144748822956
555,2005-2009 vs 2000-2004,bray,0.03568007146650276,0.025244078617015928,0.047525965433976365
556,2005-2009 vs 2000-2004,bray,0.033826861432444844,0.02472049552675218,0.045240756657010266
557,2005-2009 vs 2000-2004,bray,0.029712555540349492,0.021500605553303624,0.03762627593883044
558,2005-2009 vs 2000-2004,bray,0.03163818624571591,0.023772918800164335,0.040943625916765036
559,2005-2009 vs 2000-2004,bray,0.034353814449711494,0.024777762321191818,0.04565504202205132
560,2005-2009 vs 2000-2004,bray,0.03356796994130322,0.02412722755429599,0.042943645110886705
561,2005-2009 vs 2000-2004,bray,0.020740924574775776,0.013836653845754106,0.02774474173210417
563,2005-2009 vs 2000-2004,bray,0.018691363742705535,0.012290409729209643,0.026880347549763015
564,2005-2009 vs 2000-2004,bray,0.019520437693275657,0.013545503965742172,0.025513579221318354
592,2005-2009 vs 2000-2004,bray,0.035100024240009485,0.022056490631983516,0.047952733461760995
593,2005-2009 vs 2000-2004,bray,0.04581672417615759,0.032251077193200146,0.05778889301047875
625,2005-2009 vs 2000-2004,bray,0.02470514217056601,0.016890001491172774,0.03567625257908641
626,2005-2009 vs 2000-2004,bray,0.02393083842198707,0.016976175800029525,0.03266883621935352
627,2005-2009 vs 2000-2004,bray,0.023599715743904338,0.0158132855319257,0.03237852865077188
628,2005-2009 vs 2000-2004,bray,0.02475169642528872,0.01782944890940405,0.03320943464199869
629,2005-2009 vs 2000-2004,bray,0.023377809732015753,0.015218953401381399,0.03213625403146725
630,2005-2009 vs 2000-2004,bray,0.025804378620105855,0.017518164514318826,0.03501497135572397
631,2005-2009 vs 2000-2004,bray,0.023970046832615027,0.017318230260394297,0.03305868106728572
632,2005-2009 vs 2000-2004,bray,0.023891995498342155,0.016761644405237454,0.03208099554907635
634,2005-2009 vs 2000-2004,bray,0.02189598747011943,0.01538250451177435,0.031002127975543272
635,2005-2009 vs 2000-2004,bray,0.020285330582936165,0.013423506805139231,0.02836080234307451
636,2005-2009 vs 2000-2004,bray,0.020081734357274606,0.013895410575924055,0.028543987682022005
637,2005-2009 vs 2000-2004,bray,0.0237180829341169,0.015362464811105606,0.031879234394836926
640,2005-2009 vs 2000-2004,bray,0.02190255814557944,0.013642139661959811,0.030472553258354396
663,2005-2009 vs 2000-2004,bray,0.040126503355019376,0.02837893742730277,0.05351452001818201
664,2005-2009 vs 2000-2004,bray,0.04544238404402769,0.03232393025379279,0.059310032363328144
665,2005-2009 vs 2000-2004,bray,0.04820898194917259,0.033803439438112405,0.06117681815761502
666,2005-2009 vs 2000-2004,bray,0.04459596466200794,0.03147400937220844,0.057682401899145606
696,2005-2009 vs 2000-2004,bray,0.036018865856217386,0.024234326691293787,0.049612782651462746
698,2005-2009 vs 2000-2004,bray,0.03230085109256148,0.022478688920611726,0.04435375119587677
699,2005-2009 vs 2000-2004,bray,0.03161805632874608,0.021707431832568676,0.04431406437138996
700,2005-2009 vs 2000-2004,bray,0.05370305572372199,0.03663943229087658,0.07148959866407317
701,2005-2009 vs 2000-2004,bray,0.0404567909117436,0.02859829861216891,0.05454046198905678
702,2005-2009 vs 2000-2004,bray,0.02651555510994316,0.017266961085947562,0.038323841101717215
704,2005-2009 vs 2000-2004,bray,0.02449389057399449,0.017796675460830788,0.03430187156149342
705,2005-2009 vs 2000-2004,bray,0.02535360785813232,0.01740451736979389,0.03609859279655749
706,2005-2009 vs 2000-2004,bray,0.03400221429223277,0.02572716078383692,0.04350586238818108
708,2005-2009 vs 2000-2004,bray,0.02504634826800879,0.019652278243265483,0.03290143485366301
710,2005-2009 vs 2000-2004,bray,0.022361180609661666,0.01751220412028243,0.0290542906162059
711,2005-2009 vs 2000-2004,bray,0.02369821587149139,0.017742035447393997,0.03056844558436686
712,2005-2009 vs 2000-2004,bray,0.02017265925764462,0.01513907657959206,0.026140968350794307
716,2005-2009 vs 2000-2004,bray,0.02030862501769695,0.01472000197263145,0.0262772518142333
717,2005-2009 vs 2000-2004,bray,0.01740875920214292,0.011774866704816306,0.024217519074502168
735,2005-2009 vs 2000-2004,bray,0.04924087339984792,0.03226963247268806,0.06507739382536341
736,2005-2009 vs 2000-2004,bray,0.04917370681487666,0.03363365240249975,0.06277380356002468
737,2005-2009 vs 2000-2004,bray,0.04692223097995958,0.031705562120516624,0.06279884982467174
738,2005-2009 vs 2000-2004,bray,0.039881489683597574,0.028530591186975006,0.05016760094324377
772,2005-2009 vs 2000-2004,bray,0.02055062863345454,0.013967038456213249,0.028334158830070354
773,2005-2009 vs 2000-2004,bray,0.021814705053962498,0.015319471750880368,0.03110098531940826
774,2005-2009 vs 2000-2004,bray,0.03156718185388344,0.02110691014486317,0.041588583392617985
775,2005-2009 vs 2000-2004,bray,0.025458641988704452,0.018481033804405963,0.033938107000812616
776,2005-2009 vs 2000-2004,bray,0.02833836724720576,0.021414101451893923,0.03680397602127512
777,2005-2009 vs 2000-2004,bray,0.035039822608920614,0.024545000657596523,0.04581488798275782
778,2005-2009 vs 2000-2004,bray,0.027210407438450202,0.019910868485878197,0.035854039385422594
783,2005-2009 vs 2000-2004,bray,0.017167203935362963,0.010885436767608786,0.024345699347321677
