grid_cell,period_pair,metric,value_mean,value_l95,value_u95
784,2005-2009 vs 2000-2004,bray,0.016332970276224604,0.010439108232011335,0.023529850098189354
785,2005-2009 vs 2000-2004,bray,0.015978605105307464,0.010213712771466914,0.022041420844286258
787,2005-2009 vs 2000-2004,bray,0.01968300647919047,0.013945733438205061,0.02738703268882551
788,2005-2009 vs 2000-2004,bray,0.016671374712537202,0.011899290078562295,0.02286831300626527
804,2005-2009 vs 2000-2004,bray,0.033434471348648145,0.022499391786866805,0.044870193268142115
805,2005-2009 vs 2000-2004,bray,0.047880066742946877,0.033166006317823224,0.06555138842172531
806,2005-2009 vs 2000-2004,bray,0.04775626042650201,0.03200508822709898,0.06622986738201032
807,2005-2009 vs 2000-2004,bray,0.04391438387318721,0.02594092640736342,0.06802918145655465
808,2005-2009 vs 2000-2004,bray,0.039912021881116526,0.02444601528487583,0.057320758922306
809,2005-2009 vs 2000-2004,bray,0.04639201697618741,0.034671305368249444,0.061026995083611806
810,2005-2009 vs 2000-2004,bray,0.04084658660719599,0.028806205910789768,0.053748118405602466
811,2005-2009 vs 2000-2004,bray,0.044058586323824,0.03180012068390702,0.05977848055917115
812,2005-2009 vs 2000-2004,bray,0.04740283689107279,0.03496917236136092,0.06100865240827302
813,2005-2009 vs 2000-2004,bray,0.050421003204754414,0.035068303102948575,0.06526325161009061
845,2005-2009 vs 2000-2004,bray,0.02635124047477486,0.02018447930103911,0.03625346370497726
846,2005-2009 vs 2000-2004,bray,0.024983672722604343,0.01607544475264706,0.037610916338100965
847,2005-2009 vs 2000-2004,bray,0.02211546698363117,0.0153342660187741,0.029015440959519214
848,2005-2009 vs 2000-2004,bray,0.02287813025371168,0.017000580294327255,0.029786111001679216
849,2005-2009 vs 2000-2004,bray,0.02428964510857086,0.018408072428540256,0.030815718187076815
850,2005-2009 vs 2000-2004,bray,0.025056183393383346,0.018970070765319844,0.03457191926599496
851,2005-2009 vs 2000-2004,bray,0.022944276335197304,0.017143464255792388,0.031348198169676614
854,2005-2009 vs 2000-2004,bray,0.016697308862063776,0.012147862191267724,0.023351916570290968
855,2005-2009 vs 2000-2004,bray,0.016455849265839526,0.01171532782920071,0.023635242172562434
856,2005-2009 vs 2000-2004,bray,0.016867595270660892,0.011918477390662255,0.024539790892054443
857,2005-2009 vs 2000-2004,bray,0.018675750316500216,0.012875162561530302,0.025138701331376016
858,2005-2009 vs 2000-2004,bray,0.0202492868781132,0.013428286617719774,0.026281998802998915
859,2005-2009 vs 2000-2004,bray,0.022373271547112,0.01518162600077242,0.030100958544393097
860,2005-2009 vs 2000-2004,bray,0.02390094019740293,0.017216982931714014,0.034454124467196826
876,2005-2009 vs 2000-2004,bray,0.0368825757468053,0.025512768006869697,0.049631591579903024
877,2005-2009 vs 2000-2004,bray,0.04623027831556167,0.03218214576073584,0.06218802054736127
878,2005-2009 vs 2000-2004,bray,0.04582072696703713,0.031884348591300134,0.06148261208110233
879,2005-2009 vs 2000-2004,bray,0.047218027558112316,0.03384823540606062,0.06404653626775057
881,2005-2009 vs 2000-2004,bray,0.041283425319720464,0.028770762272093554,0.05381290711224017
882,2005-2009 vs 2000-2004,bray,0.04443829818407561,0.03222672851774785,0.05609933390816033
883,2005-2009 vs 2000-2004,bray,0.0414852367787118,0.03027362263327915,0.05291693981101993
884,2005-2009 vs 2000-2004,bray,0.03342221254183798,0.019905586579627096,0.04739511119760173
885,2005-2009 vs 2000-2004,bray,0.04883154169249269,0.03355001345906198,0.06679880072185251
916,2005-2009 vs 2000-2004,bray,0.03702006037243438,0.025311363798488393,0.050881520947879025
917,2005-2009 vs 2000-2004,bray,0.03603968660132514,0.023907674962545648,0.049978404156575944
918,2005-2009 vs 2000-2004,bray,0.04759921420793734,0.034623468014335385,0.06080007909552483
919,2005-2009 vs 2000-2004,bray,0.04335535964025628,0.03154290065357346,0.05573333360104697
920,2005-2009 vs 2000-2004,bray,0.03581431732736664,0.023850834805374525,0.047841061381451465
921,2005-2009 vs 2000-2004,bray,0.021839076024778935,0.0147891797067749,0.03126464692865902
922,2005-2009 vs 2000-2004,bray,0.018446907435863632,0.011240005806234589,0.028105823125092994
923,2005-2009 vs 2000-2004,bray,0.019008901906676742,0.012753711979455983,0.029109807280015842
926,2005-2009 vs 2000-2004,bray,0.019613102657173788,0.012456232710882828,0.028059329607998
927,2005-2009 vs 2000-2004,bray,0.02255493071975372,0.01571226327548191,0.03312395076538679
929,2005-2009 vs 2000-2004,bray,0.023069928950923652,0.016193892050624735,0.03400000526971893
930,2005-2009 vs 2000-2004,bray,0.02663811461010241,0.018567951072016847,0.0380643182907397
931,2005-2009 vs 2000-2004,bray,0.025847385994173935,0.017786397870365584,0.037415069444588576
947,2005-2009 vs 2000-2004,bray,0.03593752726544946,0.024350799829257655,0.04894174899468912
948,2005-2009 vs 2000-2004,bray,0.039760480743936594,0.0277820426166165,0.05116209073569546
949,2005-2009 vs 2000-2004,bray,0.043120045380458286,0.02928612536937254,0.05511721920565028
950,2005-2009 vs 2000-2004,bray,0.04232860681248612,0.02953393295691923,0.05421610782528264
951,2005-2009 vs 2000-2004,bray,0.04677347342739213,0.03203300509328099,0.05959281330721692
952,2005-2009 vs 2000-2004,bray,0.04677149716449161,0.032035591488639936,0.059975894416539645
953,2005-2009 vs 2000-2004,bray,0.04683264284720089,0.031573233891377284,0.060125721489544086
955,2005-2009 vs 2000-2004,bray,0.047247379101726605,0.03073227585945132,0.06420482105398316
956,2005-2009 vs 2000-2004,bray,0.047267552276464175,0.0321828037892084,0.060850082679681214
985,2005-2009 vs 2000-2004,bray,0.04513040967363333,0.03105022585544701,0.05993181298937018
986,2005-2009 vs 2000-2004,bray,0.044800556244920846,0.030643747394434265,0.05926756970633358
987,2005-2009 vs 2000-2004,bray,0.04215485381610999,0.02878271052315581,0.055527826770530316
988,2005-2009 vs 2000-2004,bray,0.03079293892941123,0.019678411524194157,0.04042509776644015
989,2005-2009 vs 2000-2004,bray,0.03174862551558674,0.021748580042368144,0.0411353611644275
991,2005-2009 vs 2000-2004,bray,0.023604015679264467,0.01590156643133728,0.032962445068656324
992,2005-2009 vs 2000-2004,bray,0.024777566593272817,0.01688871471636836,0.033005911582758896
993,2005-2009 vs 2000-2004,bray,0.02403960360955268,0.016863034029344134,0.032389612529353476
994,2005-2009 vs 2000-2004,bray,0.022029928548891093,0.015351204953933814,0.029600251456126287
995,2005-2009 vs 2000-2004,bray,0.02301246128234425,0.015538159986963571,0.031154341125833443
996,2005-2009 vs 2000-2004,bray,0.02253019905357591,0.01549756055741696,0.03151224814407035
997,2005-2009 vs 2000-2004,bray,0.01827554643528112,0.01271150432832111,0.024631703180022113
999,2005-2009 vs 2000-2004,bray,0.018788684880528806,0.012175667157667679,0.025334183355735913
1001,2005-2009 vs 2000-2004,bray,0.02536479373406803,0.019253934465108508,0.03514022145059606
1002,2005-2009 vs 2000-2004,bray,0.025478246385047212,0.018446699159552302,0.03469166286591
1003,2005-2009 vs 2000-2004,bray,0.02649396843973714,0.019636470214817577,0.03645842283193774
1018,2005-2009 vs 2000-2004,bray,0.04263636529195785,0.028140340199005208,0.05751169970236155
1019,2005-2009 vs 2000-2004,bray,0.04802826966355183,0.03253056532103069,0.06503621096391424
1020,2005-2009 vs 2000-2004,bray,0.04671057187737685,0.031798225695897506,0.06589809387752005
1021,2005-2009 vs 2000-2004,bray,0.04549292825340163,0.030876070623568022,0.06694290685919496
1022,2005-2009 vs 2000-2004,bray,0.04698455680601819,0.03373378814538813,0.06307439347498167
1023,2005-2009 vs 2000-2004,bray,0.04728548594456017,0.0340322092590528,0.06358854580632639
1025,2005-2009 vs 2000-2004,bray,0.04706778422970193,0.03379835030281854,0.06367307637172628
1026,2005-2009 vs 2000-2004,bray,0.048960708593865435,0.0353963505211589,0.06530094944603566
1027,2005-2009 vs 2000-2004,bray,0.049434805390222686,0.03542160890943554,0.06581475041331379
1028,2005-2009 vs 2000-2004,bray,0.049189558117522444,0.035468141674431256,0.06417087886632579
1029,2005-2009 vs 2000-2004,bray,0.047789203733439804,0.03366171526122532,0.062498598821751114
1055,2005-2009 vs 2000-2004,bray,0.03714953180930418,0.02588679559239071,0.050614430135927486
1057,2005-2009 vs 2000-2004,bray,0.03616347448605911,0.026384645884247934,0.049415788682472594
1058,2005-2009 vs 2000-2004,bray,0.04015619687926028,0.028698209376078736,0.05422338825259916
1061,2005-2009 vs 2000-2004,bray,0.023845332542404205,0.016628304524534104,0.03335082033259924
1063,2005-2009 vs 2000-2004,bray,0.0225406505557236,0.016132824703356766,0.03173929018487234
1064,2005-2009 vs 2000-2004,bray,0.023956274546853586,0.016771041044260814,0.032987294709168224
1065,2005-2009 vs 2000-2004,bray,0.02220007996318594,0.01590642585880687,0.03277565342282067
1066,2005-2009 vs 2000-2004,bray,0.021132094502742286,0.015069444400052086,0.030969050695513964
1068,2005-2009 vs 2000-2004,bray,0.033070480275583194,0.022825724524407228,0.04498969608961365
1069,2005-2009 vs 2000-2004,bray,0.031050302842180237,0.02039412947292648,0.042329198714177826
1070,2005-2009 vs 2000-2004,bray,0.028052359475673423,0.018736273855149758,0.0391302602756669
1073,2005-2009 vs 2000-2004,bray,0.02939168984949096,0.02079595040793958,0.040870848780004826
1075,2005-2009 vs 2000-2004,bray,0.02893077093709015,0.021250603770617507,0.040546007060238885
1076,2005-2009 vs 2000-2004,bray,0.028604417878041348,0.020099270471202794,0.0404076669051641
1089,2005-2009 vs 2000-2004,bray,0.03696759620554827,0.02595308541440285,0.05246063376993497
1090,2005-2009 vs 2000-2004,bray,0.03682027567458432,0.026360134312170876,0.051135959750348514
1091,2005-2009 vs 2000-2004,bray,0.033943818851061874,0.022574286680038455,0.04564243408241465
1092,2005-2009 vs 2000-2004,bray,0.032033052473431724,0.02147601897468231,0.0436208139390273
1093,2005-2009 vs 2000-2004,bray,0.03318471794730507,0.02164148525710288,0.044572193049834744
1094,2005-2009 vs 2000-2004,bray,0.033795216741015315,0.02292674123673653,0.04597135127650223
1095,2005-2009 vs 2000-2004,bray,0.03885742583605302,0.027885696129683005,0.05141100862377266
1096,2005-2009 vs 2000-2004,bray,0.04106872242931246,0.029507746014582833,0.05626911959241495
1097,2005-2009 vs 2000-2004,bray,0.041400727516462656,0.028181475382342277,0.059150497721927583
1098,2005-2009 vs 2000-2004,bray,0.04854149442476648,0.034360535621425034,0.06866603173857509
1099,2005-2009 vs 2000-2004,bray,0.04832279091699216,0.03192006566336008,0.07131586973578659
1100,2005-2009 vs 2000-2004,bray,0.04471375067618897,0.030902666111159292,0.06302440378481779
1101,2005-2009 vs 2000-2004,bray,0.047348086818081725,0.035926735589214935,0.06304942289083175
1103,2005-2009 vs 2000-2004,bray,0.05121260951408476,0.03555218588720319,0.07273575365802797
1125,2005-2009 vs 2000-2004,bray,0.04371867304183613,0.030897562896521204,0.05684808468904054
1126,2005-2009 vs 2000-2004,bray,0.044104053930919845,0.030481168398095754,0.057783395222921266
1127,2005-2009 vs 2000-2004,bray,0.04432025178077228,0.03080395322507419,0.05842342230660826
1128,2005-2009 vs 2000-2004,bray,0.04448373123603076,0.032043032448944374,0.05825450233560303
1129,2005-2009 vs 2000-2004,bray,0.04789841710811038,0.034534342249429646,0.06314276184734434
1130,2005-2009 vs 2000-2004,bray,0.03325630276947657,0.022080293254446996,0.044094690375457136
1131,2005-2009 vs 2000-2004,bray,0.026770775434666525,0.018364911618180636,0.03592669705734727
1132,2005-2009 vs 2000-2004,bray,0.02551455952400853,0.016772517278491796,0.03469723332519291
1133,2005-2009 vs 2000-2004,bray,0.024250123778420653,0.01536391769214728,0.03176915388603969
1134,2005-2009 vs 2000-2004,bray,0.023744956824811387,0.015008682546752751,0.0317250276437381
1136,2005-2009 vs 2000-2004,bray,0.020554317227294856,0.012644063971568637,0.028262600048119518
1137,2005-2009 vs 2000-2004,bray,0.02039194694215074,0.012540280811216123,0.027414224399678607
1138,2005-2009 vs 2000-2004,bray,0.02210680410125085,0.014890670198103325,0.029392740467644906
1139,2005-2009 vs 2000-2004,bray,0.022099611130722428,0.015217880764935616,0.029715864600383522
1140,2005-2009 vs 2000-2004,bray,0.02154818412820398,0.015276634451155558,0.028530022492049216
1141,2005-2009 vs 2000-2004,bray,0.020278292186713173,0.014579373743928875,0.02667958679713828
1142,2005-2009 vs 2000-2004,bray,0.01715860771136981,0.0119083978443899,0.023247593076666233
1143,2005-2009 vs 2000-2004,bray,0.018035831570183278,0.01254612316055926,0.023966699736673883
1144,2005-2009 vs 2000-2004,bray,0.02840623274655874,0.019927363109556315,0.03785224799578394
1145,2005-2009 vs 2000-2004,bray,0.026821806334884478,0.019842320032591784,0.03632451028454315
1161,2005-2009 vs 2000-2004,bray,0.04690804517485839,0.031335373550422416,0.06313600805402833
1162,2005-2009 vs 2000-2004,bray,0.04163426393081326,0.026071219673905743,0.05653446030045103
1163,2005-2009 vs 2000-2004,bray,0.042896523342419605,0.027296100101231027,0.05875086575361877
1164,2005-2009 vs 2000-2004,bray,0.04782824481495696,0.03394610856327322,0.06583066561201728
1165,2005-2009 vs 2000-2004,bray,0.04744606976809817,0.03482680641513734,0.06238687845598492
1166,2005-2009 vs 2000-2004,bray,0.043452723084569295,0.030564990625650712,0.05749810749309463
1167,2005-2009 vs 2000-2004,bray,0.04367015240412889,0.03029617916060347,0.05752614478844054
1168,2005-2009 vs 2000-2004,bray,0.048622651879221164,0.034721835492356114,0.06243382970064578
1169,2005-2009 vs 2000-2004,bray,0.05064176553552833,0.03610905392614755,0.06584212366158602
1170,2005-2009 vs 2000-2004,bray,0.05210019687114192,0.038099333157678855,0.0666048870410719
1171,2005-2009 vs 2000-2004,bray,0.05102427864410729,0.037283475231419595,0.06804107984755109
1172,2005-2009 vs 2000-2004,bray,0.051613348615998984,0.0376644124531779,0.06671316633534187
1173,2005-2009 vs 2000-2004,bray,0.0513569202636554,0.037807499568506354,0.06537751461439624
1175,2005-2009 vs 2000-2004,bray,0.047631579255194435,0.03417201786463066,0.06206052826491549
1196,2005-2009 vs 2000-2004,bray,0.056566662272833655,0.040323446132800284,0.07397529682719642
1197,2005-2009 vs 2000-2004,bray,0.054522437736121844,0.03944899061178226,0.06911736674029716
1198,2005-2009 vs 2000-2004,bray,0.05305356749541197,0.03905568539722242,0.06609296629117434
1199,2005-2009 vs 2000-2004,bray,0.04937708857472834,0.036229397273249815,0.06175045822812233
1200,2005-2009 vs 2000-2004,bray,0.05012724114796317,0.03797521168516878,0.06302466601953924
1201,2005-2009 vs 2000-2004,bray,0.03950180450859605,0.02945774194180189,0.04916680359537508
1202,2005-2009 vs 2000-2004,bray,0.03212309303811026,0.023140317653090114,0.042821605684048
1203,2005-2009 vs 2000-2004,bray,0.03965122159676973,0.030019204330378364,0.05153682992412391
1204,2005-2009 vs 2000-2004,bray,0.027383126215523943,0.0193105650695843,0.03887751519903531
1205,2005-2009 vs 2000-2004,bray,0.027643201345509495,0.01954026009857915,0.03928722402657982
1206,2005-2009 vs 2000-2004,bray,0.027282661359213728,0.019416938263676863,0.037151803956426255
1207,2005-2009 vs 2000-2004,bray,0.02831426111195412,0.020158071003431574,0.038407699266652745
1208,2005-2009 vs 2000-2004,bray,0.030850864243796978,0.022569781338489924,0.04063000160441751
1209,2005-2009 vs 2000-2004,bray,0.030377739480810653,0.02227674523804552,0.04010055969635643
1210,2005-2009 vs 2000-2004,bray,0.02534166450972047,0.017803642688808376,0.03504489665545342
1211,2005-2009 vs 2000-2004,bray,0.027370583068922632,0.020081166758497523,0.036874003331354974
1212,2005-2009 vs 2000-2004,bray,0.02888018327436824,0.021455420269139307,0.03934743162098491
1213,2005-2009 vs 2000-2004,bray,0.029065710986952927,0.019948222018366015,0.03989647810839834
1214,2005-2009 vs 2000-2004,bray,0.024887701069579122,0.017249322378424217,0.03453428140714304
1215,2005-2009 vs 2000-2004,bray,0.021260071604754807,0.014282924324487285,0.0304953355206187
1216,2005-2009 vs 2000-2004,bray,0.02094027186689796,0.014508714077925679,0.028697735343692393
1234,2005-2009 vs 2000-2004,bray,0.029688302033935167,0.018597187090221155,0.03967084032475995
1235,2005-2009 vs 2000-2004,bray,0.03067186344746967,0.019326952338993272,0.04141439539578941
1236,2005-2009 vs 2000-2004,bray,0.0315540629035675,0.020003528120605865,0.04180405784387507
1237,2005-2009 vs 2000-2004,bray,0.034177162904963636,0.02275017957909935,0.044375011009298
1238,2005-2009 vs 2000-2004,bray,0.035894911724761364,0.02442368904201938,0.04721688331394028
1239,2005-2009 vs 2000-2004,bray,0.039638863719339855,0.028669159874155466,0.053430604413568526
1240,2005-2009 vs 2000-2004,bray,0.03733909923869963,0.02685711066690478,0.05132661325763942
1241,2005-2009 vs 2000-2004,bray,0.04080671781824707,0.03025669614355207,0.0538595409698534
1242,2005-2009 vs 2000-2004,bray,0.04689662828746271,0.03336532154511431,0.06450641448082961
1243,2005-2009 vs 2000-2004,bray,0.053549062606675905,0.03576609335999529,0.07635545868222209
1244,2005-2009 vs 2000-2004,bray,0.053572071104576104,0.0369022958786329,0.07728806441709044
1245,2005-2009 vs 2000-2004,bray,0.0527501032487564,0.035255243953592426,0.07606276772608263
1246,2005-2009 vs 2000-2004,bray,0.05132998747518903,0.03580058490487918,0.07246071486024311
1247,2005-2009 vs 2000-2004,bray,0.05069090576645668,0.03550200873208831,0.06985204980067337
1248,2005-2009 vs 2000-2004,bray,0.049186554485376406,0.03558034807284236,0.07327069520710489
1249,2005-2009 vs 2000-2004,bray,0.05119390343560601,0.036500550368395605,0.07471839137472
1268,2005-2009 vs 2000-2004,bray,0.05207631277886736,0.036229793809176215,0.06479777262527701
1269,2005-2009 vs 2000-2004,bray,0.04677182327517247,0.031784145047551435,0.06351068555889267
1270,2005-2009 vs 2000-2004,bray,0.05616068280109213,0.04083222752306938,0.07155045043378357
1271,2005-2009 vs 2000-2004,bray,0.049942634100321216,0.03648412283877465,0.06406637838384896
1272,2005-2009 vs 2000-2004,bray,0.03896660979201059,0.02806202269267637,0.05054175978372527
1273,2005-2009 vs 2000-2004,bray,0.036643568651634637,0.02678769729376907,0.04808550348959612
1274,2005-2009 vs 2000-2004,bray,0.03126480383228077,0.0220914080519419,0.04157179469570965
1275,2005-2009 vs 2000-2004,bray,0.03166471926397612,0.02298220657288004,0.04106045517468896
1276,2005-2009 vs 2000-2004,bray,0.02998851672836925,0.020988010895246927,0.039123220808752655
1277,2005-2009 vs 2000-2004,bray,0.023437041520782558,0.015263994540197093,0.03071344901975251
1279,2005-2009 vs 2000-2004,bray,0.026494623607754314,0.016321620897074996,0.03633000878940609
1280,2005-2009 vs 2000-2004,bray,0.030774958846068977,0.019591358950479552,0.041996262609546496
1281,2005-2009 vs 2000-2004,bray,0.028121285484237667,0.018191267133311862,0.038445213148890385
1282,2005-2009 vs 2000-2004,bray,0.02619415017092886,0.0178655456189012,0.03557164213467229
1283,2005-2009 vs 2000-2004,bray,0.02397345462535815,0.017558480103255298,0.03219045462331877
1284,2005-2009 vs 2000-2004,bray,0.021686105152508222,0.01596321165949451,0.029322631203491902
1285,2005-2009 vs 2000-2004,bray,0.023689566930640938,0.017795410651038186,0.03214299281924386
1286,2005-2009 vs 2000-2004,bray,0.022788079886596403,0.016990655381969276,0.031216117672636212
1287,2005-2009 vs 2000-2004,bray,0.023457523703968097,0.017348064815629744,0.03208216718558671
1288,2005-2009 vs 2000-2004,bray,0.023872983664914783,0.017172951583860705,0.032974086512553485
