grid_cell,year,source_short,n_events,n_observers,n_dates,mean_duration_min
87930,2023,China_Birdwatch,1,1,1,15
87930,2023,eBird_GBIF,1,1,1,NA
87930,2023,Combined,2,2,2,15
87930,2024,China_Birdwatch,1,1,1,60
87930,2024,Combined,1,1,1,60
87940,2024,China_Birdwatch,5,5,2,60
87940,2024,Combined,5,5,2,60
87944,2015,eBird_GBIF,1,1,1,NA
87944,2015,Combined,1,1,1,NA
87944,2016,eBird_GBIF,3,3,2,NA
87944,2016,Combined,3,3,2,NA
87944,2017,eBird_GBIF,11,7,4,NA
87944,2017,Combined,11,7,4,NA
87944,2018,eBird_GBIF,16,10,4,NA
87944,2018,Combined,16,10,4,NA
87944,2019,China_Birdwatch,2,2,2,115.38461538461539
87944,2019,eBird_GBIF,7,5,7,NA
87944,2019,Combined,9,7,8,115.38461538461539
87944,2020,eBird_GBIF,1,1,1,NA
87944,2020,Combined,1,1,1,NA
87944,2021,China_Birdwatch,5,4,5,262.44444444444446
87944,2021,eBird_GBIF,14,11,10,NA
87944,2021,Combined,19,15,14,262.44444444444446
87944,2022,China_Birdwatch,8,8,5,317.77319587628864
87944,2022,eBird_GBIF,9,6,6,NA
87944,2022,Combined,17,14,10,317.77319587628864
87944,2023,China_Birdwatch,47,35,24,286.2161572052402
87944,2023,eBird_GBIF,19,12,14,NA
87944,2023,Combined,66,47,30,286.2161572052402
87944,2024,China_Birdwatch,72,67,19,104.72798742138363
87944,2024,Combined,72,67,19,104.72798742138363
87945,2018,eBird_GBIF,3,3,1,NA
87945,2018,Combined,3,3,1,NA
87945,2019,eBird_GBIF,1,1,1,NA
87945,2019,Combined,1,1,1,NA
87945,2022,China_Birdwatch,1,1,1,120
87945,2022,Combined,1,1,1,120
87945,2024,China_Birdwatch,5,4,4,41.142857142857146
87945,2024,Combined,5,4,4,41.142857142857146
88003,2024,China_Birdwatch,1,1,1,60
88003,2024,Combined,1,1,1,60
88310,2023,China_Birdwatch,1,1,1,60
88310,2023,Combined,1,1,1,60
88348,2010,eBird_GBIF,1,1,1,NA
88348,2010,Combined,1,1,1,NA
88349,2024,China_Birdwatch,1,1,1,4260
88349,2024,Combined,1,1,1,4260
88358,2005,eBird_GBIF,1,1,1,NA
88358,2005,Combined,1,1,1,NA
88358,2007,eBird_GBIF,1,1,1,NA
88358,2007,Combined,1,1,1,NA
88358,2010,eBird_GBIF,1,1,1,NA
88358,2010,Combined,1,1,1,NA
88358,2011,eBird_GBIF,2,2,2,NA
88358,2011,Combined,2,2,2,NA
88358,2013,eBird_GBIF,10,5,7,NA
88358,2013,Combined,10,5,7,NA
88358,2014,eBird_GBIF,7,5,5,NA
88358,2014,Combined,7,5,5,NA
88358,2016,eBird_GBIF,1,1,1,NA
88358,2016,Combined,1,1,1,NA
88358,2017,eBird_GBIF,2,2,2,NA
88358,2017,Combined,2,2,2,NA
88360,2017,eBird_GBIF,1,1,1,NA
88360,2017,Combined,1,1,1,NA
88611,2019,eBird_GBIF,1,1,1,NA
88611,2019,Combined,1,1,1,NA
88628,2021,China_Birdwatch,1,1,1,240
88628,2021,Combined,1,1,1,240
88630,2008,eBird_GBIF,2,2,1,NA
88630,2008,Combined,2,2,1,NA
88630,2021,China_Birdwatch,1,1,1,96
88630,2021,Combined,1,1,1,96
88630,2023,China_Birdwatch,4,3,4,87
88630,2023,Combined,4,3,4,87
88630,2024,China_Birdwatch,15,13,5,160.8103448275862
88630,2024,Combined,15,13,5,160.8103448275862
88631,2017,eBird_GBIF,1,1,1,NA
88631,2017,Combined,1,1,1,NA
88631,2018,eBird_GBIF,2,2,1,NA
88631,2018,Combined,2,2,1,NA
88631,2023,China_Birdwatch,1,1,1,60
88631,2023,Combined,1,1,1,60
88631,2024,China_Birdwatch,2,2,1,60
88631,2024,Combined,2,2,1,60
88651,2023,China_Birdwatch,2,2,2,152.57142857142858
88651,2023,Combined,2,2,2,152.57142857142858
88669,2014,eBird_GBIF,1,1,1,NA
88669,2014,Combined,1,1,1,NA
88673,2023,eBird_GBIF,1,1,1,NA
88673,2023,Combined,1,1,1,NA
88680,2023,China_Birdwatch,1,1,1,60
88680,2023,Combined,1,1,1,60
88680,2024,China_Birdwatch,1,1,1,3205
88680,2024,Combined,1,1,1,3205
89034,2010,eBird_GBIF,1,1,1,NA
89034,2010,Combined,1,1,1,NA
89034,2023,eBird_GBIF,2,1,2,NA
89034,2023,Combined,2,1,2,NA
89035,2023,eBird_GBIF,1,1,1,NA
89035,2023,Combined,1,1,1,NA
89035,2024,China_Birdwatch,2,2,2,60
89035,2024,Combined,2,2,2,60
89036,2014,eBird_GBIF,1,1,1,NA
89036,2014,Combined,1,1,1,NA
89039,2007,eBird_GBIF,1,1,1,NA
89039,2007,Combined,1,1,1,NA
89044,2024,China_Birdwatch,2,1,2,356
89044,2024,Combined,2,1,2,356
89056,2019,eBird_GBIF,1,1,1,NA
89056,2019,Combined,1,1,1,NA
89066,2017,eBird_GBIF,1,1,1,NA
89066,2017,Combined,1,1,1,NA
89078,2024,China_Birdwatch,1,1,1,30
89078,2024,Combined,1,1,1,30
89079,2024,China_Birdwatch,1,1,1,60
89079,2024,Combined,1,1,1,60
89080,2023,China_Birdwatch,2,1,2,60
89080,2023,Combined,2,1,2,60
89080,2024,China_Birdwatch,1,1,1,60
89080,2024,Combined,1,1,1,60
89108,2019,eBird_GBIF,2,1,2,NA
89108,2019,Combined,2,1,2,NA
89113,2019,eBird_GBIF,1,1,1,NA
89113,2019,Combined,1,1,1,NA
89283,2024,China_Birdwatch,1,1,1,60
89283,2024,Combined,1,1,1,60
89302,2022,China_Birdwatch,1,1,1,480
89302,2022,Combined,1,1,1,480
89304,2024,China_Birdwatch,1,1,1,60
89304,2024,Combined,1,1,1,60
89314,2021,eBird_GBIF,3,3,1,NA
89314,2021,Combined,3,3,1,NA
89315,2019,eBird_GBIF,1,1,1,NA
89315,2019,Combined,1,1,1,NA
89315,2023,China_Birdwatch,7,7,6,254.33333333333331
89315,2023,eBird_GBIF,1,1,1,NA
89315,2023,Combined,8,8,7,254.33333333333331
89315,2024,China_Birdwatch,24,20,12,102.83615819209041
89315,2024,Combined,24,20,12,102.83615819209041
89317,2017,eBird_GBIF,2,2,1,NA
89317,2017,Combined,2,2,1,NA
89317,2019,eBird_GBIF,1,1,1,NA
89317,2019,Combined,1,1,1,NA
89317,2021,China_Birdwatch,2,2,2,111.42857142857143
89317,2021,Combined,2,2,2,111.42857142857143
89317,2022,China_Birdwatch,1,1,1,60
89317,2022,Combined,1,1,1,60
89317,2023,China_Birdwatch,3,3,2,42.63157894736842
89317,2023,eBird_GBIF,6,6,4,NA
89317,2023,Combined,9,9,5,42.63157894736842
89318,2023,China_Birdwatch,1,1,1,44
89318,2023,Combined,1,1,1,44
89358,2001,eBird_GBIF,1,1,1,NA
89358,2001,Combined,1,1,1,NA
89359,2024,China_Birdwatch,1,1,1,60
89359,2024,Combined,1,1,1,60
89722,2018,eBird_GBIF,2,1,2,NA
89722,2018,Combined,2,1,2,NA
89722,2019,eBird_GBIF,5,2,3,NA
89722,2019,Combined,5,2,3,NA
89722,2024,China_Birdwatch,2,2,2,60
89722,2024,Combined,2,2,2,60
89723,2018,eBird_GBIF,1,1,1,NA
89723,2018,Combined,1,1,1,NA
89723,2019,eBird_GBIF,4,2,3,NA
89723,2019,Combined,4,2,3,NA
89734,2019,eBird_GBIF,1,1,1,NA
89734,2019,Combined,1,1,1,NA
89742,2019,eBird_GBIF,1,1,1,NA
89742,2019,Combined,1,1,1,NA
89773,2024,China_Birdwatch,2,2,2,60
89773,2024,Combined,2,2,2,60
89850,2015,eBird_GBIF,2,2,1,NA
89850,2015,Combined,2,2,1,NA
89967,2024,China_Birdwatch,4,3,3,103.90243902439025
89967,2024,Combined,4,3,3,103.90243902439025
89968,2024,China_Birdwatch,2,2,1,180
89968,2024,Combined,2,2,1,180
89969,2024,China_Birdwatch,1,1,1,300
89969,2024,Combined,1,1,1,300
89979,2017,eBird_GBIF,1,1,1,NA
89979,2017,Combined,1,1,1,NA
89979,2018,eBird_GBIF,1,1,1,NA
89979,2018,Combined,1,1,1,NA
89979,2019,eBird_GBIF,2,2,2,NA
89979,2019,Combined,2,2,2,NA
89979,2022,China_Birdwatch,1,1,1,60
89979,2022,Combined,1,1,1,60
89979,2024,China_Birdwatch,1,1,1,455
89979,2024,Combined,1,1,1,455
89998,2024,China_Birdwatch,1,1,1,60
89998,2024,Combined,1,1,1,60
90000,2014,eBird_GBIF,1,1,1,NA
90000,2014,Combined,1,1,1,NA
90000,2016,eBird_GBIF,1,1,1,NA
90000,2016,Combined,1,1,1,NA
90000,2017,eBird_GBIF,2,2,1,NA
90000,2017,Combined,2,2,1,NA
90000,2018,eBird_GBIF,1,1,1,NA
90000,2018,Combined,1,1,1,NA
90000,2021,eBird_GBIF,1,1,1,NA
90000,2021,Combined,1,1,1,NA
90000,2022,eBird_GBIF,1,1,1,NA
90000,2022,Combined,1,1,1,NA
90000,2023,eBird_GBIF,1,1,1,NA
90000,2023,Combined,1,1,1,NA
90001,2021,eBird_GBIF,3,3,1,NA
90001,2021,Combined,3,3,1,NA
90003,2008,eBird_GBIF,2,2,1,NA
90003,2008,Combined,2,2,1,NA
90003,2016,China_Birdwatch,1,1,1,60
90003,2016,Combined,1,1,1,60
90003,2018,eBird_GBIF,5,5,1,NA
90003,2018,Combined,5,5,1,NA
90003,2019,China_Birdwatch,2,2,2,144.82758620689654
90003,2019,Combined,2,2,2,144.82758620689654
90003,2023,China_Birdwatch,5,5,3,85.94594594594595
90003,2023,eBird_GBIF,1,1,1,NA
90003,2023,Combined,6,6,4,85.94594594594595
90003,2024,China_Birdwatch,1,1,1,120
90003,2024,Combined,1,1,1,120
90004,2014,eBird_GBIF,1,1,1,NA
90004,2014,Combined,1,1,1,NA
90004,2016,eBird_GBIF,4,4,1,NA
90004,2016,Combined,4,4,1,NA
90004,2017,eBird_GBIF,5,5,1,NA
90004,2017,Combined,5,5,1,NA
90004,2018,eBird_GBIF,3,3,1,NA
90004,2018,Combined,3,3,1,NA
90004,2021,eBird_GBIF,4,3,3,NA
90004,2021,Combined,4,3,3,NA
90004,2022,China_Birdwatch,1,1,1,60
90004,2022,Combined,1,1,1,60
90004,2023,China_Birdwatch,2,2,1,60
90004,2023,eBird_GBIF,1,1,1,NA
90004,2023,Combined,3,3,2,60
90004,2024,China_Birdwatch,1,1,1,120
90004,2024,Combined,1,1,1,120
90358,2024,China_Birdwatch,2,2,1,60
90358,2024,Combined,2,2,1,60
90376,2024,China_Birdwatch,1,1,1,6
90376,2024,Combined,1,1,1,6
90380,2023,China_Birdwatch,1,1,1,60
90380,2023,Combined,1,1,1,60
90409,2018,eBird_GBIF,1,1,1,NA
90409,2018,Combined,1,1,1,NA
90409,2019,eBird_GBIF,4,2,2,NA
90409,2019,Combined,4,2,2,NA
90418,2014,eBird_GBIF,1,1,1,NA
90418,2014,Combined,1,1,1,NA
90418,2024,China_Birdwatch,1,1,1,120
90418,2024,Combined,1,1,1,120
90420,2024,China_Birdwatch,1,1,1,4
90420,2024,Combined,1,1,1,4
90423,2019,eBird_GBIF,1,1,1,NA
90423,2019,Combined,1,1,1,NA
90424,2017,eBird_GBIF,1,1,1,NA
90424,2017,Combined,1,1,1,NA
90424,2019,eBird_GBIF,3,1,3,NA
90424,2019,Combined,3,1,3,NA
90424,2024,China_Birdwatch,4,4,4,79.77777777777777
90424,2024,Combined,4,4,4,79.77777777777777
90425,2016,eBird_GBIF,1,1,1,NA
90425,2016,Combined,1,1,1,NA
90425,2023,China_Birdwatch,1,1,1,60
90425,2023,Combined,1,1,1,60
90428,2019,eBird_GBIF,1,1,1,NA
90428,2019,Combined,1,1,1,NA
90453,2023,eBird_GBIF,1,1,1,NA
90453,2023,Combined,1,1,1,NA
90459,2023,China_Birdwatch,1,1,1,60
90459,2023,Combined,1,1,1,60
90459,2024,China_Birdwatch,1,1,1,240
90459,2024,Combined,1,1,1,240
90482,2018,eBird_GBIF,1,1,1,NA
90482,2018,Combined,1,1,1,NA
90507,2022,China_Birdwatch,1,1,1,80
90507,2022,Combined,1,1,1,80
90507,2024,China_Birdwatch,2,1,2,60
90507,2024,Combined,2,1,2,60
90664,2019,China_Birdwatch,1,1,1,780
90664,2019,Combined,1,1,1,780
90664,2022,eBird_GBIF,1,1,1,NA
90664,2022,Combined,1,1,1,NA
90677,2022,China_Birdwatch,1,1,1,60
90677,2022,Combined,1,1,1,60
90677,2023,China_Birdwatch,1,1,1,60
90677,2023,Combined,1,1,1,60
90678,2019,eBird_GBIF,1,1,1,NA
90678,2019,Combined,1,1,1,NA
90678,2022,China_Birdwatch,1,1,1,60
90678,2022,Combined,1,1,1,60
90678,2023,China_Birdwatch,1,1,1,60
90678,2023,Combined,1,1,1,60
90684,2021,eBird_GBIF,3,3,1,NA
90684,2021,Combined,3,3,1,NA
90684,2023,eBird_GBIF,1,1,1,NA
90684,2023,Combined,1,1,1,NA
90689,2023,eBird_GBIF,1,1,1,NA
90689,2023,Combined,1,1,1,NA
91064,2021,China_Birdwatch,1,1,1,60
91064,2021,Combined,1,1,1,60
91064,2023,China_Birdwatch,1,1,1,720
91064,2023,Combined,1,1,1,720
91064,2024,China_Birdwatch,2,2,2,100
91064,2024,Combined,2,2,2,100
91065,2019,eBird_GBIF,1,1,1,NA
91065,2019,Combined,1,1,1,NA
91065,2023,China_Birdwatch,1,1,1,600
91065,2023,Combined,1,1,1,600
91096,2018,eBird_GBIF,2,1,2,NA
91096,2018,Combined,2,1,2,NA
91096,2019,eBird_GBIF,3,2,2,NA
91096,2019,Combined,3,2,2,NA
91098,2024,China_Birdwatch,3,1,3,1779.7894736842109
91098,2024,Combined,3,1,3,1779.7894736842109
91110,2019,eBird_GBIF,1,1,1,NA
91110,2019,Combined,1,1,1,NA
91111,2005,eBird_GBIF,1,1,1,NA
91111,2005,Combined,1,1,1,NA
91111,2009,eBird_GBIF,1,1,1,NA
91111,2009,Combined,1,1,1,NA
91111,2011,eBird_GBIF,3,3,3,NA
91111,2011,Combined,3,3,3,NA
91111,2012,eBird_GBIF,2,1,2,NA
91111,2012,Combined,2,1,2,NA
91111,2013,eBird_GBIF,3,3,2,NA
91111,2013,Combined,3,3,2,NA
91111,2019,eBird_GBIF,4,3,4,NA
91111,2019,Combined,4,3,4,NA
91112,2019,eBird_GBIF,1,1,1,NA
91112,2019,Combined,1,1,1,NA
91114,2019,eBird_GBIF,1,1,1,NA
91114,2019,Combined,1,1,1,NA
91139,2023,eBird_GBIF,1,1,1,NA
91139,2023,Combined,1,1,1,NA
91139,2024,China_Birdwatch,4,4,4,66.38297872340425
91139,2024,Combined,4,4,4,66.38297872340425
91144,2017,China_Birdwatch,1,1,1,180
91144,2017,Combined,1,1,1,180
91144,2020,China_Birdwatch,1,1,1,540
91144,2020,Combined,1,1,1,540
91144,2021,China_Birdwatch,3,1,3,2149.5652173913045
91144,2021,Combined,3,1,3,2149.5652173913045
91144,2023,China_Birdwatch,1,1,1,60
91144,2023,Combined,1,1,1,60
91144,2024,China_Birdwatch,1,1,1,60
91144,2024,Combined,1,1,1,60
91145,2021,China_Birdwatch,1,1,1,48
91145,2021,Combined,1,1,1,48
91145,2024,China_Birdwatch,4,2,4,127.25
91145,2024,Combined,4,2,4,127.25
91169,2024,China_Birdwatch,1,1,1,60
91169,2024,Combined,1,1,1,60
91192,2024,China_Birdwatch,1,1,1,60
91192,2024,Combined,1,1,1,60
91193,2024,China_Birdwatch,1,1,1,60
91193,2024,Combined,1,1,1,60
91345,2024,China_Birdwatch,1,1,1,240
91345,2024,Combined,1,1,1,240
91743,2017,eBird_GBIF,1,1,1,NA
91743,2017,Combined,1,1,1,NA
91743,2019,eBird_GBIF,2,2,2,NA
91743,2019,Combined,2,2,2,NA
91743,2024,China_Birdwatch,1,1,1,60
91743,2024,Combined,1,1,1,60
91792,2014,eBird_GBIF,1,1,1,NA
91792,2014,Combined,1,1,1,NA
91798,2019,eBird_GBIF,1,1,1,NA
91798,2019,Combined,1,1,1,NA
91800,2019,eBird_GBIF,1,1,1,NA
91800,2019,Combined,1,1,1,NA
91829,2006,eBird_GBIF,1,1,1,NA
91829,2006,Combined,1,1,1,NA
91829,2007,eBird_GBIF,1,1,1,NA
91829,2007,Combined,1,1,1,NA
91829,2009,eBird_GBIF,1,1,1,NA
91829,2009,Combined,1,1,1,NA
91829,2012,eBird_GBIF,1,1,1,NA
91829,2012,Combined,1,1,1,NA
91829,2018,China_Birdwatch,1,1,1,75
91829,2018,eBird_GBIF,2,2,2,NA
91829,2018,Combined,3,3,3,75
91829,2019,eBird_GBIF,1,1,1,NA
91829,2019,Combined,1,1,1,NA
91829,2020,China_Birdwatch,1,1,1,180
91829,2020,eBird_GBIF,2,2,2,NA
91829,2020,Combined,3,3,3,180
91829,2021,eBird_GBIF,3,1,3,NA
91829,2021,Combined,3,1,3,NA
91829,2023,China_Birdwatch,4,3,4,210
91829,2023,eBird_GBIF,2,1,2,NA
91829,2023,Combined,6,4,6,210
91829,2024,China_Birdwatch,9,7,9,210.5909090909091
91829,2024,Combined,9,7,9,210.5909090909091
91830,2002,eBird_GBIF,1,1,1,NA
91830,2002,Combined,1,1,1,NA
91830,2010,eBird_GBIF,2,2,2,NA
91830,2010,Combined,2,2,2,NA
91830,2013,China_Birdwatch,1,1,1,309600
91830,2013,Combined,1,1,1,309600
91830,2014,eBird_GBIF,1,1,1,NA
91830,2014,Combined,1,1,1,NA
91830,2017,China_Birdwatch,1,1,1,0
91830,2017,Combined,1,1,1,0
91830,2018,eBird_GBIF,3,3,2,NA
91830,2018,Combined,3,3,2,NA
91830,2019,China_Birdwatch,3,3,2,243.9
91830,2019,eBird_GBIF,5,5,5,NA
91830,2019,Combined,8,8,6,243.9
91830,2020,eBird_GBIF,1,1,1,NA
91830,2020,Combined,1,1,1,NA
91830,2021,China_Birdwatch,5,1,5,170.89361702127658
91830,2021,eBird_GBIF,1,1,1,NA
91830,2021,Combined,6,2,6,170.89361702127658
91830,2022,China_Birdwatch,3,3,3,77.06896551724138
91830,2022,eBird_GBIF,3,2,3,NA
91830,2022,Combined,6,5,6,77.06896551724138
91830,2023,China_Birdwatch,18,14,17,113.090395480226
91830,2023,eBird_GBIF,10,8,10,NA
91830,2023,Combined,28,22,26,113.090395480226
91830,2024,China_Birdwatch,69,44,56,290.4672245467223
91830,2024,Combined,69,44,56,290.4672245467223
91831,2022,eBird_GBIF,1,1,1,NA
91831,2022,Combined,1,1,1,NA
91831,2024,China_Birdwatch,9,5,9,64.15384615384616
91831,2024,Combined,9,5,9,64.15384615384616
91878,2023,China_Birdwatch,1,1,1,60
91878,2023,Combined,1,1,1,60
91879,2024,China_Birdwatch,10,1,10,66.26865671641791
91879,2024,Combined,10,1,10,66.26865671641791
92023,2024,China_Birdwatch,1,1,1,85
92023,2024,Combined,1,1,1,85
92051,2021,eBird_GBIF,1,1,1,NA
92051,2021,Combined,1,1,1,NA
92052,2024,China_Birdwatch,1,1,1,60
92052,2024,Combined,1,1,1,60
92059,2019,eBird_GBIF,1,1,1,NA
92059,2019,Combined,1,1,1,NA
92059,2024,China_Birdwatch,1,1,1,220
92059,2024,Combined,1,1,1,220
92061,2019,eBird_GBIF,1,1,1,NA
92061,2019,Combined,1,1,1,NA
92080,2023,eBird_GBIF,1,1,1,NA
92080,2023,Combined,1,1,1,NA
92103,2024,China_Birdwatch,1,1,1,60
92103,2024,Combined,1,1,1,60
92425,2022,China_Birdwatch,1,1,1,60
92425,2022,Combined,1,1,1,60
92426,2023,China_Birdwatch,1,1,1,60
92426,2023,Combined,1,1,1,60
92461,2003,eBird_GBIF,1,1,1,NA
92461,2003,Combined,1,1,1,NA
92486,2019,eBird_GBIF,1,1,1,NA
92486,2019,Combined,1,1,1,NA
92496,2024,China_Birdwatch,2,1,2,60
92496,2024,Combined,2,1,2,60
92515,2009,eBird_GBIF,1,1,1,NA
92515,2009,Combined,1,1,1,NA
92515,2018,eBird_GBIF,1,1,1,NA
92515,2018,Combined,1,1,1,NA
92515,2019,China_Birdwatch,1,1,1,600
92515,2019,Combined,1,1,1,600
92515,2021,eBird_GBIF,5,2,5,NA
92515,2021,Combined,5,2,5,NA
92515,2022,China_Birdwatch,4,3,4,90
92515,2022,Combined,4,3,4,90
92515,2023,China_Birdwatch,15,11,15,225.77483443708607
92515,2023,eBird_GBIF,4,4,4,NA
92515,2023,Combined,19,15,18,225.77483443708607
92515,2024,China_Birdwatch,290,68,200,252.88497547926934
92515,2024,Combined,290,68,200,252.88497547926934
92516,2009,eBird_GBIF,1,1,1,NA
92516,2009,Combined,1,1,1,NA
92516,2010,eBird_GBIF,1,1,1,NA
92516,2010,Combined,1,1,1,NA
92516,2012,eBird_GBIF,1,1,1,NA
92516,2012,Combined,1,1,1,NA
92516,2013,eBird_GBIF,1,1,1,NA
92516,2013,Combined,1,1,1,NA
92516,2015,eBird_GBIF,1,1,1,NA
92516,2015,Combined,1,1,1,NA
92516,2016,eBird_GBIF,2,2,1,NA
92516,2016,Combined,2,2,1,NA
92516,2018,eBird_GBIF,4,3,4,NA
92516,2018,Combined,4,3,4,NA
92516,2019,eBird_GBIF,13,4,13,NA
92516,2019,Combined,13,4,13,NA
92516,2021,China_Birdwatch,2,2,2,172.5
92516,2021,eBird_GBIF,1,1,1,NA
92516,2021,Combined,3,3,3,172.5
92516,2022,China_Birdwatch,2,2,2,86.66666666666666
92516,2022,Combined,2,2,2,86.66666666666666
92516,2023,China_Birdwatch,8,8,8,13947.921052631584
92516,2023,eBird_GBIF,5,5,4,NA
92516,2023,Combined,13,13,12,13947.921052631584
92516,2024,China_Birdwatch,65,37,56,5231.921824104233
92516,2024,Combined,65,37,56,5231.921824104233
92517,2017,eBird_GBIF,6,1,6,NA
92517,2017,Combined,6,1,6,NA
92517,2023,China_Birdwatch,3,1,3,59.888888888888886
92517,2023,Combined,3,1,3,59.888888888888886
92517,2024,China_Birdwatch,19,11,18,76.71014492753622
92517,2024,Combined,19,11,18,76.71014492753622
92525,2024,China_Birdwatch,2,1,2,82.85714285714286
92525,2024,Combined,2,1,2,82.85714285714286
92560,2015,eBird_GBIF,36,2,18,NA
92560,2015,Combined,36,2,18,NA
92560,2016,eBird_GBIF,6,2,3,NA
92560,2016,Combined,6,2,3,NA
92565,2024,China_Birdwatch,7,1,7,105
92565,2024,Combined,7,1,7,105
92717,2023,China_Birdwatch,1,1,1,60
92717,2023,Combined,1,1,1,60
92737,2024,China_Birdwatch,2,2,2,24
92737,2024,Combined,2,2,2,24
92739,2021,eBird_GBIF,1,1,1,NA
92739,2021,Combined,1,1,1,NA
92740,2007,eBird_GBIF,1,1,1,NA
92740,2007,Combined,1,1,1,NA
92740,2016,eBird_GBIF,1,1,1,NA
92740,2016,Combined,1,1,1,NA
92740,2021,eBird_GBIF,2,2,2,NA
92740,2021,Combined,2,2,2,NA
92740,2022,China_Birdwatch,1,1,1,60
92740,2022,Combined,1,1,1,60
92740,2023,China_Birdwatch,1,1,1,60
92740,2023,Combined,1,1,1,60
92761,2019,China_Birdwatch,1,1,1,9360
92761,2019,Combined,1,1,1,9360
92789,2007,eBird_GBIF,1,1,1,NA
92789,2007,Combined,1,1,1,NA
92789,2022,eBird_GBIF,1,1,1,NA
92789,2022,Combined,1,1,1,NA
92797,2023,China_Birdwatch,1,1,1,60
92797,2023,Combined,1,1,1,60
93092,2019,eBird_GBIF,1,1,1,NA
93092,2019,Combined,1,1,1,NA
93099,2023,China_Birdwatch,2,1,2,60
93099,2023,Combined,2,1,2,60
93101,2019,eBird_GBIF,1,1,1,NA
93101,2019,Combined,1,1,1,NA
93115,2023,China_Birdwatch,1,1,1,60
93115,2023,Combined,1,1,1,60
93159,2011,eBird_GBIF,1,1,1,NA
93159,2011,Combined,1,1,1,NA
93173,2024,China_Birdwatch,1,1,1,60
93173,2024,Combined,1,1,1,60
93200,2022,eBird_GBIF,1,1,1,NA
93200,2022,Combined,1,1,1,NA
93200,2023,China_Birdwatch,1,1,1,60
93200,2023,Combined,1,1,1,60
93200,2024,China_Birdwatch,1,1,1,60
93200,2024,Combined,1,1,1,60
93201,2021,eBird_GBIF,3,2,3,NA
93201,2021,Combined,3,2,3,NA
93201,2023,eBird_GBIF,2,1,2,NA
93201,2023,Combined,2,1,2,NA
93201,2024,China_Birdwatch,1,1,1,60
93201,2024,Combined,1,1,1,60
93202,2004,eBird_GBIF,1,1,1,NA
93202,2004,Combined,1,1,1,NA
93202,2005,eBird_GBIF,1,1,1,NA
93202,2005,Combined,1,1,1,NA
93202,2016,China_Birdwatch,1,1,1,390240
93202,2016,Combined,1,1,1,390240
93202,2017,eBird_GBIF,1,1,1,NA
93202,2017,Combined,1,1,1,NA
93202,2018,China_Birdwatch,1,1,1,0
93202,2018,eBird_GBIF,3,3,3,NA
93202,2018,Combined,4,4,4,0
93202,2019,eBird_GBIF,3,3,2,NA
93202,2019,Combined,3,3,2,NA
93202,2022,China_Birdwatch,5,3,5,85.9090909090909
93202,2022,Combined,5,3,5,85.9090909090909
93202,2023,China_Birdwatch,11,8,10,1773.0515463917525
93202,2023,eBird_GBIF,6,4,6,NA
93202,2023,Combined,17,12,15,1773.0515463917525
93202,2024,China_Birdwatch,150,37,105,137.83443163097186
93202,2024,Combined,150,37,105,137.83443163097186
93203,2023,China_Birdwatch,1,1,1,60
93203,2023,Combined,1,1,1,60
93203,2024,China_Birdwatch,39,16,32,166.23314606741565
93203,2024,Combined,39,16,32,166.23314606741565
93205,2018,eBird_GBIF,1,1,1,NA
93205,2018,Combined,1,1,1,NA
93243,2015,eBird_GBIF,24,2,12,NA
93243,2015,Combined,24,2,12,NA
93243,2016,eBird_GBIF,16,2,8,NA
93243,2016,Combined,16,2,8,NA
93245,2016,eBird_GBIF,2,2,1,NA
93245,2016,Combined,2,2,1,NA
93246,2015,eBird_GBIF,2,2,1,NA
93246,2015,Combined,2,2,1,NA
93267,2023,eBird_GBIF,1,1,1,NA
93267,2023,Combined,1,1,1,NA
93399,2024,China_Birdwatch,2,2,2,140
93399,2024,Combined,2,2,2,140
93402,2016,China_Birdwatch,1,1,1,390
93402,2016,Combined,1,1,1,390
93402,2024,China_Birdwatch,2,2,2,226.66666666666666
93402,2024,Combined,2,2,2,226.66666666666666
93423,2020,eBird_GBIF,1,1,1,NA
93423,2020,Combined,1,1,1,NA
93423,2023,eBird_GBIF,1,1,1,NA
93423,2023,Combined,1,1,1,NA
93423,2024,China_Birdwatch,3,1,3,60
93423,2024,Combined,3,1,3,60
93424,2023,eBird_GBIF,1,1,1,NA
93424,2023,Combined,1,1,1,NA
93424,2024,China_Birdwatch,9,4,8,394.96
93424,2024,Combined,9,4,8,394.96
93425,2018,China_Birdwatch,1,1,1,2229030
93425,2018,Combined,1,1,1,2229030
93425,2021,China_Birdwatch,1,1,1,600
93425,2021,Combined,1,1,1,600
93425,2023,China_Birdwatch,1,1,1,60
93425,2023,Combined,1,1,1,60
93425,2024,China_Birdwatch,3,3,3,677.25
93425,2024,Combined,3,3,3,677.25
93810,2024,China_Birdwatch,1,1,1,60
93810,2024,Combined,1,1,1,60
93846,2007,eBird_GBIF,2,1,2,NA
93846,2007,Combined,2,1,2,NA
93846,2011,eBird_GBIF,1,1,1,NA
93846,2011,Combined,1,1,1,NA
93846,2014,eBird_GBIF,2,1,2,NA
93846,2014,Combined,2,1,2,NA
93883,2024,China_Birdwatch,1,1,1,60
93883,2024,Combined,1,1,1,60
93884,2015,eBird_GBIF,1,1,1,NA
93884,2015,Combined,1,1,1,NA
93884,2017,eBird_GBIF,2,2,2,NA
93884,2017,Combined,2,2,2,NA
93884,2023,China_Birdwatch,1,1,1,60
93884,2023,Combined,1,1,1,60
