grid_cell,pair_id,pair_label,gain,loss,net
483,1,2000-2004 -> 2005-2009,3.573651406527412,1.3828521054558363,2.1907993010715763
484,1,2000-2004 -> 2005-2009,3.3038182967277403,1.3073079902851767,1.9965103064425622
485,1,2000-2004 -> 2005-2009,3.391716334420148,1.2682627865484575,2.1234535478716903
486,1,2000-2004 -> 2005-2009,3.754532334645966,1.3663739395382293,2.3881583951077388
487,1,2000-2004 -> 2005-2009,3.5198523800038055,1.2247735831367503,2.2950787968670583
488,1,2000-2004 -> 2005-2009,3.4289387113960577,1.1884408078728237,2.2404979035232317
554,1,2000-2004 -> 2005-2009,3.5375474597879397,1.4062311067332844,2.1313163530546553
555,1,2000-2004 -> 2005-2009,3.569259821334252,1.3925161092290281,2.1767437121052238
556,1,2000-2004 -> 2005-2009,3.4629097761099237,1.3677880284721968,2.0951217476377275
557,1,2000-2004 -> 2005-2009,3.287707456931254,1.348544899436611,1.9391625574946425
558,1,2000-2004 -> 2005-2009,3.3973563471663217,1.3177450971546742,2.0796112500116464
559,1,2000-2004 -> 2005-2009,3.481019537472112,1.2853331518100175,2.195686385662096
560,1,2000-2004 -> 2005-2009,3.281988081107876,1.1572358517238879,2.1247522293839882
561,1,2000-2004 -> 2005-2009,2.5809173534479934,0.9287271458683815,1.6521902075796122
563,1,2000-2004 -> 2005-2009,2.342478099133028,0.6693537049572477,1.67312439417578
564,1,2000-2004 -> 2005-2009,2.3733699624571107,0.7057245213333949,1.667645441123715
592,1,2000-2004 -> 2005-2009,2.095148627847619,0.8994417728957431,1.195706854951877
593,1,2000-2004 -> 2005-2009,2.3147566008606475,1.0216433916282393,1.2931132092324091
625,1,2000-2004 -> 2005-2009,2.5942311982454425,1.0687314407265633,1.5254997575188802
626,1,2000-2004 -> 2005-2009,2.623131546323855,1.085389696013147,1.5377418503107088
627,1,2000-2004 -> 2005-2009,2.5690824106623893,0.9679503830684437,1.601132027593947
628,1,2000-2004 -> 2005-2009,2.674010965702422,1.0102415201386195,1.663769445563801
629,1,2000-2004 -> 2005-2009,2.5506200189520225,0.9611584154267809,1.5894616035252422
630,1,2000-2004 -> 2005-2009,2.741424395002466,0.9978843691631181,1.7435400258393474
631,1,2000-2004 -> 2005-2009,2.663745571236439,0.9402998437412631,1.7234457274951756
632,1,2000-2004 -> 2005-2009,2.673668346009822,0.9200681574449112,1.7536001885649117
634,1,2000-2004 -> 2005-2009,2.5917101414596324,0.8334074125961217,1.758302728863509
635,1,2000-2004 -> 2005-2009,2.5584451246103987,0.8336758578986334,1.724769266711766
636,1,2000-2004 -> 2005-2009,2.658784676062808,0.8997155134646507,1.759069162598157
637,1,2000-2004 -> 2005-2009,2.865139794150803,0.8752157536789414,1.9899240404718639
640,1,2000-2004 -> 2005-2009,2.740944182724285,0.6849230631626482,2.056021119561638
663,1,2000-2004 -> 2005-2009,2.537983826434817,0.8889721579564898,1.6490116684783258
664,1,2000-2004 -> 2005-2009,2.456166189123754,0.9543813144487882,1.501784874674966
665,1,2000-2004 -> 2005-2009,2.411904439908087,0.9614026341949289,1.4505018057131576
666,1,2000-2004 -> 2005-2009,2.412332631095912,0.8717373117588172,1.5405953193370956
696,1,2000-2004 -> 2005-2009,3.207819697793651,1.193005781863924,2.0148139159297296
698,1,2000-2004 -> 2005-2009,3.0281106544873015,1.1436129138785829,1.8844977406087158
699,1,2000-2004 -> 2005-2009,3.031386138073156,1.1705984737813746,1.8607876642917824
700,1,2000-2004 -> 2005-2009,3.6504998048755386,0.8932320320750204,2.7572677728005175
701,1,2000-2004 -> 2005-2009,3.4110023148854918,0.9156552562291219,2.49534705865637
702,1,2000-2004 -> 2005-2009,2.838850268906629,0.9752491924449266,1.8636010764617026
704,1,2000-2004 -> 2005-2009,3.248868988867646,0.9388018421034203,2.310067146764226
705,1,2000-2004 -> 2005-2009,3.138897175788478,0.6745705602218054,2.4643266155666708
706,1,2000-2004 -> 2005-2009,3.973127130115898,1.026294653832362,2.946832476283538
708,1,2000-2004 -> 2005-2009,3.7404129969868416,1.0516137829899779,2.6887992139968646
710,1,2000-2004 -> 2005-2009,3.664536208537091,0.9812846092039019,2.683251599333189
711,1,2000-2004 -> 2005-2009,3.795928351224349,0.9502630152641979,2.845665335960151
712,1,2000-2004 -> 2005-2009,3.481080543217771,0.9228508289471307,2.558229714270642
716,1,2000-2004 -> 2005-2009,3.5288404312016164,0.7636424194422023,2.765198011759414
717,1,2000-2004 -> 2005-2009,3.3129906571777767,0.6815019955391133,2.631488661638664
735,1,2000-2004 -> 2005-2009,2.0141723236938036,0.9623685194059142,1.051803804287891
736,1,2000-2004 -> 2005-2009,2.305475132693783,0.9745205757644796,1.3309545569293055
737,1,2000-2004 -> 2005-2009,2.4145279087957934,0.8983945504511895,1.5161333583446033
738,1,2000-2004 -> 2005-2009,2.4657534771012917,0.872742073738289,1.5930114033630018
772,1,2000-2004 -> 2005-2009,2.5923425685063592,1.032032778587104,1.5603097899192553
773,1,2000-2004 -> 2005-2009,2.6020347548767195,0.9417005590510068,1.6603341958257107
774,1,2000-2004 -> 2005-2009,3.3742391491372468,0.9681771453682685,2.406062003768978
775,1,2000-2004 -> 2005-2009,3.0459157527842646,1.0045264226715698,2.041389330112695
776,1,2000-2004 -> 2005-2009,3.354666497513401,1.03803072829452,2.3166357692188786
777,1,2000-2004 -> 2005-2009,3.7350945276704697,1.0896262635258478,2.645468264144623
778,1,2000-2004 -> 2005-2009,3.3276335852709593,0.9723015503114658,2.3553320349594933
783,1,2000-2004 -> 2005-2009,2.0820806786872947,0.5730685721800556,1.50901210650724
784,1,2000-2004 -> 2005-2009,1.9728602120632568,0.5380956963966179,1.4347645156666384
785,1,2000-2004 -> 2005-2009,2.0755990090346104,0.5042271517430162,1.5713718572915956
787,1,2000-2004 -> 2005-2009,2.8920923161886027,0.6016766203678001,2.290415695820802
788,1,2000-2004 -> 2005-2009,2.9103987010603976,0.6927060736003425,2.2176926274600555
804,1,2000-2004 -> 2005-2009,2.176554760423678,0.8896016715461945,1.2869530888774832
805,1,2000-2004 -> 2005-2009,2.2412516823257502,0.7546278725327851,1.4866238097929654
806,1,2000-2004 -> 2005-2009,2.1329845688841518,0.6947616362717908,1.4382229326123603
807,1,2000-2004 -> 2005-2009,1.9141382295955525,0.5880977661053374,1.3260404634902154
808,1,2000-2004 -> 2005-2009,1.954189140094979,0.6870949324530341,1.267094207641944
809,1,2000-2004 -> 2005-2009,2.232236124816912,0.7015521900918814,1.5306839347250287
810,1,2000-2004 -> 2005-2009,2.5286182033658164,0.8117205494174435,1.7168976539483742
811,1,2000-2004 -> 2005-2009,2.590757537442231,0.9255483484744346,1.6652091889677956
812,1,2000-2004 -> 2005-2009,2.7225254494085567,1.0841418710138717,1.638383578394685
813,1,2000-2004 -> 2005-2009,2.4536124969801048,1.111230209683936,1.3423822872961697
845,1,2000-2004 -> 2005-2009,3.2248681540133797,0.8797029003684573,2.3451652536449226
846,1,2000-2004 -> 2005-2009,2.690828484381267,0.5717391240447254,2.1190893603365426
847,1,2000-2004 -> 2005-2009,2.865692306380035,0.841965183937282,2.0237271224427533
848,1,2000-2004 -> 2005-2009,2.9222625347292577,0.9250383156914688,1.9972242190377896
849,1,2000-2004 -> 2005-2009,3.094434629042147,0.898201627376775,2.1962330016653713
850,1,2000-2004 -> 2005-2009,3.0500097819604566,0.785357791110676,2.264651990849778
851,1,2000-2004 -> 2005-2009,3.0182066130273086,0.8663301470927487,2.1518764659345577
854,1,2000-2004 -> 2005-2009,2.618945969139579,0.8259281151586603,1.793017853980919
855,1,2000-2004 -> 2005-2009,2.5581305066146904,0.8002916871154206,1.7578388194992696
856,1,2000-2004 -> 2005-2009,2.6391409209834253,0.7826558331289808,1.8564850878544457
857,1,2000-2004 -> 2005-2009,2.8988309275971207,0.7338557996988685,2.164975127898253
858,1,2000-2004 -> 2005-2009,3.1345161697775525,0.6926694635798051,2.441846706197748
859,1,2000-2004 -> 2005-2009,3.067833749453065,0.769768100904427,2.298065648548637
860,1,2000-2004 -> 2005-2009,2.9346695933430125,0.7049623642272156,2.229707229115795
876,1,2000-2004 -> 2005-2009,2.1776464571546676,0.7092062618744996,1.4684401952801684
877,1,2000-2004 -> 2005-2009,2.1770248478971115,0.7105013173372638,1.466523530559848
878,1,2000-2004 -> 2005-2009,2.2171267937833123,0.7194283722984658,1.4976984214848472
879,1,2000-2004 -> 2005-2009,2.0984814795474245,0.6639251733483365,1.4345563061990876
881,1,2000-2004 -> 2005-2009,2.2981112108308324,0.6884737928089799,1.6096374180218513
882,1,2000-2004 -> 2005-2009,2.499356146782801,0.808657677868719,1.6906984689140834
883,1,2000-2004 -> 2005-2009,2.717217888249641,0.9717461081816519,1.7454717800679909
884,1,2000-2004 -> 2005-2009,1.835591961411009,0.7578202399729342,1.0777717214380749
885,1,2000-2004 -> 2005-2009,2.067315992082728,0.8523602622780694,1.2149557298046565
916,1,2000-2004 -> 2005-2009,3.441966185545458,1.2771172739735166,2.1648489115719416
917,1,2000-2004 -> 2005-2009,3.369891314870413,1.246791227851559,2.1231000870188534
918,1,2000-2004 -> 2005-2009,3.75547312370603,0.9298801312490933,2.825592992456938
919,1,2000-2004 -> 2005-2009,3.7238311978006298,0.9442169517481787,2.779614246052453
920,1,2000-2004 -> 2005-2009,3.476168084303067,0.9411419644184954,2.5350261198845723
921,1,2000-2004 -> 2005-2009,2.7396174025266107,0.8286616751033354,1.9109557274232756
922,1,2000-2004 -> 2005-2009,2.5683923536010145,0.7757408705635521,1.792651483037461
923,1,2000-2004 -> 2005-2009,2.654901996792098,0.7543048127526563,1.9005971840394411
926,1,2000-2004 -> 2005-2009,2.6308790343180997,0.7598463911017846,1.8710326432163156
927,1,2000-2004 -> 2005-2009,2.7254411596500563,0.7562747848309428,1.9691663748191148
929,1,2000-2004 -> 2005-2009,2.707387709832957,0.7288040029246474,1.978583706908307
930,1,2000-2004 -> 2005-2009,2.8460863467385,0.7036862890426819,2.1424000576958164
931,1,2000-2004 -> 2005-2009,2.748154051547696,0.6545246892600005,2.093629362287696
947,1,2000-2004 -> 2005-2009,2.130805183085844,0.6846931045465816,1.4461120785392625
948,1,2000-2004 -> 2005-2009,2.1465729677647176,0.7109330651183869,1.4356399026463316
949,1,2000-2004 -> 2005-2009,2.2947472566517697,0.8113879518821742,1.4833593047695937
950,1,2000-2004 -> 2005-2009,2.4152754062626993,0.8313097950847442,1.5839656111779563
951,1,2000-2004 -> 2005-2009,2.3661770979066263,0.8688999092147504,1.4972771886918754
952,1,2000-2004 -> 2005-2009,2.432988678954784,0.8868314832073425,1.5461571957474416
953,1,2000-2004 -> 2005-2009,2.4786908980088884,0.9020069771366727,1.5766839208722163
955,1,2000-2004 -> 2005-2009,2.2121708667566624,0.811538603347392,1.4006322634092694
956,1,2000-2004 -> 2005-2009,2.3570947691986164,0.8640821755687867,1.4930125936298304
985,1,2000-2004 -> 2005-2009,3.520590254967146,1.107437918420516,2.413152336546631
986,1,2000-2004 -> 2005-2009,3.540483533341052,1.101643535844183,2.438839997496868
987,1,2000-2004 -> 2005-2009,3.5576092571404034,1.0595803023303147,2.4980289548100916
988,1,2000-2004 -> 2005-2009,3.320456951059694,0.9221648599964072,2.3982920910632872
989,1,2000-2004 -> 2005-2009,3.3777560551405466,0.90318025044327,2.474575804697276
991,1,2000-2004 -> 2005-2009,2.9049473269234096,0.8140185942275888,2.0909287326958217
992,1,2000-2004 -> 2005-2009,2.938752056631081,0.7606794740155314,2.1780725826155516
993,1,2000-2004 -> 2005-2009,2.837043802163357,0.7263491792888238,2.1106946228745325
994,1,2000-2004 -> 2005-2009,2.656514117702913,0.6601872539747863,1.996326863728127
995,1,2000-2004 -> 2005-2009,2.6431546437024354,0.6407838584070515,2.0023707852953834
996,1,2000-2004 -> 2005-2009,2.5135240702425117,0.6355238607660424,1.8780002094764683
997,1,2000-2004 -> 2005-2009,2.3828917507730107,0.6077974577261573,1.775094293046854
999,1,2000-2004 -> 2005-2009,2.327067521891435,0.5840341704482122,1.7430333514432246
1001,1,2000-2004 -> 2005-2009,2.905583706076302,0.7285808981265495,2.177002807949751
1002,1,2000-2004 -> 2005-2009,3.0973371955218605,0.7652886736131719,2.332048521908689
1003,1,2000-2004 -> 2005-2009,3.0155993659357994,0.7597986809005326,2.2558006850352683
1018,1,2000-2004 -> 2005-2009,2.1385512533882443,0.8928730800701928,1.2456781733180522
1019,1,2000-2004 -> 2005-2009,2.0668701006343033,0.8983453504204184,1.1685247502138845
1020,1,2000-2004 -> 2005-2009,1.8708103634186217,0.683765024102073,1.1870453393165488
1021,1,2000-2004 -> 2005-2009,1.5928320629394763,0.5374950711112653,1.0553369918282096
1022,1,2000-2004 -> 2005-2009,2.099323796273784,0.6992742790080674,1.4000495172657144
1023,1,2000-2004 -> 2005-2009,2.0890565992918155,0.6797516711273723,1.4093049281644445
1025,1,2000-2004 -> 2005-2009,1.9657182654289052,0.6424804703466724,1.3232377950822332
1026,1,2000-2004 -> 2005-2009,2.0235028462698916,0.6928177856070199,1.330685060662872
1027,1,2000-2004 -> 2005-2009,2.0988806740238397,0.7222925630045666,1.3765881110192737
1028,1,2000-2004 -> 2005-2009,2.2098214427991705,0.7432671428876383,1.4665542999115335
1029,1,2000-2004 -> 2005-2009,2.3961837524686653,0.7850710862603162,1.6111126662083508
1055,1,2000-2004 -> 2005-2009,3.5180461374000105,1.3705782295846742,2.1474679078153374
1057,1,2000-2004 -> 2005-2009,3.646137815335461,1.3507681879090332,2.29536962742643
1058,1,2000-2004 -> 2005-2009,3.712413942314743,1.2183503501807909,2.494063592133954
1061,1,2000-2004 -> 2005-2009,3.269673170544287,1.2249360494092265,2.0447371211350607
1063,1,2000-2004 -> 2005-2009,3.255051958787507,1.1290833577449335,2.125968601042575
1064,1,2000-2004 -> 2005-2009,3.33231079024668,1.0709168580087662,2.2613939322379157
1065,1,2000-2004 -> 2005-2009,3.2158183353258822,1.0403933898737459,2.175424945452136
1066,1,2000-2004 -> 2005-2009,3.1002641816170255,0.9846606368030584,2.1156035448139665
1068,1,2000-2004 -> 2005-2009,3.236965171034976,0.7968897822133232,2.4400753888216546
1069,1,2000-2004 -> 2005-2009,3.1347973892131886,0.7562315182914001,2.3785658709217885
1070,1,2000-2004 -> 2005-2009,3.058284971932712,0.7536139269320388,2.304671045000675
1073,1,2000-2004 -> 2005-2009,3.096840996473577,0.7541790947103685,2.3426619017632087
1075,1,2000-2004 -> 2005-2009,3.059488056415368,0.7458681772936034,2.313619879121766
1076,1,2000-2004 -> 2005-2009,2.954518456774771,0.7103156755477624,2.2442027812270084
1089,1,2000-2004 -> 2005-2009,1.8955036875588502,0.6220955234469897,1.2734081641118604
1090,1,2000-2004 -> 2005-2009,1.9528555075564087,0.6227936266399425,1.3300618809164646
1091,1,2000-2004 -> 2005-2009,2.0504773632569364,0.5933195189254448,1.457157844331491
1092,1,2000-2004 -> 2005-2009,2.100983685332875,0.5843044461156359,1.5166792392172384
1093,1,2000-2004 -> 2005-2009,2.210318780852461,0.6031558443604531,1.6071629364920088
1094,1,2000-2004 -> 2005-2009,2.27285605053552,0.632651964198983,1.640204086336536
1095,1,2000-2004 -> 2005-2009,2.2415768759658703,0.6479960844430107,1.5935807915228613
1096,1,2000-2004 -> 2005-2009,2.0208534660282638,0.6445414057226998,1.3763120603055632
1097,1,2000-2004 -> 2005-2009,2.007109768914705,0.7522655136965107,1.2548442552181944
1098,1,2000-2004 -> 2005-2009,1.916038547499105,0.838767579254512,1.0772709682445927
1099,1,2000-2004 -> 2005-2009,1.920900870145402,0.7627336573122253,1.1581672128331773
1100,1,2000-2004 -> 2005-2009,2.0198457931454956,0.7479144093149861,1.2719313838305102
1101,1,2000-2004 -> 2005-2009,2.3156941472366066,0.951447456296137,1.3642466909404711
1103,1,2000-2004 -> 2005-2009,2.1948796861716255,0.8977557365634296,1.2971239496081965
1125,1,2000-2004 -> 2005-2009,3.7495915552934385,1.0934521856262416,2.6561393696671964
1126,1,2000-2004 -> 2005-2009,3.753587759076834,1.09578378145617,2.6578039776206617
1127,1,2000-2004 -> 2005-2009,3.648566721913015,1.0640342127688827,2.5845325091441307
1128,1,2000-2004 -> 2005-2009,3.611502335981106,1.0730361008982834,2.538466235082821
1129,1,2000-2004 -> 2005-2009,3.5059559692918896,1.0444512893836573,2.461504679908231
1130,1,2000-2004 -> 2005-2009,3.3621179260676572,0.9334556381579109,2.428662287909748
1131,1,2000-2004 -> 2005-2009,2.997808182020441,0.8083317796895564,2.1894764023308846
1132,1,2000-2004 -> 2005-2009,2.883670810370364,0.7728772908283695,2.110793519541997
1133,1,2000-2004 -> 2005-2009,2.7805691320951835,0.7347552390953386,2.045813892999846
1134,1,2000-2004 -> 2005-2009,2.7539569231698304,0.7233035888649286,2.0306533343049016
1136,1,2000-2004 -> 2005-2009,2.4678312578639447,0.6787794952720793,1.7890517625918658
1137,1,2000-2004 -> 2005-2009,2.448453224685865,0.6578825367466433,1.7905706879392187
1138,1,2000-2004 -> 2005-2009,2.5791585827292214,0.6738499863905377,1.9053085963386827
1139,1,2000-2004 -> 2005-2009,2.5408214880307676,0.659526716977,1.8812947710537684
1140,1,2000-2004 -> 2005-2009,2.533201361814463,0.6285099460648258,1.9046914157496382
1141,1,2000-2004 -> 2005-2009,2.4332755312156706,0.5871746516573083,1.846100879558363
1142,1,2000-2004 -> 2005-2009,2.29867528557056,0.5243148404623392,1.774360445108221
1143,1,2000-2004 -> 2005-2009,2.3539338762343665,0.5391625518488048,1.8147713243855612
1144,1,2000-2004 -> 2005-2009,2.946031475318663,0.6425748199347626,2.303456655383899
1145,1,2000-2004 -> 2005-2009,2.9064981766547606,0.6144678260886788,2.2920303505660824
1161,1,2000-2004 -> 2005-2009,2.086888965620584,0.9257593267003544,1.1611296389202308
1162,1,2000-2004 -> 2005-2009,2.1413032160809014,0.9566485330078457,1.1846546830730555
1163,1,2000-2004 -> 2005-2009,2.123287287843429,0.976428110904515,1.1468591769389143
1164,1,2000-2004 -> 2005-2009,1.784417106269304,0.6538197127555747,1.1305973935137303
1165,1,2000-2004 -> 2005-2009,2.15230561440396,0.727105178954255,1.4252004354497043
1166,1,2000-2004 -> 2005-2009,2.2696714091384695,0.7713683990067153,1.4983030101317547
1167,1,2000-2004 -> 2005-2009,2.3390493226366798,0.7671152869579234,1.5719340356787546
1168,1,2000-2004 -> 2005-2009,2.3288653406853186,0.7456319573815998,1.5832333833037202
1169,1,2000-2004 -> 2005-2009,2.462925166536439,0.8044261804014821,1.658498986134959
1170,1,2000-2004 -> 2005-2009,2.358108669870027,0.7905294360925882,1.5675792337774366
1171,1,2000-2004 -> 2005-2009,2.4276350458777762,0.8342056996264828,1.5934293462512952
1172,1,2000-2004 -> 2005-2009,2.389437302877242,0.8291998806400541,1.5602374222371895
1173,1,2000-2004 -> 2005-2009,2.3312982463291054,0.8100982572400212,1.521199989089085
1175,1,2000-2004 -> 2005-2009,2.4597076577906885,0.8351215645081939,1.6245860932824923
1196,1,2000-2004 -> 2005-2009,3.640920927071073,1.2262191217454825,2.414701805325593
1197,1,2000-2004 -> 2005-2009,3.8565144945409666,1.2382432954559104,2.618271199085056
1198,1,2000-2004 -> 2005-2009,4.0006961007126325,1.2586747296960643,2.7420213710165706
1199,1,2000-2004 -> 2005-2009,4.022127153706468,1.248284929989156,2.7738422237173124
1200,1,2000-2004 -> 2005-2009,4.198604577162798,1.3006173660488405,2.8979872111139575
1201,1,2000-2004 -> 2005-2009,4.088074326170348,1.452967363841731,2.635106962328617
1202,1,2000-2004 -> 2005-2009,3.779463901129196,1.3779332361154677,2.4015306650137256
1203,1,2000-2004 -> 2005-2009,3.9794387633461294,1.298383566639881,2.681055196706253
1204,1,2000-2004 -> 2005-2009,3.609897940539085,1.2859373373588834,2.323960603180201
1205,1,2000-2004 -> 2005-2009,3.6188086841960345,1.2256387674820723,2.3931699167139646
1206,1,2000-2004 -> 2005-2009,3.6288254128857393,1.1777689039721568,2.4510565089135814
1207,1,2000-2004 -> 2005-2009,3.6647162638583,1.151404419714473,2.5133118441438276
1208,1,2000-2004 -> 2005-2009,3.861978565990105,1.072470360585594,2.789508205404507
1209,1,2000-2004 -> 2005-2009,3.858407362018447,1.1029330850991408,2.7554742769193066
1210,1,2000-2004 -> 2005-2009,3.482883522741359,1.0354979710699497,2.4473855516714083
1211,1,2000-2004 -> 2005-2009,3.5943492847135246,0.97494425397383,2.619405030739694
1212,1,2000-2004 -> 2005-2009,3.7452060565595495,1.038817634903173,2.706388421656374
1213,1,2000-2004 -> 2005-2009,3.1462168564270994,0.8232578224226074,2.322959034004492
1214,1,2000-2004 -> 2005-2009,3.0006392179140997,0.8722981626156979,2.1283410552984026
1215,1,2000-2004 -> 2005-2009,2.675172929781251,0.7115773656706991,1.9635955641105527
1216,1,2000-2004 -> 2005-2009,2.7176047567898043,0.7117958196168076,2.005808937172996
1234,1,2000-2004 -> 2005-2009,1.9538235324609416,0.5709693815155238,1.3828541509454177
1235,1,2000-2004 -> 2005-2009,1.9890504212338445,0.5676929179974824,1.4213575032363615
1236,1,2000-2004 -> 2005-2009,2.0334094919878263,0.5960714878993021,1.4373380040885235
1237,1,2000-2004 -> 2005-2009,2.202809481881593,0.6207511808640837,1.5820583010175082
1238,1,2000-2004 -> 2005-2009,2.1023676727299843,0.5991798792959344,1.5031877934340487
1239,1,2000-2004 -> 2005-2009,2.021054826514365,0.549559347073902,1.4714954794404613
1240,1,2000-2004 -> 2005-2009,2.059173123778524,0.5605466671890141,1.4986264565895104
1241,1,2000-2004 -> 2005-2009,2.0821823493923945,0.6098628795070598,1.4723194698853352
1242,1,2000-2004 -> 2005-2009,2.095450336083154,0.8053868976816704,1.2900634384014846
1243,1,2000-2004 -> 2005-2009,2.0563894170340316,0.8919274828031929,1.1644619342308382
1244,1,2000-2004 -> 2005-2009,2.0517822033061215,0.9050242254243372,1.1467579778817825
1245,1,2000-2004 -> 2005-2009,2.088754417023006,0.8994808599078703,1.1892735571151372
1246,1,2000-2004 -> 2005-2009,2.149805357592565,0.8656856727126259,1.2841196848799397
1247,1,2000-2004 -> 2005-2009,2.1908545551406986,0.8405753377002005,1.3502792174404972
1248,1,2000-2004 -> 2005-2009,2.376178886673329,0.9100947857032622,1.4660841009700671
1249,1,2000-2004 -> 2005-2009,2.4411103342532607,0.9888804255621804,1.4522299086910788
1268,1,2000-2004 -> 2005-2009,4.167305768409933,0.9840408164943001,3.183264951915632
1269,1,2000-2004 -> 2005-2009,4.083617719647407,0.9682226821206334,3.115395037526771
1270,1,2000-2004 -> 2005-2009,4.192550438682232,0.9892528035529143,3.203297635129318
1271,1,2000-2004 -> 2005-2009,3.9584917259363692,0.980925135746231,2.977566590190139
1272,1,2000-2004 -> 2005-2009,3.6838551081126454,0.9370692179465933,2.74678589016605
1273,1,2000-2004 -> 2005-2009,3.5661932943076238,0.9080646728680181,2.6581286214396047
1274,1,2000-2004 -> 2005-2009,3.3258812802338693,0.8614771520939856,2.464404128139882
1275,1,2000-2004 -> 2005-2009,3.237557480550306,0.8288211976019895,2.4087362829483143
1276,1,2000-2004 -> 2005-2009,3.136144785336568,0.785000367399892,2.351144417936676
1277,1,2000-2004 -> 2005-2009,2.8863605897496236,0.7495382052932983,2.1368223844563228
1279,1,2000-2004 -> 2005-2009,2.9982822548268007,0.697700163868493,2.3005820909583083
1280,1,2000-2004 -> 2005-2009,3.2985423755059236,0.6330549937410683,2.665487381764855
1281,1,2000-2004 -> 2005-2009,3.247466983287781,0.6121794352408853,2.6352875480468954
1282,1,2000-2004 -> 2005-2009,3.1673695143963427,0.6060333674257158,2.561336146970629
1283,1,2000-2004 -> 2005-2009,3.0936620083286916,0.5879238140405113,2.505738194288182
1284,1,2000-2004 -> 2005-2009,2.70138459653934,0.5945353351964476,2.106849261342892
1285,1,2000-2004 -> 2005-2009,2.8745951262792686,0.5964986709911019,2.278096455288166
1286,1,2000-2004 -> 2005-2009,2.7966530963366547,0.5907759145253558,2.2058771818112985
1287,1,2000-2004 -> 2005-2009,2.832750679628276,0.6007928592374816,2.2319578203907953
1288,1,2000-2004 -> 2005-2009,2.7546216397630237,0.639618598955129,2.1150030408078964
1289,1,2000-2004 -> 2005-2009,2.689079324449769,0.6514976952241031,2.037581629225667
1305,1,2000-2004 -> 2005-2009,1.7368696232694942,0.8785407550259211,0.8583288682435735
1306,1,2000-2004 -> 2005-2009,1.8386275871491602,0.8572413674872024,0.9813862196619575
1307,1,2000-2004 -> 2005-2009,1.806463677294956,0.8294454457764321,0.9770182315185241
1308,1,2000-2004 -> 2005-2009,1.6991660496679073,0.6387254926407362,1.060440557027171
1309,1,2000-2004 -> 2005-2009,1.975730624707587,0.7635021099557184,1.2122285147518697
1312,1,2000-2004 -> 2005-2009,2.3200948578737313,0.7620782018815516,1.5580166559921793
1313,1,2000-2004 -> 2005-2009,2.293051824361032,0.6482498687054296,1.6448019556556042
1314,1,2000-2004 -> 2005-2009,2.4579536830155195,0.7576175673998987,1.7003361156156216
1315,1,2000-2004 -> 2005-2009,2.6647023588187584,0.8148261145102582,1.8498762443085006
1316,1,2000-2004 -> 2005-2009,2.7266204422268876,0.8023803236246166,1.9242401186022704
1319,1,2000-2004 -> 2005-2009,2.85195149808566,0.8826847179249988,1.9692667801606618
1320,1,2000-2004 -> 2005-2009,2.813019821327856,0.9017070297477364,1.911312791580118
