grid_cell,slope_per_period,mean_local_sorensen
56,-0.003433510329890399,0.08040154095492313
57,-0.0038305232702016633,0.078128038248873
128,-0.005266345617381286,0.09663771048851706
129,-0.005208892330194126,0.08957283715083283
130,-0.0066642683853169295,0.14197451231630948
198,-0.0038759478998829505,0.07921913963553504
199,-0.0037447087270172,0.08058821989893808
203,-0.0032955707159653624,0.06720311278774896
270,-0.004266544139044567,0.08066709177792238
271,-0.003618112828667026,0.0760043536246749
272,-0.0030808143393213556,0.06762812713848818
274,-0.002992086657833258,0.06589870526170336
276,-0.0031726752196381824,0.06420891984985912
341,-0.008451018368773797,0.1664639361788176
342,-0.004680557470472145,0.09029753207754161
343,-0.003929427196332501,0.08006133574376202
344,-0.003216684228738892,0.06673574361449938
345,-0.002974770664554846,0.08078511796685992
347,-0.003185688710674063,0.06769340018051304
412,-0.004304333223379352,0.10492966500573193
413,-0.004064615602639562,0.10059347307527511
414,-0.0037043739129240015,0.09347768365609704
415,-0.004280314848589119,0.09324787501005159
416,-0.004345139561596605,0.09630363205765233
417,-0.004094667518225783,0.07895474675586078
418,-0.004042568153760738,0.07217871062208109
483,-0.004857231535700562,0.10114541234118044
484,-0.005239936474795784,0.12080095039210795
485,-0.0045115923660911635,0.11966479322154448
486,-0.004058721442376248,0.12037140744488448
487,-0.004366322323556793,0.13168956329885456
488,-0.003424539737230685,0.10892495377441339
554,-0.005628441826361805,0.1046091743637971
555,-0.005469254565521511,0.09893032110536479
556,-0.004616168349768593,0.08701161470626102
557,-0.004193719128067294,0.08412381470963234
558,-0.0038726166193358514,0.08685107628685652
559,-0.004623193277656909,0.08669895429549693
560,-0.0049601311267227655,0.08703605540689714
561,-0.0038707920875853384,0.07535454356937436
563,-0.003847502071742523,0.06768772925932671
564,-0.0036476167335108348,0.06996643026643838
592,-0.0030895352384148617,0.13041698031075713
593,-0.0029402952951634114,0.11327848328105047
625,-0.006265696213500505,0.09308595776706076
626,-0.004945824801605751,0.08340207852973203
627,-0.005041976076141402,0.08585341191362007
628,-0.004817070465991261,0.08276414038890226
629,-0.005130738654284699,0.08732193722948063
630,-0.005327948155889153,0.09768779345961429
631,-0.004491566607360363,0.10137278797517771
632,-0.0045098663219690985,0.10168532865583894
634,-0.00391197800861962,0.09046579607096875
635,-0.003558284206218713,0.07460023526262845
636,-0.003986280186715316,0.07471739163076546
637,-0.004292873978533343,0.08546135089024279
640,-0.003007770408223315,0.08545745112512948
663,-0.0037067667371977866,0.16326771294767267
664,-0.0038719381189158087,0.1254060816232295
665,-0.003725851764155806,0.11659497605500498
666,-0.003025372124161624,0.09299298485231096
696,-0.0067944362200303325,0.11347053925420907
698,-0.0058278503523119946,0.1024662232126489
699,-0.005271990920399587,0.09911938665030966
700,-0.012521743362921469,0.15740823364228684
701,-0.007660027638934958,0.10771271882375481
702,-0.005896942132078647,0.08686063411102507
704,-0.006474790858310521,0.10443296647903291
705,-0.007633620187191205,0.12033407095005252
706,-0.006706031213534758,0.10333240832633668
708,-0.005366010772673303,0.11874373906672746
710,-0.004346350532088624,0.11143701132070157
711,-0.004292426255264703,0.10154848776102891
712,-0.00414621846626039,0.10710695978594338
716,-0.005316574411955545,0.10898122410036296
717,-0.004408209124075265,0.10090612791209105
735,-0.003447024129115246,0.12531206079289184
736,-0.003496848460780637,0.10054012736381399
737,-0.00311329808311991,0.09453330336446916
738,-0.005408631904953875,0.1151481809395877
772,-0.005946847912983029,0.09889880399025834
773,-0.005993881601965385,0.08538446125886914
774,-0.007483677838690694,0.09619008880859174
775,-0.0053637077066684925,0.08413121433652299
776,-0.005059885312487469,0.08547242629926702
777,-0.006771803864036026,0.08847167986093828
778,-0.00459498285660252,0.07499879856033932
783,-0.0025012123551872755,0.07095230301325006
784,-0.002192213402328838,0.06921094904240122
785,-0.002830162853111584,0.06726473816182646
787,-0.0033828646980924443,0.07027630739474837
788,-0.004299569646260363,0.0958082257455949
804,-0.0051421292668847405,0.13855370513047469
805,-0.0038400040462909096,0.13648176880737609
806,-0.0030791776519655534,0.14407998978703285
807,-0.005092953762017063,0.14277792111664325
808,-0.004915513855008638,0.1330461351839353
809,-0.004033612492210371,0.10968246783615535
810,-0.004711807079233512,0.10837748469150496
811,-0.003879473654928156,0.10687437675625899
812,-0.005042264946403205,0.16105637408729606
813,-0.004397541689477327,0.16060865190008589
845,-0.005782876368968325,0.08499336857827547
846,-0.00805036298834624,0.18201242141763535
847,-0.005638655330758353,0.07989168671560219
848,-0.005506352133357555,0.07691126043587061
849,-0.005048475932784034,0.06700593915903655
