grid_cell,metric,trend_mean,trend_l95,trend_u95,p_pos,sig95
1307,corrected_richness,2.4089863160737477,2.097233024965447,2.686871123708058,1,TRUE
1308,corrected_richness,2.3450031637600226,2.0317908237792315,2.6536959081532085,1,TRUE
1309,corrected_richness,2.6224136589467593,2.2109398125252233,2.980644139779539,1,TRUE
1312,corrected_richness,2.968269432027866,2.5937618605111648,3.4510869968664695,1,TRUE
1313,corrected_richness,2.9576471800122177,2.528287799946905,3.408598493929759,1,TRUE
1314,corrected_richness,3.1516133806249598,2.76495931086603,3.590445089596574,1,TRUE
1315,corrected_richness,3.184304396976095,2.775114768286751,3.585297945706165,1,TRUE
1316,corrected_richness,3.4306149788125815,3.021465950045618,3.8376612008101647,1,TRUE
1319,corrected_richness,3.5907449356715593,3.1606609166448436,4.012041176634855,1,TRUE
1320,corrected_richness,3.3971103116344414,3.001246913218696,3.7933390317972195,1,TRUE
1321,corrected_richness,3.131870337234441,2.7369808171926735,3.5662623480511217,1,TRUE
1322,corrected_richness,3.015882125138573,2.5632792179764645,3.436437447992362,1,TRUE
1328,corrected_richness,3.3487963091013397,2.8304833444467916,3.941227692376492,1,TRUE
1339,corrected_richness,4.483342065877814,4.020377456925335,4.983864402273108,1,TRUE
1340,corrected_richness,4.566226299797991,4.108520381021876,5.0760505317907505,1,TRUE
1341,corrected_richness,4.477803544755998,4.051009016917066,4.957079128270196,1,TRUE
1342,corrected_richness,4.597278798170754,4.157753325771217,5.083500754455207,1,TRUE
1344,corrected_richness,4.632185269021974,4.162691380567157,5.131627548634754,1,TRUE
1345,corrected_richness,4.643748483896752,4.170622833582643,5.136326275938753,1,TRUE
1346,corrected_richness,4.300098754007211,3.7887240652640166,4.857322643861244,1,TRUE
1348,corrected_richness,3.9988171007127113,3.5645069875601276,4.516592406131133,1,TRUE
1349,corrected_richness,3.833487890928929,3.397334615603532,4.3716712791614505,1,TRUE
1350,corrected_richness,4.620543944244424,4.082829665717636,5.06745636085129,1,TRUE
1351,corrected_richness,4.192028815417561,3.746750326205048,4.6429773446378215,1,TRUE
1352,corrected_richness,4.107747572886583,3.6810745785668564,4.543801638536484,1,TRUE
1353,corrected_richness,4.053440050221545,3.6319899128112096,4.547294001934301,1,TRUE
1354,corrected_richness,3.7350389916342306,3.3140158933282544,4.21014031519737,1,TRUE
1355,corrected_richness,3.5480196094341174,3.101375468373865,4.031136794833642,1,TRUE
1356,corrected_richness,3.731458607570825,3.3333439971758763,4.174971429790904,1,TRUE
