grid_cell,block_label,mean_local_sorensen
1755,2000-2004,0.07813946159938648
1756,2000-2004,0.0826167761079774
1757,2000-2004,0.0715651857100369
1758,2000-2004,0.08169530338418945
1759,2000-2004,0.07733361154071065
1760,2000-2004,0.08308518348573356
1761,2000-2004,0.08858644403295665
1762,2000-2004,0.08815105233825152
1764,2000-2004,0.07954919688940229
1765,2000-2004,0.08203777935882028
1766,2000-2004,0.08221464253455688
1767,2000-2004,0.084406739362488
1769,2000-2004,0.09120973351293353
1770,2000-2004,0.092022802056897
1771,2000-2004,0.08553803484554327
1772,2000-2004,0.0789238717190458
1773,2000-2004,0.07450719794767664
1774,2000-2004,0.06974266098857525
1775,2000-2004,0.06960094799098772
1776,2000-2004,0.07001980184841364
1777,2000-2004,0.06431863496536278
1778,2000-2004,0.060948034576637077
1779,2000-2004,0.05800595974208013
1782,2000-2004,0.059284448175478364
1783,2000-2004,0.059929515378844035
1803,2000-2004,0.07490091681649363
1804,2000-2004,0.0693901182287465
1805,2000-2004,0.05511903892831416
1806,2000-2004,0.06017589430499759
1807,2000-2004,0.06432401612523522
1808,2000-2004,0.0725267443383604
1809,2000-2004,0.06424440042906857
1815,2000-2004,0.08902785191120158
1816,2000-2004,0.08403593269471775
1819,2000-2004,0.06906364602965502
1820,2000-2004,0.06358378641803727
1821,2000-2004,0.06293636540810338
1822,2000-2004,0.05399167065331771
1823,2000-2004,0.05831147936270615
1824,2000-2004,0.06218765656750998
1825,2000-2004,0.0568031142551786
1826,2000-2004,0.059249949832463226
1827,2000-2004,0.04894700329745933
1828,2000-2004,0.04186459341725956
1829,2000-2004,0.0437426986134208
1830,2000-2004,0.045033840610887554
1831,2000-2004,0.053271743078697836
1832,2000-2004,0.05455837390159513
1833,2000-2004,0.05606891376351686
1834,2000-2004,0.05597066884257757
1835,2000-2004,0.05373069714976488
1836,2000-2004,0.05576310836100338
1837,2000-2004,0.05365371013780374
1838,2000-2004,0.05617102790771018
1839,2000-2004,0.06010506098472771
1840,2000-2004,0.06282704020823335
1841,2000-2004,0.06252100197005868
1842,2000-2004,0.05991642450409883
1843,2000-2004,0.05210776608061423
1844,2000-2004,0.05388954444920911
1845,2000-2004,0.0551002242142623
1846,2000-2004,0.05456953648118195
1847,2000-2004,0.05307445215109258
1848,2000-2004,0.047889860783606394
1849,2000-2004,0.04532962350577328
1850,2000-2004,0.043037254848373105
1851,2000-2004,0.044320076615420985
1852,2000-2004,0.04457165982316143
1853,2000-2004,0.03353455359155092
1854,2000-2004,0.04218234249143768
1855,2000-2004,0.04151423221683566
1856,2000-2004,0.04901223316971235
1875,2000-2004,0.07248079249770602
1876,2000-2004,0.05810974938655233
1877,2000-2004,0.047416592914852417
1878,2000-2004,0.039555894720579486
1879,2000-2004,0.035335958894772375
1880,2000-2004,0.035928430789569345
1881,2000-2004,0.0327320248366139
1882,2000-2004,0.04002739857814802
1884,2000-2004,0.052086598255321616
1892,2000-2004,0.06466872841473788
1895,2000-2004,0.04551936363561947
1896,2000-2004,0.04656091798597223
1897,2000-2004,0.034420944334949806
1898,2000-2004,0.03550517958688873
1899,2000-2004,0.035273778483002706
1900,2000-2004,0.035497474172558136
1901,2000-2004,0.029009137158132987
1902,2000-2004,0.030308943845072094
1903,2000-2004,0.031649804586401216
1904,2000-2004,0.03301682783072031
1905,2000-2004,0.03439009623286187
1906,2000-2004,0.037268106640728146
1907,2000-2004,0.04310119770882297
1908,2000-2004,0.042398753796188564
1909,2000-2004,0.03910914755810662
1910,2000-2004,0.0398440819264668
1911,2000-2004,0.04689990300040257
1912,2000-2004,0.047192358971871816
1913,2000-2004,0.04607759350738937
1914,2000-2004,0.04012804051932702
1915,2000-2004,0.039476944145025006
1916,2000-2004,0.03855334612805706
1917,2000-2004,0.03739814207675689
1918,2000-2004,0.036066581715242095
1919,2000-2004,0.03461829745753518
1920,2000-2004,0.03310883151188143
1921,2000-2004,0.03143541358150403
1922,2000-2004,0.02966510745581641
1923,2000-2004,0.031082815993452934
1924,2000-2004,0.027891728060080768
1925,2000-2004,0.028215672144250165
1926,2000-2004,0.03296119096290071
1927,2000-2004,0.043359135439555385
1928,2000-2004,0.04908958344838294
1950,2000-2004,0.03171006607628184
1951,2000-2004,0.027763593570207402
1952,2000-2004,0.03329492328472252
1953,2000-2004,0.029274498499465555
1954,2000-2004,0.03556012914131787
1967,2000-2004,0.031616738790370004
1968,2000-2004,0.028178696571952357
1969,2000-2004,0.02718007856067115
1970,2000-2004,0.029958654871250323
1971,2000-2004,0.031560453909121725
1972,2000-2004,0.03248799740318696
1973,2000-2004,0.03169686591661418
1974,2000-2004,0.03246307384829745
1975,2000-2004,0.03395413614057699
1976,2000-2004,0.03546186956727447
1977,2000-2004,0.036955855727988214
1978,2000-2004,0.03839367473852514
1979,2000-2004,0.039720402723209924
1980,2000-2004,0.04087701749437957
1981,2000-2004,0.04181256476009072
1982,2000-2004,0.04249028052858335
1983,2000-2004,0.04288436331548509
1984,2000-2004,0.04297382537762634
1985,2000-2004,0.042741699397052024
1986,2000-2004,0.04218168678790934
1987,2000-2004,0.04130741450145136
1988,2000-2004,0.040157046458066004
1989,2000-2004,0.03878922137759132
1990,2000-2004,0.03727243922258877
1991,2000-2004,0.03567388953907943
1992,2000-2004,0.034052108866653684
1993,2000-2004,0.032454449302631645
1994,2000-2004,0.03169947024322954
1995,2000-2004,0.03047357397570039
1996,2000-2004,0.027243651032026632
1997,2000-2004,0.02860176991323385
1998,2000-2004,0.029498856934113863
2024,2000-2004,0.031502050795289296
2025,2000-2004,0.028739270280341914
2027,2000-2004,0.039064333127876216
2028,2000-2004,0.04624101985554182
2039,2000-2004,0.03430883473930305
2040,2000-2004,0.03049411403971039
2041,2000-2004,0.03139087340598634
2044,2000-2004,0.03661738379352312
2045,2000-2004,0.03590696875081489
2046,2000-2004,0.03534635343655172
2047,2000-2004,0.03796660749433772
2048,2000-2004,0.038651110574199836
2049,2000-2004,0.04040068737580448
2050,2000-2004,0.04128926711998244
2051,2000-2004,0.04264766075028275
2052,2000-2004,0.04378834074127947
2053,2000-2004,0.04466229146660473
2054,2000-2004,0.04523475091644569
2055,2000-2004,0.04547927520784632
2056,2000-2004,0.04537395030186219
2057,2000-2004,0.04490635929533105
2058,2000-2004,0.04408441759113949
2059,2000-2004,0.04294417820626062
2060,2000-2004,0.041547826105470656
2061,2000-2004,0.039972487377271396
2062,2000-2004,0.03829611175550651
2063,2000-2004,0.03658704555963056
2064,2000-2004,0.03489936968994586
2065,2000-2004,0.0332725680596347
2066,2000-2004,0.03169851497035105
2067,2000-2004,0.03012064117036881
2068,2000-2004,0.031943838361903606
2069,2000-2004,0.033323155914325955
2100,2000-2004,0.044415228049338284
2111,2000-2004,0.036803668239830424
2112,2000-2004,0.033824797306687984
2113,2000-2004,0.03491062680786448
2114,2000-2004,0.037686280922726446
2116,2000-2004,0.03924722943857767
2117,2000-2004,0.03979690234951258
2118,2000-2004,0.040719389585673386
2119,2000-2004,0.04343750732900971
2120,2000-2004,0.04529546524105981
2121,2000-2004,0.04479548399096279
2122,2000-2004,0.04564085272649996
2123,2000-2004,0.0457592380056647
2124,2000-2004,0.04683250780872838
2125,2000-2004,0.047582059175593903
2126,2000-2004,0.047975313148973374
2127,2000-2004,0.0479874997052198
2128,2000-2004,0.047603473701041225
2129,2000-2004,0.04682835855754116
2130,2000-2004,0.04569769375912047
2131,2000-2004,0.0442774335275262
2132,2000-2004,0.042652360271701
2133,2000-2004,0.040909560973390525
2134,2000-2004,0.03912510245957253
2135,2000-2004,0.03735763586419398
2136,2000-2004,0.035647995594701755
2137,2000-2004,0.03402191157168111
2138,2000-2004,0.03245258143928049
2139,2000-2004,0.03107100975312703
2140,2000-2004,0.0331393030949886
2141,2000-2004,0.03634554343345391
2171,2000-2004,0.04142470480691579
2181,2000-2004,0.04752300809504605
2182,2000-2004,0.04279761849176823
2183,2000-2004,0.03831727865147497
2184,2000-2004,0.03665786852690684
2186,2000-2004,0.03993844094998043
2187,2000-2004,0.04030555171464868
2188,2000-2004,0.04094186264453589
2189,2000-2004,0.0429572828076812
2191,2000-2004,0.048330138385244234
2193,2000-2004,0.04865662719804346
2194,2000-2004,0.049108032985256136
2195,2000-2004,0.048962933890694026
2196,2000-2004,0.04988910578734057
2197,2000-2004,0.05042267030916577
2198,2000-2004,0.05053752511442381
2199,2000-2004,0.05022065533095889
2200,2000-2004,0.04947954753122891
2201,2000-2004,0.04835236742149166
2202,2000-2004,0.04690943321206366
2203,2000-2004,0.04524182176506199
2204,2000-2004,0.043443259517216816
2205,2000-2004,0.04159472503172571
2206,2000-2004,0.039757056904461914
2207,2000-2004,0.03797088812926721
2208,2000-2004,0.03626056722634442
2209,2000-2004,0.0346389381384154
