grid_cell,metric,trend_mean,trend_l95,trend_u95,p_pos,sig95
56,corrected_richness,0.7911363118226319,0.5814377363649236,1.0510964212879188,1,TRUE
57,corrected_richness,0.892022152307321,0.6424649391395169,1.1410859811993221,1,TRUE
128,corrected_richness,0.976500206613449,0.7281748205781782,1.261205398573191,1,TRUE
129,corrected_richness,1.0355117134489014,0.7119732320057517,1.361222265856006,1,TRUE
130,corrected_richness,1.054221100953778,0.6552132018381661,1.483180399906523,1,TRUE
198,corrected_richness,0.6278851532565122,0.45197264020263195,0.8319450734700304,1,TRUE
199,corrected_richness,0.5128997596550114,0.3371730165874458,0.6994882214282582,1,TRUE
203,corrected_richness,0.6939520959588242,0.5407995865132864,0.8789043862834232,1,TRUE
270,corrected_richness,0.6338180446132824,0.4759786607422051,0.8437644332319721,1,TRUE
271,corrected_richness,0.6714571726013954,0.5069917330837544,0.8797018056460872,1,TRUE
272,corrected_richness,0.6403924559928972,0.4694916941334537,0.8507689454774973,1,TRUE
274,corrected_richness,0.5243509154784131,0.351693405460136,0.6965231788208803,1,TRUE
276,corrected_richness,0.6052522288988214,0.45828966784276126,0.7552237376898039,1,TRUE
341,corrected_richness,1.1004778548932372,0.7226457308744035,1.4863710322579282,1,TRUE
342,corrected_richness,0.7531500521196882,0.5489564631066887,1.035573839493099,1,TRUE
343,corrected_richness,0.7135435523076797,0.48165734161924134,1.0589990264413316,1,TRUE
344,corrected_richness,0.9175293280809782,0.6775938510975921,1.1957579456012668,1,TRUE
345,corrected_richness,1.0298071334814047,0.813542811714966,1.2312137573469668,1,TRUE
347,corrected_richness,1.030579828921317,0.8426147605874437,1.2770869046795585,1,TRUE
412,corrected_richness,0.9935553394944538,0.7289040463107347,1.2204137685649774,1,TRUE
413,corrected_richness,0.9763270315894689,0.7137694525172115,1.2052245724541852,1,TRUE
414,corrected_richness,0.9372246014078298,0.6779921886500146,1.1921418460089015,1,TRUE
415,corrected_richness,0.9972921834053182,0.7168464132124371,1.2662292099350871,1,TRUE
416,corrected_richness,1.024477447877389,0.7441688679507605,1.325607767243131,1,TRUE
417,corrected_richness,0.5814594997761462,0.31279437314021513,0.8991393915520919,1,TRUE
418,corrected_richness,0.5529105139021261,0.31722704754274483,0.8252887444391029,1,TRUE
483,corrected_richness,1.4464943295047157,1.219120120522089,1.6296124648635986,1,TRUE
484,corrected_richness,1.291966732119479,1.1016063145364348,1.4806387532213392,1,TRUE
485,corrected_richness,1.2715894335188986,1.0706755632768419,1.4653189160752176,1,TRUE
486,corrected_richness,1.423597037133126,1.2306707730843944,1.6124324603626763,1,TRUE
487,corrected_richness,1.2270421902997608,1.0387954449091017,1.423243813725779,1,TRUE
488,corrected_richness,1.2219579217016003,1.0628927195573803,1.4096698173614333,1,TRUE
554,corrected_richness,1.429984865327663,1.214493239898254,1.6222685283311122,1,TRUE
555,corrected_richness,1.4421283969817795,1.2318850431434862,1.6635506679394736,1,TRUE
556,corrected_richness,1.3894973053038164,1.173117659713838,1.609368876628062,1,TRUE
557,corrected_richness,1.3037674506716037,1.1116834915623504,1.5000348648480102,1,TRUE
558,corrected_richness,1.366272890397223,1.161866546914066,1.6052404807885037,1,TRUE
559,corrected_richness,1.4467252752975046,1.2317502315995859,1.6915257839503282,1,TRUE
560,corrected_richness,1.3432904132538408,1.1440266071748415,1.6252123821505107,1,TRUE
561,corrected_richness,0.8845339262878867,0.6991568342587617,1.069556916536838,1,TRUE
563,corrected_richness,0.7843536671358734,0.6368824449463192,0.9498570744781125,1,TRUE
564,corrected_richness,0.8205422019244759,0.6741118225762047,0.984049734837529,1,TRUE
592,corrected_richness,1.0693722694744077,0.8056150529628836,1.278448220111465,1,TRUE
593,corrected_richness,1.3394797472389215,1.1502441909692107,1.552712656024929,1,TRUE
625,corrected_richness,0.7589940422251182,0.5608218580002305,0.9868110296974987,1,TRUE
626,corrected_richness,0.7720467978648408,0.5755721160234124,0.9978734666472652,1,TRUE
627,corrected_richness,0.7955456805567985,0.6153881466445957,1.007989225394373,1,TRUE
628,corrected_richness,0.8248089886332629,0.6474481124206146,1.0197662916295336,1,TRUE
629,corrected_richness,0.7612112532728043,0.6066041136338904,0.9568166445596629,1,TRUE
630,corrected_richness,0.8362056266646035,0.6451204305991991,1.0439572917171736,1,TRUE
631,corrected_richness,0.805028711191806,0.6225002740072617,1.0295812816985237,1,TRUE
632,corrected_richness,0.8322723690321027,0.6222276457847226,1.0661318292059574,1,TRUE
634,corrected_richness,0.7578807640494105,0.5605640892184159,0.9607793317556598,1,TRUE
635,corrected_richness,0.7237125342488098,0.5119493326727969,0.9041371654066231,1,TRUE
636,corrected_richness,0.7968195129900237,0.5649919255448463,0.9911706637960678,1,TRUE
637,corrected_richness,0.9792292161653767,0.7820325701885621,1.2028302562880195,1,TRUE
640,corrected_richness,0.8162337663640394,0.6480554710669283,1.0115870928571091,1,TRUE
663,corrected_richness,1.255513486973946,1.0236469185779913,1.4624021272938807,1,TRUE
