grid_cell,year,source_short,n_events,n_observers,n_dates,mean_duration_min
56,2023,eBird_GBIF,1,1,1,NA
56,2023,Combined,1,1,1,NA
56,2024,China_Birdwatch,1,1,1,60
56,2024,Combined,1,1,1,60
57,2023,China_Birdwatch,2,2,2,60
57,2023,eBird_GBIF,1,1,1,NA
57,2023,Combined,3,3,2,60
57,2024,China_Birdwatch,1,1,1,240
57,2024,Combined,1,1,1,240
128,2013,eBird_GBIF,1,1,1,NA
128,2013,Combined,1,1,1,NA
128,2015,eBird_GBIF,1,1,1,NA
128,2015,Combined,1,1,1,NA
128,2017,eBird_GBIF,1,1,1,NA
128,2017,Combined,1,1,1,NA
128,2023,China_Birdwatch,2,2,2,53.888888888888886
128,2023,eBird_GBIF,3,2,3,NA
128,2023,Combined,5,4,4,53.888888888888886
128,2024,China_Birdwatch,5,5,5,110
128,2024,Combined,5,5,5,110
129,2024,China_Birdwatch,2,2,2,60
129,2024,Combined,2,2,2,60
130,2024,China_Birdwatch,1,1,1,60
130,2024,Combined,1,1,1,60
198,2023,eBird_GBIF,1,1,1,NA
198,2023,Combined,1,1,1,NA
199,2015,eBird_GBIF,8,2,4,NA
199,2015,Combined,8,2,4,NA
199,2023,eBird_GBIF,3,1,3,NA
199,2023,Combined,3,1,3,NA
199,2024,China_Birdwatch,5,4,5,56.666666666666664
199,2024,Combined,5,4,5,56.666666666666664
203,2024,China_Birdwatch,2,2,2,3326.297872340426
203,2024,Combined,2,2,2,3326.297872340426
270,2013,China_Birdwatch,1,1,1,2820
270,2013,Combined,1,1,1,2820
270,2015,eBird_GBIF,1,1,1,NA
270,2015,Combined,1,1,1,NA
270,2018,China_Birdwatch,1,1,1,660
270,2018,Combined,1,1,1,660
270,2019,China_Birdwatch,1,1,1,600
270,2019,Combined,1,1,1,600
270,2023,China_Birdwatch,6,6,4,287.97872340425533
270,2023,eBird_GBIF,1,1,1,NA
270,2023,Combined,7,7,4,287.97872340425533
270,2024,China_Birdwatch,5,5,5,5764.2
270,2024,Combined,5,5,5,5764.2
271,2013,eBird_GBIF,1,1,1,NA
271,2013,Combined,1,1,1,NA
271,2015,eBird_GBIF,2,2,1,NA
271,2015,Combined,2,2,1,NA
271,2023,China_Birdwatch,2,2,1,1385.5272727272727
271,2023,eBird_GBIF,2,1,2,NA
271,2023,Combined,4,3,3,1385.5272727272727
271,2024,China_Birdwatch,4,4,4,788.2592592592592
271,2024,Combined,4,4,4,788.2592592592592
272,2012,eBird_GBIF,1,1,1,NA
272,2012,Combined,1,1,1,NA
272,2015,eBird_GBIF,1,1,1,NA
272,2015,Combined,1,1,1,NA
272,2024,China_Birdwatch,2,2,2,333.75
272,2024,Combined,2,2,2,333.75
274,2023,China_Birdwatch,1,1,1,5
274,2023,eBird_GBIF,1,1,1,NA
274,2023,Combined,2,2,1,5
276,2024,China_Birdwatch,1,1,1,60
276,2024,Combined,1,1,1,60
341,2023,China_Birdwatch,6,6,5,595.8620689655172
341,2023,eBird_GBIF,1,1,1,NA
341,2023,Combined,7,7,6,595.8620689655172
341,2024,China_Birdwatch,3,3,3,140.47058823529412
341,2024,Combined,3,3,3,140.47058823529412
342,2023,China_Birdwatch,2,2,2,285
342,2023,Combined,2,2,2,285
342,2024,China_Birdwatch,4,4,4,78
342,2024,Combined,4,4,4,78
343,2014,China_Birdwatch,1,1,1,120
343,2014,Combined,1,1,1,120
343,2018,China_Birdwatch,1,1,1,300
343,2018,Combined,1,1,1,300
343,2023,China_Birdwatch,1,1,1,180
343,2023,Combined,1,1,1,180
343,2024,China_Birdwatch,16,11,16,187.39814814814815
343,2024,Combined,16,11,16,187.39814814814815
344,2023,eBird_GBIF,1,1,1,NA
344,2023,Combined,1,1,1,NA
345,2024,China_Birdwatch,1,1,1,300
345,2024,Combined,1,1,1,300
347,2022,China_Birdwatch,4,3,3,259.85915492957747
347,2022,Combined,4,3,3,259.85915492957747
347,2023,China_Birdwatch,1,1,1,360
347,2023,Combined,1,1,1,360
412,2023,China_Birdwatch,2,2,1,133.33333333333334
412,2023,Combined,2,2,1,133.33333333333334
412,2024,China_Birdwatch,1,1,1,120
412,2024,Combined,1,1,1,120
413,2023,China_Birdwatch,2,2,2,54
413,2023,Combined,2,2,2,54
413,2024,China_Birdwatch,7,7,7,150.11363636363635
413,2024,Combined,7,7,7,150.11363636363635
414,2013,eBird_GBIF,1,1,1,NA
414,2013,Combined,1,1,1,NA
414,2020,eBird_GBIF,3,3,1,NA
414,2020,Combined,3,3,1,NA
414,2022,eBird_GBIF,1,1,1,NA
414,2022,Combined,1,1,1,NA
414,2023,China_Birdwatch,1,1,1,120
414,2023,eBird_GBIF,3,3,3,NA
414,2023,Combined,4,4,4,120
414,2024,China_Birdwatch,13,10,11,24596.82692307692
414,2024,Combined,13,10,11,24596.82692307692
415,2013,eBird_GBIF,1,1,1,NA
415,2013,Combined,1,1,1,NA
415,2015,eBird_GBIF,2,2,1,NA
415,2015,Combined,2,2,1,NA
415,2016,China_Birdwatch,1,1,1,30
415,2016,Combined,1,1,1,30
415,2017,China_Birdwatch,1,1,1,30
415,2017,Combined,1,1,1,30
415,2018,China_Birdwatch,1,1,1,30
415,2018,eBird_GBIF,2,2,2,NA
415,2018,Combined,3,3,3,30
415,2019,China_Birdwatch,5,1,5,30
415,2019,Combined,5,1,5,30
415,2021,China_Birdwatch,1,1,1,480
415,2021,eBird_GBIF,1,1,1,NA
415,2021,Combined,2,2,2,480
415,2022,China_Birdwatch,1,1,1,120
415,2022,eBird_GBIF,1,1,1,NA
415,2022,Combined,2,2,2,120
415,2023,China_Birdwatch,1,1,1,483
415,2023,Combined,1,1,1,483
415,2024,China_Birdwatch,58,8,53,131.23404255319147
415,2024,Combined,58,8,53,131.23404255319147
416,2004,eBird_GBIF,2,1,2,NA
416,2004,Combined,2,1,2,NA
416,2023,eBird_GBIF,1,1,1,NA
416,2023,Combined,1,1,1,NA
417,2024,China_Birdwatch,1,1,1,60
417,2024,Combined,1,1,1,60
418,2016,eBird_GBIF,1,1,1,NA
418,2016,Combined,1,1,1,NA
418,2023,China_Birdwatch,1,1,1,660
418,2023,Combined,1,1,1,660
418,2024,China_Birdwatch,5,4,5,142.08333333333331
418,2024,Combined,5,4,5,142.08333333333331
483,2009,eBird_GBIF,2,1,2,NA
483,2009,Combined,2,1,2,NA
483,2018,eBird_GBIF,1,1,1,NA
483,2018,Combined,1,1,1,NA
484,2019,eBird_GBIF,3,2,3,NA
484,2019,Combined,3,2,3,NA
484,2021,eBird_GBIF,1,1,1,NA
484,2021,Combined,1,1,1,NA
484,2023,China_Birdwatch,7,7,6,78.54166666666666
484,2023,eBird_GBIF,5,4,5,NA
484,2023,Combined,12,11,11,78.54166666666666
484,2024,China_Birdwatch,19,18,18,223.9609375
484,2024,Combined,19,18,18,223.9609375
485,2004,eBird_GBIF,3,1,3,NA
485,2004,Combined,3,1,3,NA
485,2005,eBird_GBIF,1,1,1,NA
485,2005,Combined,1,1,1,NA
485,2015,China_Birdwatch,1,1,1,0
485,2015,Combined,1,1,1,0
485,2019,China_Birdwatch,1,1,1,1260
485,2019,Combined,1,1,1,1260
485,2020,eBird_GBIF,1,1,1,NA
485,2020,Combined,1,1,1,NA
485,2021,China_Birdwatch,1,1,1,333
485,2021,Combined,1,1,1,333
485,2022,China_Birdwatch,1,1,1,65
485,2022,Combined,1,1,1,65
485,2023,China_Birdwatch,11,9,10,136.26829268292684
485,2023,eBird_GBIF,4,4,2,NA
485,2023,Combined,15,13,12,136.26829268292684
485,2024,China_Birdwatch,30,27,26,184.29184549356228
485,2024,Combined,30,27,26,184.29184549356228
486,2022,eBird_GBIF,1,1,1,NA
486,2022,Combined,1,1,1,NA
487,2017,eBird_GBIF,2,1,2,NA
487,2017,Combined,2,1,2,NA
487,2021,China_Birdwatch,1,1,1,60
487,2021,Combined,1,1,1,60
487,2022,eBird_GBIF,1,1,1,NA
487,2022,Combined,1,1,1,NA
487,2023,eBird_GBIF,1,1,1,NA
487,2023,Combined,1,1,1,NA
487,2024,China_Birdwatch,3,3,3,132.83582089552237
487,2024,Combined,3,3,3,132.83582089552237
488,2018,eBird_GBIF,1,1,1,NA
488,2018,Combined,1,1,1,NA
554,2012,eBird_GBIF,1,1,1,NA
554,2012,Combined,1,1,1,NA
554,2014,China_Birdwatch,1,1,1,360
554,2014,eBird_GBIF,1,1,1,NA
554,2014,Combined,2,2,1,360
554,2015,China_Birdwatch,1,1,1,0
554,2015,eBird_GBIF,2,2,1,NA
554,2015,Combined,3,3,2,0
554,2017,eBird_GBIF,1,1,1,NA
554,2017,Combined,1,1,1,NA
554,2019,eBird_GBIF,1,1,1,NA
554,2019,Combined,1,1,1,NA
554,2021,China_Birdwatch,1,1,1,60
554,2021,Combined,1,1,1,60
554,2022,eBird_GBIF,6,3,2,NA
554,2022,Combined,6,3,2,NA
554,2023,China_Birdwatch,5,4,5,375.8125
554,2023,eBird_GBIF,9,6,7,NA
554,2023,Combined,14,10,11,375.8125
554,2024,China_Birdwatch,8,7,8,754.7755102040816
554,2024,Combined,8,7,8,754.7755102040816
555,2015,China_Birdwatch,1,1,1,0
555,2015,eBird_GBIF,1,1,1,NA
555,2015,Combined,2,2,1,0
555,2017,eBird_GBIF,1,1,1,NA
555,2017,Combined,1,1,1,NA
555,2018,China_Birdwatch,1,1,1,1740
555,2018,Combined,1,1,1,1740
555,2020,China_Birdwatch,2,2,1,60
555,2020,Combined,2,2,1,60
555,2022,China_Birdwatch,1,1,1,60
555,2022,eBird_GBIF,3,3,1,NA
555,2022,Combined,4,4,2,60
555,2023,China_Birdwatch,2,2,2,100
555,2023,eBird_GBIF,5,4,3,NA
555,2023,Combined,7,6,4,100
555,2024,China_Birdwatch,6,5,6,144
555,2024,Combined,6,5,6,144
556,2013,eBird_GBIF,1,1,1,NA
556,2013,Combined,1,1,1,NA
556,2020,eBird_GBIF,1,1,1,NA
556,2020,Combined,1,1,1,NA
556,2022,China_Birdwatch,3,2,3,346.85714285714283
556,2022,eBird_GBIF,3,3,1,NA
556,2022,Combined,6,5,4,346.85714285714283
556,2023,China_Birdwatch,4,4,3,144
556,2023,eBird_GBIF,4,4,2,NA
556,2023,Combined,8,8,5,144
556,2024,China_Birdwatch,15,13,12,560.2990353697749
556,2024,Combined,15,13,12,560.2990353697749
557,2004,eBird_GBIF,1,1,1,NA
557,2004,Combined,1,1,1,NA
557,2008,eBird_GBIF,1,1,1,NA
557,2008,Combined,1,1,1,NA
557,2009,eBird_GBIF,1,1,1,NA
557,2009,Combined,1,1,1,NA
557,2013,eBird_GBIF,2,1,2,NA
557,2013,Combined,2,1,2,NA
557,2015,eBird_GBIF,3,1,3,NA
557,2015,Combined,3,1,3,NA
557,2016,eBird_GBIF,2,2,1,NA
557,2016,Combined,2,2,1,NA
557,2017,eBird_GBIF,4,2,4,NA
557,2017,Combined,4,2,4,NA
557,2018,China_Birdwatch,1,1,1,30
557,2018,eBird_GBIF,5,4,5,NA
557,2018,Combined,6,5,5,30
557,2019,China_Birdwatch,1,1,1,600
557,2019,eBird_GBIF,11,9,7,NA
557,2019,Combined,12,10,8,600
557,2020,China_Birdwatch,1,1,1,1680
557,2020,eBird_GBIF,5,4,5,NA
557,2020,Combined,6,5,6,1680
557,2021,China_Birdwatch,2,2,2,926.6666666666667
557,2021,eBird_GBIF,7,6,4,NA
557,2021,Combined,9,8,6,926.6666666666667
557,2022,China_Birdwatch,2,2,2,150.53846153846155
557,2022,eBird_GBIF,2,2,2,NA
557,2022,Combined,4,4,4,150.53846153846155
557,2023,China_Birdwatch,22,20,16,1723.7999999999997
557,2023,eBird_GBIF,22,15,15,NA
557,2023,Combined,44,35,26,1723.7999999999997
557,2024,China_Birdwatch,108,86,63,847.6077419354835
557,2024,Combined,108,86,63,847.6077419354835
558,2017,eBird_GBIF,2,1,2,NA
558,2017,Combined,2,1,2,NA
558,2019,eBird_GBIF,2,2,2,NA
558,2019,Combined,2,2,2,NA
558,2021,eBird_GBIF,8,7,3,NA
558,2021,Combined,8,7,3,NA
558,2023,eBird_GBIF,4,4,3,NA
558,2023,Combined,4,4,3,NA
558,2024,China_Birdwatch,4,3,4,279.24285714285713
558,2024,Combined,4,3,4,279.24285714285713
559,2013,eBird_GBIF,12,6,9,NA
559,2013,Combined,12,6,9,NA
559,2014,eBird_GBIF,14,5,10,NA
559,2014,Combined,14,5,10,NA
559,2015,China_Birdwatch,1,1,1,5760
559,2015,eBird_GBIF,12,3,8,NA
559,2015,Combined,13,4,9,5760
559,2016,China_Birdwatch,1,1,1,5940
559,2016,eBird_GBIF,28,11,16,NA
559,2016,Combined,29,12,16,5940
559,2017,China_Birdwatch,1,1,1,3540
559,2017,eBird_GBIF,26,9,20,NA
559,2017,Combined,27,10,20,3540
559,2018,China_Birdwatch,6,2,6,1269.375
559,2018,eBird_GBIF,28,7,14,NA
559,2018,Combined,34,9,19,1269.375
559,2019,China_Birdwatch,7,2,7,3423.4
559,2019,eBird_GBIF,28,8,24,NA
559,2019,Combined,35,10,25,3423.4
559,2020,China_Birdwatch,13,5,11,2538.611320754717
559,2020,eBird_GBIF,39,12,30,NA
559,2020,Combined,52,17,34,2538.611320754717
559,2021,China_Birdwatch,25,9,17,1049.4258064516127
559,2021,eBird_GBIF,41,11,13,NA
559,2021,Combined,66,20,30,1049.4258064516127
559,2022,China_Birdwatch,24,9,19,1317.9378531073446
559,2022,eBird_GBIF,8,4,5,NA
559,2022,Combined,32,13,20,1317.9378531073446
559,2023,China_Birdwatch,85,29,56,2326.3601997146943
559,2023,eBird_GBIF,43,13,36,NA
559,2023,Combined,128,42,69,2326.3601997146943
559,2024,China_Birdwatch,383,151,134,1564.2502038819077
559,2024,Combined,383,151,134,1564.2502038819077
560,2017,eBird_GBIF,2,2,2,NA
560,2017,Combined,2,2,2,NA
560,2018,eBird_GBIF,2,1,2,NA
560,2018,Combined,2,1,2,NA
560,2021,eBird_GBIF,1,1,1,NA
560,2021,Combined,1,1,1,NA
560,2023,China_Birdwatch,1,1,1,1949
560,2023,eBird_GBIF,2,2,1,NA
560,2023,Combined,3,3,2,1949
560,2024,China_Birdwatch,4,4,3,327.27272727272725
560,2024,Combined,4,4,3,327.27272727272725
561,2022,eBird_GBIF,2,2,1,NA
561,2022,Combined,2,2,1,NA
561,2024,China_Birdwatch,2,1,2,2027.3333333333335
561,2024,Combined,2,1,2,2027.3333333333335
563,2019,eBird_GBIF,1,1,1,NA
563,2019,Combined,1,1,1,NA
563,2020,eBird_GBIF,1,1,1,NA
563,2020,Combined,1,1,1,NA
563,2023,China_Birdwatch,2,2,2,62.4
563,2023,Combined,2,2,2,62.4
563,2024,China_Birdwatch,6,2,6,84.08823529411765
563,2024,Combined,6,2,6,84.08823529411765
564,2019,eBird_GBIF,1,1,1,NA
564,2019,Combined,1,1,1,NA
592,2007,China_Birdwatch,1,1,1,118
592,2007,eBird_GBIF,1,1,1,NA
592,2007,Combined,2,2,2,118
592,2011,eBird_GBIF,5,3,3,NA
592,2011,Combined,5,3,3,NA
592,2014,eBird_GBIF,2,2,2,NA
592,2014,Combined,2,2,2,NA
592,2015,China_Birdwatch,1,1,1,360
592,2015,eBird_GBIF,2,2,2,NA
592,2015,Combined,3,3,3,360
592,2016,China_Birdwatch,1,1,1,1680
592,2016,eBird_GBIF,5,5,3,NA
592,2016,Combined,6,6,4,1680
592,2017,China_Birdwatch,2,2,2,503.25
592,2017,eBird_GBIF,2,2,2,NA
592,2017,Combined,4,4,4,503.25
592,2018,eBird_GBIF,5,5,4,NA
592,2018,Combined,5,5,4,NA
592,2019,China_Birdwatch,2,2,1,1985.4545454545455
592,2019,eBird_GBIF,3,3,3,NA
592,2019,Combined,5,5,4,1985.4545454545455
592,2021,China_Birdwatch,5,3,5,501.5405405405406
592,2021,eBird_GBIF,5,4,4,NA
592,2021,Combined,10,7,9,501.5405405405406
592,2022,China_Birdwatch,8,8,7,559.8931297709923
592,2022,eBird_GBIF,4,3,4,NA
592,2022,Combined,12,11,10,559.8931297709923
592,2023,China_Birdwatch,34,24,23,619.6262458471764
592,2023,eBird_GBIF,13,8,13,NA
592,2023,Combined,47,32,35,619.6262458471764
592,2024,China_Birdwatch,62,54,43,1076.7736220472445
592,2024,Combined,62,54,43,1076.7736220472445
593,2012,China_Birdwatch,1,1,1,300
593,2012,Combined,1,1,1,300
593,2016,China_Birdwatch,1,1,1,1200
593,2016,Combined,1,1,1,1200
593,2017,China_Birdwatch,1,1,1,300
593,2017,Combined,1,1,1,300
593,2018,China_Birdwatch,1,1,1,14700
593,2018,eBird_GBIF,3,3,2,NA
593,2018,Combined,4,4,3,14700
593,2019,China_Birdwatch,1,1,1,120
593,2019,eBird_GBIF,2,1,2,NA
593,2019,Combined,3,2,3,120
593,2021,China_Birdwatch,1,1,1,10
593,2021,eBird_GBIF,1,1,1,NA
593,2021,Combined,2,2,2,10
593,2022,China_Birdwatch,1,1,1,210
593,2022,eBird_GBIF,3,1,3,NA
593,2022,Combined,4,2,4,210
593,2023,China_Birdwatch,13,11,12,300.375
593,2023,eBird_GBIF,4,3,4,NA
593,2023,Combined,17,14,16,300.375
593,2024,China_Birdwatch,28,25,24,366.0407407407406
593,2024,Combined,28,25,24,366.0407407407406
625,2020,China_Birdwatch,2,2,1,60
625,2020,Combined,2,2,1,60
626,2005,eBird_GBIF,1,1,1,NA
626,2005,Combined,1,1,1,NA
626,2009,eBird_GBIF,1,1,1,NA
626,2009,Combined,1,1,1,NA
626,2013,eBird_GBIF,1,1,1,NA
626,2013,Combined,1,1,1,NA
626,2014,eBird_GBIF,4,3,4,NA
626,2014,Combined,4,3,4,NA
626,2015,China_Birdwatch,1,1,1,1440
626,2015,eBird_GBIF,10,8,8,NA
626,2015,Combined,11,9,8,1440
626,2016,eBird_GBIF,2,1,2,NA
626,2016,Combined,2,1,2,NA
626,2017,China_Birdwatch,1,1,1,1440
626,2017,eBird_GBIF,7,5,5,NA
626,2017,Combined,8,6,5,1440
626,2018,eBird_GBIF,4,3,3,NA
626,2018,Combined,4,3,3,NA
626,2019,eBird_GBIF,2,2,2,NA
626,2019,Combined,2,2,2,NA
626,2020,China_Birdwatch,1,1,1,60
626,2020,eBird_GBIF,2,1,2,NA
626,2020,Combined,3,2,3,60
626,2021,China_Birdwatch,4,2,2,349.375
626,2021,eBird_GBIF,3,1,3,NA
626,2021,Combined,7,3,5,349.375
626,2023,eBird_GBIF,3,3,3,NA
626,2023,Combined,3,3,3,NA
626,2024,China_Birdwatch,14,13,13,111.91489361702128
626,2024,Combined,14,13,13,111.91489361702128
627,2013,China_Birdwatch,1,1,1,80
627,2013,Combined,1,1,1,80
627,2015,eBird_GBIF,1,1,1,NA
627,2015,Combined,1,1,1,NA
627,2017,eBird_GBIF,1,1,1,NA
627,2017,Combined,1,1,1,NA
627,2018,eBird_GBIF,1,1,1,NA
627,2018,Combined,1,1,1,NA
627,2023,China_Birdwatch,1,1,1,60
627,2023,Combined,1,1,1,60
628,2015,eBird_GBIF,2,2,1,NA
628,2015,Combined,2,2,1,NA
628,2017,eBird_GBIF,1,1,1,NA
628,2017,Combined,1,1,1,NA
628,2020,China_Birdwatch,3,3,2,154.15384615384616
628,2020,eBird_GBIF,5,5,3,NA
628,2020,Combined,8,8,5,154.15384615384616
628,2021,China_Birdwatch,1,1,1,60
628,2021,Combined,1,1,1,60
628,2022,eBird_GBIF,1,1,1,NA
628,2022,Combined,1,1,1,NA
628,2023,China_Birdwatch,1,1,1,60
628,2023,eBird_GBIF,4,4,3,NA
628,2023,Combined,5,5,4,60
628,2024,China_Birdwatch,3,3,3,76.28571428571429
628,2024,Combined,3,3,3,76.28571428571429
629,2018,China_Birdwatch,1,1,1,9180
629,2018,Combined,1,1,1,9180
629,2019,eBird_GBIF,2,2,2,NA
629,2019,Combined,2,2,2,NA
629,2020,China_Birdwatch,2,2,1,220
629,2020,eBird_GBIF,3,3,3,NA
629,2020,Combined,5,5,4,220
629,2021,China_Birdwatch,1,1,1,360
629,2021,Combined,1,1,1,360
629,2022,China_Birdwatch,4,3,4,511.2
629,2022,eBird_GBIF,1,1,1,NA
629,2022,Combined,5,4,5,511.2
629,2023,China_Birdwatch,3,3,2,182.67441860465115
629,2023,eBird_GBIF,7,6,5,NA
629,2023,Combined,10,9,7,182.67441860465115
629,2024,China_Birdwatch,11,11,7,549.7906976744184
629,2024,Combined,11,11,7,549.7906976744184
630,2021,China_Birdwatch,1,1,1,1920
630,2021,Combined,1,1,1,1920
630,2022,China_Birdwatch,2,1,2,1385
630,2022,Combined,2,1,2,1385
630,2023,China_Birdwatch,5,5,5,762.3333333333333
630,2023,eBird_GBIF,5,4,4,NA
630,2023,Combined,10,9,9,762.3333333333333
630,2024,China_Birdwatch,10,8,9,221.27906976744188
630,2024,Combined,10,8,9,221.27906976744188
631,2024,China_Birdwatch,2,2,1,210
631,2024,Combined,2,2,1,210
632,2016,eBird_GBIF,2,2,1,NA
632,2016,Combined,2,2,1,NA
632,2022,eBird_GBIF,1,1,1,NA
632,2022,Combined,1,1,1,NA
634,2024,China_Birdwatch,1,1,1,60
634,2024,Combined,1,1,1,60
635,2015,eBird_GBIF,1,1,1,NA
635,2015,Combined,1,1,1,NA
635,2019,eBird_GBIF,1,1,1,NA
635,2019,Combined,1,1,1,NA
635,2023,China_Birdwatch,5,5,4,97.24137931034483
635,2023,Combined,5,5,4,97.24137931034483
635,2024,China_Birdwatch,1,1,1,60
635,2024,Combined,1,1,1,60
636,2011,eBird_GBIF,1,1,1,NA
636,2011,Combined,1,1,1,NA
636,2019,eBird_GBIF,2,1,2,NA
636,2019,Combined,2,1,2,NA
636,2024,China_Birdwatch,3,3,3,208.63636363636363
636,2024,Combined,3,3,3,208.63636363636363
637,2019,eBird_GBIF,2,1,2,NA
637,2019,Combined,2,1,2,NA
640,2023,China_Birdwatch,3,2,3,88.63636363636364
640,2023,Combined,3,2,3,88.63636363636364
640,2024,China_Birdwatch,6,6,6,264.3877551020407
640,2024,Combined,6,6,6,264.3877551020407
663,2007,eBird_GBIF,1,1,1,NA
663,2007,Combined,1,1,1,NA
663,2016,China_Birdwatch,1,1,1,300
663,2016,Combined,1,1,1,300
663,2019,eBird_GBIF,1,1,1,NA
663,2019,Combined,1,1,1,NA
663,2021,China_Birdwatch,5,1,5,97.34328358208955
663,2021,Combined,5,1,5,97.34328358208955
663,2022,China_Birdwatch,3,2,3,60
663,2022,Combined,3,2,3,60
663,2023,China_Birdwatch,5,3,5,121.31147540983608
663,2023,eBird_GBIF,3,3,1,NA
663,2023,Combined,8,6,5,121.31147540983608
663,2024,China_Birdwatch,16,13,9,116.26361031518623
663,2024,Combined,16,13,9,116.26361031518623
664,2007,eBird_GBIF,1,1,1,NA
664,2007,Combined,1,1,1,NA
664,2010,eBird_GBIF,1,1,1,NA
664,2010,Combined,1,1,1,NA
664,2011,China_Birdwatch,2,1,2,789.2307692307693
664,2011,eBird_GBIF,4,2,2,NA
664,2011,Combined,6,3,4,789.2307692307693
664,2012,eBird_GBIF,5,1,5,NA
664,2012,Combined,5,1,5,NA
664,2013,eBird_GBIF,1,1,1,NA
664,2013,Combined,1,1,1,NA
664,2014,eBird_GBIF,2,2,2,NA
664,2014,Combined,2,2,2,NA
664,2015,eBird_GBIF,2,2,2,NA
664,2015,Combined,2,2,2,NA
664,2016,eBird_GBIF,4,4,1,NA
664,2016,Combined,4,4,1,NA
664,2017,eBird_GBIF,4,3,3,NA
664,2017,Combined,4,3,3,NA
664,2018,eBird_GBIF,11,9,6,NA
664,2018,Combined,11,9,6,NA
664,2019,China_Birdwatch,1,1,1,3120
664,2019,eBird_GBIF,5,4,5,NA
664,2019,Combined,6,5,6,3120
664,2021,China_Birdwatch,28,8,26,189.61194029850748
664,2021,eBird_GBIF,18,14,12,NA
664,2021,Combined,46,22,33,189.61194029850748
664,2022,China_Birdwatch,41,17,34,377.02197802197816
664,2022,eBird_GBIF,21,8,17,NA
664,2022,Combined,62,25,45,377.02197802197816
664,2023,China_Birdwatch,132,59,60,316.0624518118734
664,2023,eBird_GBIF,35,17,24,NA
664,2023,Combined,167,76,70,316.0624518118734
664,2024,China_Birdwatch,268,138,72,292.83475331880373
664,2024,Combined,268,138,72,292.83475331880373
665,2007,eBird_GBIF,1,1,1,NA
665,2007,Combined,1,1,1,NA
665,2008,eBird_GBIF,4,2,2,NA
665,2008,Combined,4,2,2,NA
665,2014,eBird_GBIF,1,1,1,NA
665,2014,Combined,1,1,1,NA
665,2015,eBird_GBIF,1,1,1,NA
665,2015,Combined,1,1,1,NA
665,2017,eBird_GBIF,4,2,4,NA
665,2017,Combined,4,2,4,NA
665,2018,eBird_GBIF,4,4,3,NA
665,2018,Combined,4,4,3,NA
665,2019,China_Birdwatch,1,1,1,420
665,2019,eBird_GBIF,4,3,4,NA
665,2019,Combined,5,4,5,420
665,2021,China_Birdwatch,4,3,4,372.6619718309859
665,2021,eBird_GBIF,4,4,4,NA
665,2021,Combined,8,7,8,372.6619718309859
665,2022,China_Birdwatch,7,5,7,580.9513888888889
665,2022,eBird_GBIF,6,5,4,NA
665,2022,Combined,13,10,10,580.9513888888889
665,2023,China_Birdwatch,19,19,15,425.65886287625426
665,2023,eBird_GBIF,10,8,7,NA
665,2023,Combined,29,27,19,425.65886287625426
665,2024,China_Birdwatch,44,41,24,215.77711738484396
665,2024,Combined,44,41,24,215.77711738484396
666,2012,eBird_GBIF,1,1,1,NA
666,2012,Combined,1,1,1,NA
666,2015,eBird_GBIF,1,1,1,NA
666,2015,Combined,1,1,1,NA
666,2017,eBird_GBIF,1,1,1,NA
666,2017,Combined,1,1,1,NA
666,2018,eBird_GBIF,2,2,1,NA
666,2018,Combined,2,2,1,NA
666,2021,eBird_GBIF,5,5,4,NA
666,2021,Combined,5,5,4,NA
666,2022,China_Birdwatch,1,1,1,270
666,2022,eBird_GBIF,8,6,6,NA
666,2022,Combined,9,7,7,270
666,2023,China_Birdwatch,1,1,1,90
666,2023,eBird_GBIF,3,3,3,NA
666,2023,Combined,4,4,4,90
666,2024,China_Birdwatch,14,14,12,240.53191489361703
666,2024,Combined,14,14,12,240.53191489361703
696,2024,China_Birdwatch,1,1,1,240
696,2024,Combined,1,1,1,240
698,2013,eBird_GBIF,1,1,1,NA
698,2013,Combined,1,1,1,NA
698,2015,eBird_GBIF,3,3,2,NA
698,2015,Combined,3,3,2,NA
698,2017,eBird_GBIF,2,2,1,NA
698,2017,Combined,2,2,1,NA
698,2018,China_Birdwatch,2,1,2,641.25
698,2018,eBird_GBIF,5,3,2,NA
698,2018,Combined,7,4,4,641.25
698,2020,China_Birdwatch,2,2,1,76.11940298507463
698,2020,Combined,2,2,1,76.11940298507463
698,2021,China_Birdwatch,1,1,1,60
698,2021,Combined,1,1,1,60
698,2023,China_Birdwatch,2,2,1,134.41176470588235
698,2023,eBird_GBIF,2,2,2,NA
698,2023,Combined,4,4,3,134.41176470588235
698,2024,China_Birdwatch,5,4,4,184.03225806451613
698,2024,Combined,5,4,4,184.03225806451613
699,2004,eBird_GBIF,1,1,1,NA
699,2004,Combined,1,1,1,NA
699,2015,eBird_GBIF,2,2,1,NA
699,2015,Combined,2,2,1,NA
699,2017,eBird_GBIF,1,1,1,NA
699,2017,Combined,1,1,1,NA
699,2018,eBird_GBIF,9,3,7,NA
699,2018,Combined,9,3,7,NA
699,2020,China_Birdwatch,3,2,2,190
699,2020,eBird_GBIF,1,1,1,NA
699,2020,Combined,4,3,3,190
699,2022,eBird_GBIF,1,1,1,NA
699,2022,Combined,1,1,1,NA
699,2024,China_Birdwatch,3,3,3,60
699,2024,Combined,3,3,3,60
700,2017,eBird_GBIF,1,1,1,NA
700,2017,Combined,1,1,1,NA
700,2018,eBird_GBIF,1,1,1,NA
