grid_cell,period_pair,metric,value_mean,value_l95,value_u95
926,2005-2009 vs 2000-2004,bray,0.02502567901354806,0.02038871722876762,0.030801309615906845
927,2005-2009 vs 2000-2004,bray,0.027543278141060123,0.022387797198207854,0.03265587564043703
929,2005-2009 vs 2000-2004,bray,0.026405928277407415,0.02181330513524065,0.03161999171710473
930,2005-2009 vs 2000-2004,bray,0.02951832109187489,0.024306915201846302,0.03554750533649914
931,2005-2009 vs 2000-2004,bray,0.02843997218915901,0.02298429832296169,0.034160177720250026
947,2005-2009 vs 2000-2004,bray,0.03391249781095137,0.02722554228825049,0.04190942037151736
948,2005-2009 vs 2000-2004,bray,0.036344223021058705,0.02944482360356644,0.04526256686252491
949,2005-2009 vs 2000-2004,bray,0.03885761696075577,0.03137707794255508,0.04623737479048969
950,2005-2009 vs 2000-2004,bray,0.03836050831537638,0.031692504563986486,0.045968244898089566
951,2005-2009 vs 2000-2004,bray,0.04063343042692821,0.03337582641834832,0.04882489475912464
952,2005-2009 vs 2000-2004,bray,0.040030833132989496,0.03311041053566133,0.047981662722900484
953,2005-2009 vs 2000-2004,bray,0.03955361939112809,0.03235548857037699,0.047922273422939525
955,2005-2009 vs 2000-2004,bray,0.040538058603490856,0.0334592205965622,0.050166991476415915
956,2005-2009 vs 2000-2004,bray,0.040594220804607506,0.03295127973255055,0.05014349128508857
985,2005-2009 vs 2000-2004,bray,0.05265492919982751,0.04393422035566498,0.061875329801526664
986,2005-2009 vs 2000-2004,bray,0.05264054333177735,0.044151214447462964,0.06187790966140734
987,2005-2009 vs 2000-2004,bray,0.05036624640438717,0.04245156530357666,0.0599094193618254
988,2005-2009 vs 2000-2004,bray,0.039577945982070324,0.03306821218902412,0.04729178003661336
989,2005-2009 vs 2000-2004,bray,0.040072791059465186,0.03342668313375768,0.04754800290311534
991,2005-2009 vs 2000-2004,bray,0.03092221675386933,0.024920346436823712,0.03737225157893772
992,2005-2009 vs 2000-2004,bray,0.030558401900600732,0.02483788027743608,0.03662210114838378
993,2005-2009 vs 2000-2004,bray,0.02877168155605936,0.0232794179255143,0.03464804795679707
994,2005-2009 vs 2000-2004,bray,0.02628666368615041,0.021255635866209266,0.03231803342973719
995,2005-2009 vs 2000-2004,bray,0.026344025049227327,0.021113878592731138,0.031950423062741665
996,2005-2009 vs 2000-2004,bray,0.02528250018233939,0.020095505113923533,0.03016901035434078
997,2005-2009 vs 2000-2004,bray,0.021137678404160528,0.017012071041340504,0.025216367210513947
999,2005-2009 vs 2000-2004,bray,0.02114153020402809,0.01715188653000724,0.02528244714100936
1001,2005-2009 vs 2000-2004,bray,0.027378447374728228,0.02256373435273232,0.031480364659346005
1002,2005-2009 vs 2000-2004,bray,0.02698553275217604,0.022588469089796333,0.03089295191750185
1003,2005-2009 vs 2000-2004,bray,0.027535092097150216,0.022918654882280516,0.03199227213954917
