grid_cell,metric,mean,sd,q025,median,q975,stability_metric
665,corrected_richness,11.564232507727818,0.792954380978252,10.126505674370621,11.511845778259275,13.13634046628822,temporal_stability_cv_inv
666,corrected_richness,12.177643597091794,0.8444364708204091,10.765840901047254,12.116482693418945,14.117168395536646,temporal_stability_cv_inv
696,corrected_richness,14.955646355717604,1.0774323102935557,13.065423216991979,14.909231071532997,17.184058399453697,temporal_stability_cv_inv
698,corrected_richness,17.286337998813615,1.2937392872776519,15.162665830636959,17.253334537923948,20.220395691654467,temporal_stability_cv_inv
699,corrected_richness,15.930150305029594,1.0600354721369794,13.88207270317178,15.867496961061466,18.189192270918912,temporal_stability_cv_inv
700,corrected_richness,13.61497966908564,1.3108209953635714,11.302349026855923,13.483253903626268,16.236051799904374,temporal_stability_cv_inv
701,corrected_richness,14.429423510067819,1.221176517972044,12.306180006279615,14.378251387016551,16.897870920500246,temporal_stability_cv_inv
702,corrected_richness,17.100375148641163,1.7921137201199944,14.276113528096358,16.872841561655243,20.793211445991695,temporal_stability_cv_inv
704,corrected_richness,22.795166065145686,2.0720539267551574,19.174726603710965,22.637847991063374,27.529489649824608,temporal_stability_cv_inv
705,corrected_richness,23.081853812457556,1.9560111412338563,19.78305351542129,22.922737306008855,27.376136199512484,temporal_stability_cv_inv
706,corrected_richness,13.135434198238588,0.9025356063774531,11.595866929179529,13.092043481301394,14.939490729999031,temporal_stability_cv_inv
708,corrected_richness,13.617590898443943,1.0315400173244558,11.887200602876067,13.479640562318405,15.633954414745736,temporal_stability_cv_inv
710,corrected_richness,14.616110878484905,1.059282633494866,12.843344113463019,14.536541730384752,17.03822213384861,temporal_stability_cv_inv
711,corrected_richness,14.864499990062953,1.0379050510728451,13.149781008958323,14.799507263830176,17.06161816690025,temporal_stability_cv_inv
712,corrected_richness,15.496145827941257,1.2062117318893901,13.595109349355248,15.3749748041478,18.350680751855176,temporal_stability_cv_inv
716,corrected_richness,18.85695117273521,1.323359401487835,16.423318392996425,18.83018550962435,21.696616987982825,temporal_stability_cv_inv
717,corrected_richness,19.26772915542097,1.5378253233336725,16.432948221664525,19.188926039786146,22.445322476579868,temporal_stability_cv_inv
735,corrected_richness,12.205846305313827,0.887357269719567,10.68657686152085,12.17866474233865,14.076184643377145,temporal_stability_cv_inv
736,corrected_richness,12.005518004688607,0.6957823707242958,10.72965067389645,11.984072141378181,13.455474163345471,temporal_stability_cv_inv
737,corrected_richness,12.65512152165816,0.7924127375199878,11.31577958851914,12.595366655693919,14.379726155630433,temporal_stability_cv_inv
738,corrected_richness,13.22535327353655,0.7797941416012963,11.822323946224957,13.259484182095388,14.708175779560111,temporal_stability_cv_inv
772,corrected_richness,16.27214115839592,1.610020872461276,13.641349530907615,16.104999845503603,20.036086493834247,temporal_stability_cv_inv
773,corrected_richness,15.84230000173582,1.402813369003417,13.502166654071074,15.748202340937564,19.10848597785311,temporal_stability_cv_inv
774,corrected_richness,14.832002781813811,1.1770937933912646,12.798750634446769,14.632509932831217,17.29985986313213,temporal_stability_cv_inv
775,corrected_richness,14.570604032361649,1.172013935335806,12.7029569959131,14.445973426574241,17.14453518806912,temporal_stability_cv_inv
776,corrected_richness,14.134867627221231,1.0884272098327015,12.232811226683646,14.060420113164716,16.45304872209928,temporal_stability_cv_inv
777,corrected_richness,13.206302382343033,1.038728659279193,11.430650457472453,13.144567066039276,15.414665006265555,temporal_stability_cv_inv
778,corrected_richness,15.705291543419472,1.161622391982248,13.6237926173633,15.603264691209358,18.163433073747704,temporal_stability_cv_inv
783,corrected_richness,25.811124102125742,1.8805359825734302,22.571008196091668,25.83768145627721,29.548256180720145,temporal_stability_cv_inv
784,corrected_richness,28.180969660275046,2.1313392690436648,24.536984869427172,28.045077165247868,32.91140948879496,temporal_stability_cv_inv
787,corrected_richness,25.104993581594975,1.6122113181429056,22.131274463400935,25.176758788099697,28.468275778140526,temporal_stability_cv_inv
788,corrected_richness,27.862504960187945,1.8221726752038199,24.58880919078252,27.849781736769167,31.469491024271157,temporal_stability_cv_inv
804,corrected_richness,18.040132103323252,1.7889958953048202,14.958869045427868,17.863042043218215,21.609175602153467,temporal_stability_cv_inv
805,corrected_richness,15.326202122349594,1.1508473098568677,13.316114456511635,15.264250107085237,17.7704866756219,temporal_stability_cv_inv
806,corrected_richness,15.95885221050783,1.2415051676368587,13.939579636749773,15.755470882060585,18.639246035621046,temporal_stability_cv_inv
807,corrected_richness,14.37965437726958,1.4069464557378888,12.076918551690028,14.229677408280654,17.38282387526398,temporal_stability_cv_inv
808,corrected_richness,13.44666954541696,1.1271499626033121,11.446626188017879,13.354104716300636,15.929327295627346,temporal_stability_cv_inv
809,corrected_richness,12.229661104013248,0.7915107845269183,10.828198929514276,12.199266695718745,13.884394890783465,temporal_stability_cv_inv
810,corrected_richness,12.859158683317709,0.860174489718256,11.25939708103545,12.800481275528853,14.478007897640756,temporal_stability_cv_inv
811,corrected_richness,12.071651083694025,0.7874638093429531,10.600776781920223,12.074009254255033,13.751825626926994,temporal_stability_cv_inv
812,corrected_richness,11.733608852035774,0.886889639873247,10.214647686490506,11.66961875669633,13.591835776038842,temporal_stability_cv_inv
813,corrected_richness,11.103671396287886,0.8428308249763914,9.712163809019685,11.052157379058311,12.836770536838072,temporal_stability_cv_inv
845,corrected_richness,15.861485335291256,0.8256669969641408,14.346250404345467,15.776526410386474,17.544585118775725,temporal_stability_cv_inv
846,corrected_richness,21.371024436891346,1.487394420475845,18.70983503422953,21.259585878409055,24.522557156087387,temporal_stability_cv_inv
847,corrected_richness,17.21154174806188,0.9012917325969326,15.511674740758595,17.129765362110405,18.92704599697192,temporal_stability_cv_inv
848,corrected_richness,14.89405831334527,0.8575772488713513,13.41811020853518,14.84275852776137,16.67719563179073,temporal_stability_cv_inv
849,corrected_richness,15.734092648991576,0.8460310957992976,14.21303150263734,15.699338367114287,17.432320914977346,temporal_stability_cv_inv
850,corrected_richness,18.778399827692606,1.081337748766286,16.800881806110056,18.754976950126,20.941503010547436,temporal_stability_cv_inv
851,corrected_richness,21.105858741278293,1.5315183203361997,18.35012094075231,21.052582691683774,24.48768756138954,temporal_stability_cv_inv
855,corrected_richness,30.157931227945056,3.3866711438424417,24.64060682239246,29.76050149740652,37.993028555732586,temporal_stability_cv_inv
856,corrected_richness,30.694205925356798,3.4793671995402216,24.924360627710588,30.316717906332993,39.086220811601294,temporal_stability_cv_inv
857,corrected_richness,28.182078066804355,2.6457613806924236,23.49968834069858,28.054154974007,33.83978580648383,temporal_stability_cv_inv
858,corrected_richness,26.288062624013435,2.173543362043365,22.658302306127386,26.14221277865569,30.408698323832958,temporal_stability_cv_inv
859,corrected_richness,24.85782555571906,2.0803930012276757,21.352882804253365,24.66031191981761,29.402732046766804,temporal_stability_cv_inv
860,corrected_richness,25.249298334196858,2.022039633037441,21.815478803654244,25.15825852159942,29.652035791985114,temporal_stability_cv_inv
876,corrected_richness,13.879965979619833,1.239948815467056,11.630008581837568,13.873033115437364,16.491381684080324,temporal_stability_cv_inv
877,corrected_richness,12.27545037300333,0.9023896974771163,10.585209256791345,12.296771518984327,14.310060444200733,temporal_stability_cv_inv
878,corrected_richness,12.682111233551046,0.922874333759464,10.928589720596568,12.674452453335935,14.810350550911597,temporal_stability_cv_inv
879,corrected_richness,12.162565688521665,0.8942746296816583,10.51851021570451,12.115896228951595,13.956789037199187,temporal_stability_cv_inv
881,corrected_richness,12.561545612552537,0.8351261698087803,10.969604167846388,12.529781002865233,14.24393648663035,temporal_stability_cv_inv
882,corrected_richness,12.595648456219603,0.8404187952232992,11.123245292313587,12.592533307335124,14.324449638844476,temporal_stability_cv_inv
883,corrected_richness,12.397188283557634,0.8886868486634291,10.835109884370686,12.323338183527358,14.301560431700576,temporal_stability_cv_inv
884,corrected_richness,11.38531488041904,0.6584899041975315,10.251529948908207,11.366930317858582,12.683730502556775,temporal_stability_cv_inv
885,corrected_richness,11.189691781210643,0.7951530485123856,9.76805698640049,11.117229814659453,12.869197670107015,temporal_stability_cv_inv
916,corrected_richness,15.110073990195136,1.1246406217435585,13.060280282939093,15.090859278135262,17.476156514388094,temporal_stability_cv_inv
917,corrected_richness,14.687688928439504,1.1501403120194258,12.596181925591681,14.652931584004733,16.993071971772512,temporal_stability_cv_inv
918,corrected_richness,13.245457143490203,1.1170876619048258,11.192608204534398,13.18258101328721,15.78816851265782,temporal_stability_cv_inv
920,corrected_richness,15.548142802624557,1.1653641828716652,13.564009158955203,15.525710290721264,17.545438444983045,temporal_stability_cv_inv
921,corrected_richness,17.967347121725382,1.5531044667632423,15.13543645615012,17.88262644566222,21.039803357331813,temporal_stability_cv_inv
922,corrected_richness,20.22683554612171,2.25031593058339,16.38082146397751,19.938528854223353,24.86067446265132,temporal_stability_cv_inv
923,corrected_richness,20.9703763038416,1.835959195786256,17.687905273149514,20.865498824585295,24.741912677056764,temporal_stability_cv_inv
927,corrected_richness,20.298520310684932,1.819493385426569,17.134047550191475,20.349961632865515,24.490172447043594,temporal_stability_cv_inv
929,corrected_richness,20.538420935910885,2.001498988678227,16.89168032772007,20.503692093910193,24.815304203248186,temporal_stability_cv_inv
931,corrected_richness,21.620292782371852,1.8879414856170396,18.32016804243238,21.60157920992038,25.57721762632457,temporal_stability_cv_inv
947,corrected_richness,13.540668257736671,0.8725958610001578,12.066795115431617,13.472776176707008,15.425750720735927,temporal_stability_cv_inv
948,corrected_richness,12.710814779664096,0.7380974987586822,11.515743240917935,12.66026138868031,14.255672707816764,temporal_stability_cv_inv
949,corrected_richness,12.50607381969338,0.7372873559808288,11.293170447052498,12.454152337162618,13.940276556218127,temporal_stability_cv_inv
950,corrected_richness,12.098151446872958,0.6692755281762421,10.987371606141998,12.060084136079789,13.562115693702507,temporal_stability_cv_inv
951,corrected_richness,13.090291854468708,0.9143761909432931,11.433329487176044,13.008721106678085,15.075854261635433,temporal_stability_cv_inv
952,corrected_richness,12.20390437972046,0.7575600850124445,10.856380352874131,12.165074396732642,13.847205573093548,temporal_stability_cv_inv
953,corrected_richness,11.434962429711451,0.6523274766649628,10.337252022355349,11.415183012039945,12.78633184249863,temporal_stability_cv_inv
955,corrected_richness,11.985687303374377,0.5601554184719226,10.965336707732867,11.977978740260061,13.112764594816497,temporal_stability_cv_inv
956,corrected_richness,11.861096698088922,0.5662319091147782,10.821017731860442,11.869760742925756,12.948099829287294,temporal_stability_cv_inv
985,corrected_richness,12.850277320528733,1.0709229596468055,11.062754145068942,12.731899514459474,15.087572331276075,temporal_stability_cv_inv
986,corrected_richness,13.026863304268769,1.0746790805916704,11.241127262450565,12.937933521414774,15.335697282031626,temporal_stability_cv_inv
987,corrected_richness,13.616636897323582,1.0976725849833182,11.848737633103854,13.588604252550962,15.911491298475008,temporal_stability_cv_inv
988,corrected_richness,15.525780101020498,1.132498346090525,13.517191279674226,15.463335257725753,17.73715531214507,temporal_stability_cv_inv
989,corrected_richness,15.358796511645767,1.0903009121514693,13.515400312963093,15.329834866921551,17.490415497459775,temporal_stability_cv_inv
991,corrected_richness,17.402682481582158,1.216003268427091,15.313930287478025,17.388885802222497,19.88372076061898,temporal_stability_cv_inv
992,corrected_richness,17.75008737189404,1.2138381504629965,15.506956160244096,17.766894185732383,20.254721635971283,temporal_stability_cv_inv
993,corrected_richness,17.89065876860929,1.2777056705929095,15.47247539385248,17.8837560970537,20.570145741355073,temporal_stability_cv_inv
994,corrected_richness,19.59916717406635,1.4353636848054152,16.978450198117326,19.61827900881945,22.51304483392085,temporal_stability_cv_inv
995,corrected_richness,20.192435656404626,1.4286493662758573,17.592500774566705,20.163168144431552,23.134936987796507,temporal_stability_cv_inv
996,corrected_richness,20.23064225429196,1.510055343253581,17.563628349551475,20.168504525402007,23.252435828432915,temporal_stability_cv_inv
997,corrected_richness,24.04110094955108,1.6249960013720621,21.211633146436387,23.992187460642246,27.29171772502727,temporal_stability_cv_inv
999,corrected_richness,24.92458988616806,1.781723501946202,21.825354030509263,24.908863907671382,28.325622282305993,temporal_stability_cv_inv
1001,corrected_richness,24.979637386936652,1.915680771849743,21.519743949126912,24.95694209098297,28.795561190915887,temporal_stability_cv_inv
1002,corrected_richness,28.0839335272571,2.884130439345748,23.139922098433882,27.850534401392117,33.76943836157932,temporal_stability_cv_inv
1003,corrected_richness,28.89027986324666,3.148886959176533,23.345064811221473,28.566102563802474,35.19924542458979,temporal_stability_cv_inv
1018,corrected_richness,16.24677168408467,1.4531889200884316,13.813904340782589,16.20632667951301,19.12457884103834,temporal_stability_cv_inv
1019,corrected_richness,14.874408748986667,1.2328249265810587,12.693998537668364,14.787361556867303,17.520101372294874,temporal_stability_cv_inv
1021,corrected_richness,11.99911573368988,1.0211577027073682,10.065541680745469,11.944916097526157,14.254553734135058,temporal_stability_cv_inv
1022,corrected_richness,11.305996284398068,0.9238566688719696,9.656774329727913,11.28083187102616,13.316500958667852,temporal_stability_cv_inv
1023,corrected_richness,11.32723667313164,0.8321007987688084,9.766914675048376,11.308690269898674,13.181309440236943,temporal_stability_cv_inv
1025,corrected_richness,11.126878168778434,0.8103929964440881,9.634257266795823,11.094869668216132,12.767902434159941,temporal_stability_cv_inv
1027,corrected_richness,10.907648384325888,0.8006326845762466,9.478027932119376,10.850352048629286,12.617724302794821,temporal_stability_cv_inv
1028,corrected_richness,10.71931983345343,0.7594738132335918,9.382269525566677,10.66159261779403,12.277993408532849,temporal_stability_cv_inv
1029,corrected_richness,10.710593513457436,0.7151872357347285,9.3660409855128,10.710525628700843,12.12995529560966,temporal_stability_cv_inv
1055,corrected_richness,15.002437460126009,1.2126415618180686,12.709050021212768,14.91465722046706,17.38938245329313,temporal_stability_cv_inv
1057,corrected_richness,16.12708776419894,1.2551211076255309,13.989369223172597,16.017959948648617,18.836166188168104,temporal_stability_cv_inv
1058,corrected_richness,14.417072433689748,0.8773442694216479,12.842727406112976,14.338938126926939,16.181552332009293,temporal_stability_cv_inv
1061,corrected_richness,20.09809925256914,1.8510978570851593,16.915559505464643,19.945758780733627,24.016659197059603,temporal_stability_cv_inv
1063,corrected_richness,22.555993768030554,2.036951704344057,19.19957038873078,22.463074602929108,26.55036965669986,temporal_stability_cv_inv
1064,corrected_richness,20.72155783085152,1.5758239880605518,18.034075720629946,20.66909125366579,23.80954228549669,temporal_stability_cv_inv
1065,corrected_richness,20.50476538661452,1.7530087413680329,17.478346324650538,20.532423576668872,24.012895679650583,temporal_stability_cv_inv
1066,corrected_richness,21.50527721423215,1.8172952808333567,18.357817216225364,21.42415363119651,24.860053679720345,temporal_stability_cv_inv
1068,corrected_richness,17.029898652770463,1.3501820861162992,14.702125535200524,16.973288399910096,19.600702314205925,temporal_stability_cv_inv
1069,corrected_richness,18.227011000075453,1.5495081464071194,15.586339790114666,18.226631006202574,21.205903969715845,temporal_stability_cv_inv
1070,corrected_richness,19.615947172215797,1.5993777472945447,16.88273262433059,19.614694537608496,22.705348460025654,temporal_stability_cv_inv
1073,corrected_richness,20.91760606142393,1.6234741226183775,18.121293053882663,20.903276130464405,24.117579982354684,temporal_stability_cv_inv
1075,corrected_richness,21.530571694105465,1.732470878125905,18.553609968862443,21.498067979621,25.08623768953844,temporal_stability_cv_inv
1076,corrected_richness,21.63137108349582,1.7631173283857275,18.389299622017035,21.53875449070423,25.11258782378198,temporal_stability_cv_inv
1089,corrected_richness,12.313394943849918,0.91615158161349175,10.767625720486533,12.263901450584097,14.16904918210584,temporal_stability_cv_inv
1090,corrected_richness,12.105428989968532,0.852337395728799,10.685333958575631,12.039995215646014,13.851789815365862,temporal_stability_cv_inv
1091,corrected_richness,11.883491152581657,0.8305704434649973,10.492745872801407,11.828271005722112,13.606403555999094,temporal_stability_cv_inv
1092,corrected_richness,11.838576762034512,0.8124133846145355,10.367517371988239,11.79431872064793,13.581424340866755,temporal_stability_cv_inv
1093,corrected_richness,11.846271576393184,0.7585881771188423,10.5089238031616,11.785184584512802,13.445866956352,temporal_stability_cv_inv
1094,corrected_richness,11.642670427980713,0.7070501104970116,10.438902418067462,11.580253484507791,13.177886335649701,temporal_stability_cv_inv
1095,corrected_richness,11.335577154741841,0.6221484903230579,10.26297865738756,11.311145055184571,12.638920586899419,temporal_stability_cv_inv
1096,corrected_richness,11.302855516182284,0.6324147809314683,10.184408124791238,11.252768669202538,12.697904548771588,temporal_stability_cv_inv
1097,corrected_richness,11.711193140688325,0.6958041611525971,10.593896731536669,11.661175207014427,13.255889728373452,temporal_stability_cv_inv
1098,corrected_richness,11.514480578073398,0.6999557893770154,10.26669052706656,11.47161515529595,12.948790306650178,temporal_stability_cv_inv
1100,corrected_richness,12.25048683985498,0.8617237917988341,10.77732471575746,12.19207212713939,13.92512610744443,temporal_stability_cv_inv
1101,corrected_richness,13.845192198698337,1.1591707644530194,11.773154656574786,13.775892544851457,16.327497238241527,temporal_stability_cv_inv
1103,corrected_richness,10.674331307590293,0.47404270948737953,9.77327211328482,10.668129400775761,11.56178635392247,temporal_stability_cv_inv
1126,corrected_richness,11.911814108808496,0.8642195471236085,10.505085556716281,11.84284823134163,13.677503127546736,temporal_stability_cv_inv
1127,corrected_richness,11.932995883490884,0.8867193093043364,10.452353831121059,11.856919642031569,13.830154464264137,temporal_stability_cv_inv
1128,corrected_richness,12.157476742300231,0.93069662839553,10.586247787370388,12.076447973898517,14.143792508323138,temporal_stability_cv_inv
1129,corrected_richness,12.114439309701709,0.944872479095582,10.567412684471625,11.989143828495704,14.129775005581902,temporal_stability_cv_inv
1130,corrected_richness,13.168431447634717,1.016922566897432,11.33277575854201,13.100357754461841,15.268532981734865,temporal_stability_cv_inv
1131,corrected_richness,15.265290499968602,1.1221689923042915,13.179153793424678,15.19202807908865,17.412495569793204,temporal_stability_cv_inv
1133,corrected_richness,16.86837611827295,1.2576005836962623,14.635894114316297,16.809201698973055,19.450293977167842,temporal_stability_cv_inv
1134,corrected_richness,17.66776374288207,1.420852595669005,15.258328373455935,17.668076566381462,20.72219624708251,temporal_stability_cv_inv
1137,corrected_richness,20.32464280383919,1.5400831528702243,17.675834244170943,20.280145967014022,23.696163471268857,temporal_stability_cv_inv
1138,corrected_richness,19.759635076524564,1.4869471488442871,17.28211685691751,19.630348147848427,22.842806760554385,temporal_stability_cv_inv
1139,corrected_richness,20.62487166706408,1.5732934618002696,18.039721374612114,20.5933136989876,23.905980101299253,temporal_stability_cv_inv
1140,corrected_richness,21.409808667287052,1.5788930669362176,18.6147556751311,21.403237372495067,24.5005696345283,temporal_stability_cv_inv
1142,corrected_richness,26.95161164202122,1.885848981610493,23.63943566517104,27.002699128297625,31.033689625930727,temporal_stability_cv_inv
1143,corrected_richness,27.62842896959514,1.9358902097676838,24.22482984568396,27.5184646936262,31.763948655760334,temporal_stability_cv_inv
1144,corrected_richness,23.349435932114364,1.6859637111863848,20.604780669138755,23.256486181208487,26.832785273925772,temporal_stability_cv_inv
1145,corrected_richness,21.729523333770988,1.3494513789091944,19.246744175792095,21.751121483746072,24.25796896255957,temporal_stability_cv_inv
1161,corrected_richness,15.865767373298794,1.5313329143917436,13.121956727642997,15.766564374235964,18.747700197036355,temporal_stability_cv_inv
1162,corrected_richness,16.985958262378965,1.831518480937297,13.999837743510962,16.720128381733957,20.57919217539672,temporal_stability_cv_inv
1163,corrected_richness,16.228236826724277,1.7009367380755476,13.446616112787876,16.020148001190297,19.585967325736295,temporal_stability_cv_inv
1164,corrected_richness,12.055555545439804,0.8691146141983956,10.613231190258695,12.008598347099204,13.895183147810963,temporal_stability_cv_inv
1165,corrected_richness,11.978128934728177,0.8052092190790028,10.437442874437489,11.978444519302087,13.566431290799864,temporal_stability_cv_inv
1166,corrected_richness,12.283577144962042,0.9692459986176427,10.57253897340134,12.211008739959944,14.399009782162684,temporal_stability_cv_inv
1167,corrected_richness,12.367015593721387,0.953934806535236,10.672682027842734,12.295051262438372,14.379255475214137,temporal_stability_cv_inv
1168,corrected_richness,11.693621034581444,0.8041353945104243,10.225019788528975,11.668208596673132,13.291372267524823,temporal_stability_cv_inv
1169,corrected_richness,11.0749866391717,0.7436637475671078,9.781244685632258,11.064193330438492,12.667684713051719,temporal_stability_cv_inv
1170,corrected_richness,10.888030650860276,0.7374707308568617,9.58016497995207,10.821687412057104,12.464653590762854,temporal_stability_cv_inv
1171,corrected_richness,10.61361039916918,0.726557364459367,9.267072174703252,10.560821081612012,12.059813639948793,temporal_stability_cv_inv
1172,corrected_richness,10.48810141867248,0.6976912465770918,9.179116294687486,10.425616155531678,11.835790064456788,temporal_stability_cv_inv
1173,corrected_richness,10.367897093655637,0.6571212753586343,9.143022950792462,10.335326532812227,11.753981446237429,temporal_stability_cv_inv
1175,corrected_richness,10.295345908699609,0.6323714851990203,9.137641108682024,10.274109535555684,11.615820145623161,temporal_stability_cv_inv
1196,corrected_richness,9.756355706397807,0.5244057463986443,8.795972863567238,9.729017182361805,10.875571228936545,temporal_stability_cv_inv
1197,corrected_richness,9.880474114785438,0.49461872148884084,8.96313698039181,9.847406027667752,10.986105817950017,temporal_stability_cv_inv
