grid_cell,block_label,block_id,metric,value_mean,value_l95,value_u95,value_sd
56,2000-2004,1,mntd_ses,-1.182472511041713,-2.1533706449298133,-0.5314575801325281,0.4037734176096612
56,2000-2004,1,mpd_ses,4.448382326731895,3.2170821852833873,6.154877677569221,0.7608224614390249
56,2000-2004,1,nri,-4.448382326731895,-6.154877677569223,-3.217082185283388,0.7608224614390249
56,2000-2004,1,nti,1.182472511041713,0.5314575801325276,2.153370644929813,0.4037734176096612
56,2000-2004,1,psr,108.22852420474752,105.38471799462135,110.30589680492385,1.2769128665047609
56,2000-2004,1,psv,0.6428525683097375,0.6379966064259996,0.6484011022593984,0.0026563346646197306
56,2005-2009,2,mntd_ses,-1.0909285044270391,-2.0315325693530113,-0.5574839615874585,0.3593239795425845
56,2005-2009,2,mpd_ses,4.705680014737127,3.3997882707982594,6.340660347111996,0.8428731949456915
56,2005-2009,2,nri,-4.705680014737127,-6.340660347111997,-3.3997882707982594,0.8428731949456915
56,2005-2009,2,nti,1.0909285044270391,0.5574839615874583,2.0315325693530113,0.3593239795425845
56,2005-2009,2,psr,108.61326189150856,105.51043031314441,110.76270687360389,1.3547815516565664
56,2005-2009,2,psv,0.6420877595668726,0.6369613283257043,0.6477382204082436,0.002825641580303691
56,2010-2014,3,mntd_ses,-1.0233605791912699,-1.7404036317853113,-0.34436629336496694,0.3575953026134694
56,2010-2014,3,mpd_ses,4.59363518852732,3.459433568000632,6.445661295844228,0.7663124462350321
56,2010-2014,3,nri,-4.59363518852732,-6.4456612958442285,-3.459433568000633,0.7663124462350321
56,2010-2014,3,nti,1.0233605791912699,0.34436629336496616,1.74040363178531,0.3575953026134694
56,2010-2014,3,psr,109.18435618123495,106.63514805038497,111.2529599283247,1.2614223759626104
56,2010-2014,3,psv,0.6414480239509207,0.6359643203940238,0.6470772566830822,0.003023392116000591
56,2015-2019,4,mntd_ses,-1.0129307211555485,-1.7456716754133108,-0.44388524426340514,0.3483354567186595
56,2015-2019,4,mpd_ses,4.738287161213185,3.395118058481955,6.551684121500907,0.8476279360622472
56,2015-2019,4,nri,-4.738287161213185,-6.551684121500909,-3.3951180584819554,0.8476279360622472
56,2015-2019,4,nti,1.0129307211555485,0.44388524426340514,1.74567167541331,0.3483354567186595
56,2015-2019,4,psr,109.51524435611246,106.71944214175232,111.77221421486148,1.232376078848775
56,2015-2019,4,psv,0.640687208539336,0.6348776202071142,0.6466291318348888,0.0031915673364797934
56,2020-2024,5,mntd_ses,-1.0020033495460525,-1.6193189036135078,-0.43245488466949883,0.32052407367021496
56,2020-2024,5,mpd_ses,4.666948691914704,3.250510093037914,7.313471994597898,0.9431621310355236
56,2020-2024,5,nri,-4.666948691914704,-7.313471994597899,-3.250510093037914,0.9431621310355236
56,2020-2024,5,nti,1.0020033495460525,0.4324548846694989,1.6193189036135078,0.32052407367021496
56,2020-2024,5,psr,110.37926104681269,108.29137052210662,112.40811119807132,1.0613728184283098
56,2020-2024,5,psv,0.6392711041301039,0.6343557726967286,0.6448776345448873,0.002976085389888241
57,2000-2004,1,mntd_ses,-1.1488406371170863,-1.8801385710559773,-0.5904945384396281,0.3631685203641878
57,2000-2004,1,mpd_ses,4.254562952020527,2.887222136401707,5.734251539959576,0.789087926907131
57,2000-2004,1,nri,-4.254562952020527,-5.734251539959578,-2.887222136401707,0.789087926907131
57,2000-2004,1,nti,1.1488406371170863,0.5904945384396278,1.8801385710559768,0.3631685203641878
57,2000-2004,1,psr,108.46959237857159,106.1502037850345,110.51903330655529,1.1873047068306843
57,2000-2004,1,psv,0.6418413571594866,0.6374407732525604,0.6469746828262748,0.002781861078233222
57,2005-2009,2,mntd_ses,-1.2239190724619091,-1.8864465125776118,-0.5813863161097192,0.3616068281151164
57,2005-2009,2,mpd_ses,4.5283442321562735,3.3256745743325418,6.752096625262011,0.8700059683226986
