mean,sd,q025,median,q975,metric,period,grid_cell
91.06123876331303,2.0581888240016633,86.92801319576051,91.01227126986836,94.88944389225152,corrected_richness,P1,56
93.23334444372753,1.8143926998851954,89.80899738141166,93.25609907461711,96.74778734935465,corrected_richness,P1,57
91.34314874245703,1.8380242373997826,87.59088203892112,91.42306758054079,94.58284794857508,corrected_richness,P1,128
86.10471791503693,1.5634361371588277,83.37070924254151,85.95847901697516,89.42830656919708,corrected_richness,P1,198
94.93658996230074,1.7122928089827523,91.62070844488471,94.8387556290538,98.64420889668101,corrected_richness,P1,199
91.18637054488667,1.5844452771952513,88.37325376188215,91.04823687138435,94.4997007515799,corrected_richness,P1,203
86.0864380877043,1.4916065366869549,83.52295041695515,85.96398968604547,89.03463880599679,corrected_richness,P1,270
86.82138767565353,1.5206553613686167,84.26678784772689,86.68066066528374,89.9347667797518,corrected_richness,P1,271
87.64377577117996,1.5057932063845048,84.98801149342734,87.56011067802945,90.60849343098435,corrected_richness,P1,272
98.14439459025206,1.6689368798298465,94.97451519033395,98.05250571330183,101.53331489182298,corrected_richness,P1,274
102.84155466145293,1.7611080133994905,99.20820968683142,102.79522785076486,105.98420711398522,corrected_richness,P1,276
82.56459248249114,2.0139864739554496,78.96170931545198,82.62399347330229,86.67303184145494,corrected_richness,P1,341
83.0777964109827,2.0249932519295406,78.79919981360823,83.15695825847575,86.73272235097768,corrected_richness,P1,342
91.52682679935505,2.0126780608111456,87.09421444501315,91.61526366901126,95.3321688338197,corrected_richness,P1,343
87.69550182764374,1.6875502172009003,84.2861767197482,87.51171610182959,90.77626447959524,corrected_richness,P1,344
80.02401200292128,1.580924334656251,77.46857676453537,79.98796678786411,83.09079017862328,corrected_richness,P1,345
84.82194626554157,1.2119764895638456,82.83108891954691,84.77136302433352,87.24599721337893,corrected_richness,P1,347
87.63989638332924,1.3995172674806662,85.18076698567376,87.59067430455566,90.25195773413749,corrected_richness,P1,412
92.29046676015142,1.4763543002971573,89.52993945808805,92.2906096771349,94.93624338478672,corrected_richness,P1,413
94.14042578673518,1.3504387815358088,91.57983015089144,94.12016136300656,96.52269969475329,corrected_richness,P1,414
90.04353538802243,1.6304703585074036,87.23953421249816,89.97659968587331,93.46158455635023,corrected_richness,P1,415
90.02505904224294,1.7282610799753138,87.16670592595592,90.00617175387423,93.57735069025574,corrected_richness,P1,416
92.0339213121023,1.817708386313541,88.37574579993783,92.11397362020003,95.66291856158199,corrected_richness,P1,417
93.88071168586039,1.6988030934167289,90.50344518724451,93.8495625433853,97.15543287999115,corrected_richness,P1,418
72.45753867342219,1.5053074126759998,69.14691640242162,72.56303737604071,75.54995583618627,corrected_richness,P1,483
